Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0009889~regulation of biosynthetic process	90	18.672199170124482	0.00883643100441291	ADCY3, THRB, FOXK1, GDF6, PPARG, TERF2IP, RORA, TLR6, CBX7, WNT1, PCGF3, GALR1, FOXF1, ZNF879, HSF4, TWIST1, PITX2, SCRT2, PRKCA, IRS2, ZBTB20, EGR3, ZNF283, TBX15, BRF1, RXRA, ZFY, HMGA2, HMGA1, TNKS2, HES1, EYA4, CCR6, HOXD8, ZNF783, ZNF714, SPDEF, FOXC2, GNAS, CUX1, HMX3, DEAF1, SCML4, PALM, EIF4E3, HMGB2, FOXM1, SOX9, GRAMD4, T, SLC11A1, TAL1, SRY, AHRR, NKX3-2, ZNF71, MYCBP, BCOR, RUNX3, NAT14, NR1H4, NFATC1, SIM2, RFX8, DAZ3, DNMT3A, DAZ4, DAZ1, DAZ2, LMX1B, GSX2, TBX5, HCLS1, NR4A2, KLF16, ARID3A, SKI, PPP1R13L, POU5F1B, ZNF628, TP73, SHOX2, HDAC4, HOXB4, SP1, DLX5, ZNF862, NFIC, ZNF117, ZFHX3, RERE, NCOR2, ZNF573	337	2966	14116	1.2710221281346856	0.9999999850369002	0.36265359680796916	14.175623794106407
GOTERM_BP_ALL	GO:0019219~regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	86	17.842323651452283	0.00902127845080532	ADCY3, THRB, FOXK1, GDF6, PPARG, TERF2IP, RORA, CBX7, WNT1, PCGF3, GALR1, FOXF1, ZNF879, HSF4, PITX2, TWIST1, SCRT2, NLRP5, ZBTB20, EGR3, ZNF283, TBX15, BRF1, RXRA, ZFY, HMGA2, HMGA1, TNKS2, HES1, EYA4, CCR6, HOXD8, ZNF783, ZNF714, SPDEF, FOXC2, GNAS, CUX1, HMX3, DEAF1, SCML4, PALM, HMGB2, FOXM1, SOX9, GRAMD4, T, SLC11A1, TAL1, SRY, AHRR, NKX3-2, ZNF71, MYCBP, BCOR, RUNX3, NAT14, NR1H4, NFATC1, SIM2, RFX8, DNMT3A, LMX1B, GSX2, TBX5, HCLS1, NR4A2, KLF16, ARID3A, SKI, PPP1R13L, POU5F1B, ZNF628, TP73, SHOX2, HDAC4, HOXB4, SP1, ZNF862, DLX5, NFIC, ZNF117, ZFHX3, RERE, NCOR2, ZNF573	337	2814	14116	1.2801359881389998	0.9999999897531926	0.3615361584917649	14.45087750827776
GOTERM_BP_ALL	GO:0060348~bone development	9	1.8672199170124482	0.00915637999289395	HOXB4, CASR, CHRDL1, SP1, ANKRD11, FOXC2, GNAS, SOX9, SPP1	337	123	14116	3.06492002605486	0.9999999922305878	0.35891737877243646	14.651529097339155
GOTERM_MF_ALL	GO:0016564~transcription repressor activity	16	3.319502074688797	0.00925065247449715	HMGB2, FOXK1, THRB, PPARG, SKI, PPP1R13L, HES1, HDAC4, HOXB4, HSF4, BCOR, CUX1, ZFHX3, NR1H4, NCOR2, SIM2	363	316	15143	2.1122153642291734	0.9953970389303554	0.416146712166955	12.767362753281953
GOTERM_BP_ALL	GO:0009790~embryonic development	24	4.979253112033195	0.009296685399951257	NLRP5, TBX15, LMX1B, TBX5, SKI, HES1, RGMA, T, HOXB4, WNT1, KCNQ4, HOXD8, SP1, FOXF1, DLX5, ANKRD11, NKX3-2, FOXC2, GNAS, COL11A1, HMX3, SIM2, TWIST1, LRP5	337	568	14116	1.7698833953274544	0.9999999941717186	0.35657053918096027	14.85944013269005
GOTERM_BP_ALL	GO:0006350~transcription	67	13.900414937759336	0.009869460513334052	THRB, FOXK1, PPARG, RORA, CBX7, PCGF3, FOXF1, ZNF879, HSF4, TWIST1, SCRT2, ZBTB20, EGR3, ZNF283, TBX15, BRF1, RXRA, ZFY, HMGA2, HMGA1, HES1, EYA4, CCR6, HOXD8, ZNF783, ZNF714, SPDEF, FOXC2, CUX1, HMX3, DEAF1, SCML4, FOXM1, SOX9, T, SRY, TAL1, AHRR, NKX3-2, ZNF71, MYCBP, BCOR, RUNX3, NAT14, NR1H4, NFATC1, SIM2, LMX1B, GSX2, TBX5, NR4A2, ARID3A, KLF16, PPP1R13L, ZNF628, TP73, HOXB4, PAPOLB, HDAC4, SP1, ZNF862, ZNF117, NFIC, ZFHX3, RERE, NCOR2, ZNF573	337	2101	14116	1.3357663511935112	0.9999999981982862	0.36720128861597645	15.703265909182074
GOTERM_BP_ALL	GO:0048706~embryonic skeletal system development	7	1.4522821576763485	0.010005204563567897	HOXB4, TBX15, SP1, NKX3-2, FOXC2, GNAS, COL11A1	337	77	14116	3.8079309414620988	0.999999998636013	0.36467523711317296	15.902089295809596
GOTERM_BP_ALL	GO:0048731~system development	73	15.145228215767634	0.010150574204680907	CASR, FOXK1, PCDHA2, PCDHA3, ANO1, PPARG, RORA, PCDHA1, CDSN, SPINK5, WNT1, KCNQ4, FOXF1, ANKRD11, CNTNAP2, COL12A1, HSF4, COL11A1, PITX2, TWIST1, PRKCA, NLRP5, IRS2, EGR3, TBX15, STMN2, RXRA, MDGA2, GPR98, SLIT3, HES1, CCND1, HOXD8, CHRDL1, DOK5, FOXC2, GNAS, SEMA4D, CUX1, ADAMTS2, HMX3, HMGB2, ERBB4, SOX9, TAGLN3, T, TAL1, RGMA, DGKG, AMELY, NKX3-2, PAPSS1, PLXND1, BCOR, RUNX3, NR1H4, SPP1, NFATC1, SIM2, LMX1B, GSX2, TBX5, HCLS1, NFASC, NR4A2, TP73, SHOX2, HDAC4, HOXB4, LAMA4, SP1, DLX5, KCNN3	337	2330	14116	1.3123470154480967	0.9999999989876166	0.3625237303906852	16.114521363375488
GOTERM_BP_ALL	GO:0021700~developmental maturation	8	1.6597510373443984	0.010374341251247131	HES1, WNT1, ERBB4, PPARG, NR4A2, FZD5, SPINK5, RUNX3	337	101	14116	3.3178012163234127	0.9999999993602321	0.36264197680260635	16.440529818247107
GOTERM_BP_ALL	GO:0010556~regulation of macromolecule biosynthetic process	86	17.842323651452283	0.010431169586190399	THRB, FOXK1, GDF6, PPARG, TERF2IP, RORA, TLR6, CBX7, WNT1, PCGF3, FOXF1, ZNF879, HSF4, TWIST1, PITX2, SCRT2, PRKCA, IRS2, ZBTB20, EGR3, ZNF283, TBX15, BRF1, RXRA, ZFY, HMGA2, HMGA1, TNKS2, HES1, EYA4, CCR6, HOXD8, ZNF783, ZNF714, SPDEF, FOXC2, CUX1, HMX3, DEAF1, SCML4, EIF4E3, HMGB2, FOXM1, SOX9, GRAMD4, T, SLC11A1, TAL1, SRY, AHRR, NKX3-2, ZNF71, MYCBP, BCOR, RUNX3, NAT14, NR1H4, NFATC1, SIM2, RFX8, DAZ3, DNMT3A, DAZ4, DAZ1, DAZ2, LMX1B, GSX2, TBX5, HCLS1, NR4A2, KLF16, ARID3A, SKI, PPP1R13L, POU5F1B, ZNF628, TP73, SHOX2, HDAC4, HOXB4, SP1, DLX5, ZNF862, NFIC, ZNF117, ZFHX3, RERE, NCOR2, ZNF573	337	2830	14116	1.2728984701848571	0.9999999994306296	0.3581935734778463	16.523133356346552
GOTERM_BP_ALL	GO:0045449~regulation of transcription	80	16.59751037344398	0.010582614362958284	THRB, FOXK1, GDF6, PPARG, TERF2IP, RORA, CBX7, WNT1, PCGF3, FOXF1, ZNF879, HSF4, PITX2, TWIST1, SCRT2, ZBTB20, EGR3, ZNF283, TBX15, BRF1, RXRA, ZFY, HMGA2, HMGA1, HES1, EYA4, CCR6, HOXD8, ZNF783, ZNF714, SPDEF, FOXC2, CUX1, HMX3, DEAF1, SCML4, HMGB2, FOXM1, SOX9, GRAMD4, T, SLC11A1, TAL1, SRY, AHRR, NKX3-2, ZNF71, MYCBP, BCOR, RUNX3, NAT14, NR1H4, NFATC1, SIM2, RFX8, DNMT3A, LMX1B, GSX2, TBX5, HCLS1, NR4A2, ARID3A, KLF16, SKI, PPP1R13L, POU5F1B, ZNF628, TP73, SHOX2, HOXB4, HDAC4, SP1, ZNF862, DLX5, NFIC, ZNF117, ZFHX3, RERE, NCOR2, ZNF573	337	2601	14116	1.288342648399326	0.999999999582688	0.35645216641340705	16.74289234657449
GOTERM_BP_ALL	GO:0007399~nervous system development	39	8.091286307053942	0.011103108022784518	ERBB4, PCDHA2, PCDHA3, PPARG, PCDHA1, RORA, TAGLN3, T, RGMA, WNT1, DGKG, CNTNAP2, RUNX3, TWIST1, SIM2, SPP1, PRKCA, IRS2, EGR3, LMX1B, GSX2, STMN2, RXRA, MDGA2, NR4A2, NFASC, GPR98, TP73, SLIT3, HES1, SHOX2, HDAC4, CHRDL1, DOK5, DLX5, KCNN3, SEMA4D, CUX1, HMX3	337	1088	14116	1.5014727701169488	0.9999999998565983	0.3644772747668146	17.49402437591816
KEGG_PATHWAY	hsa04940:Type I diabetes mellitus	5	1.0373443983402488	0.011225179660011454	HLA-DQB1, CPE, HLA-DRB1, HLA-DRB5, HLA-B	108	42	5085	5.60515873015873	0.76688813039038	0.76688813039038	12.302881793734798
GOTERM_BP_ALL	GO:0051171~regulation of nitrogen compound metabolic process	86	17.842323651452283	0.011303649119674715	ADCY3, THRB, FOXK1, GDF6, PPARG, TERF2IP, RORA, CBX7, WNT1, PCGF3, GALR1, FOXF1, ZNF879, HSF4, PITX2, TWIST1, SCRT2, NLRP5, ZBTB20, EGR3, ZNF283, TBX15, BRF1, RXRA, ZFY, HMGA2, HMGA1, TNKS2, HES1, EYA4, CCR6, HOXD8, ZNF783, ZNF714, SPDEF, FOXC2, GNAS, CUX1, HMX3, DEAF1, SCML4, PALM, HMGB2, FOXM1, SOX9, GRAMD4, T, SLC11A1, TAL1, SRY, AHRR, NKX3-2, ZNF71, MYCBP, BCOR, RUNX3, NAT14, NR1H4, NFATC1, SIM2, RFX8, DNMT3A, LMX1B, GSX2, TBX5, HCLS1, NR4A2, KLF16, ARID3A, SKI, PPP1R13L, POU5F1B, ZNF628, TP73, SHOX2, HDAC4, HOXB4, SP1, ZNF862, DLX5, NFIC, ZNF117, ZFHX3, RERE, NCOR2, ZNF573	337	2839	14116	1.2688632161405935	0.9999999999049941	0.36395872043165123	17.781721020450902
GOTERM_BP_ALL	GO:0051173~positive regulation of nitrogen compound metabolic process	26	5.394190871369295	0.011331169685898656	HMGB2, THRB, FOXK1, GDF6, PPARG, RORA, SOX9, SLC11A1, WNT1, T, FOXF1, HSF4, NR1H4, BRF1, LMX1B, RXRA, TBX5, NR4A2, HMGA1, TP73, TNKS2, HES1, HDAC4, SP1, FOXC2, NFIC	337	644	14116	1.6910997659288203	0.9999999999102137	0.35909670922148385	17.82112826143123
GOTERM_BP_ALL	GO:0030198~extracellular matrix organization	8	1.6597510373443984	0.012069022744965293	TNXB, LMX1B, TNXA, FOXF1, FOXC2, COL12A1, COL11A1, ADAMTS2, SPINK5	337	104	14116	3.222095412006391	0.9999999999802756	0.37191422930279017	18.87106560673959
GOTERM_MF_ALL	GO:0004879~ligand-dependent nuclear receptor activity	6	1.2448132780082988	0.012349398413307452	THRB, RXRA, PPARG, NR4A2, RORA, NR1H4	363	58	15143	4.31547449415788	0.9992495364949526	0.4800769729335289	16.692522253272678
GOTERM_BP_ALL	GO:0043009~chordate embryonic development	16	3.319502074688797	0.013138088690476392	NLRP5, TBX15, LMX1B, HES1, RGMA, HOXB4, WNT1, T, SP1, FOXF1, ANKRD11, NKX3-2, FOXC2, GNAS, COL11A1, TWIST1	337	331	14116	2.024760863133926	0.9999999999978099	0.3917491698329346	20.36991164844688
GOTERM_BP_ALL	GO:0010604~positive regulation of macromolecule metabolic process	32	6.639004149377594	0.013162882562150056	HMGB2, FOXK1, THRB, GDF6, PPARG, RORA, TLR6, SOX9, T, SLC11A1, WNT1, FOXF1, HSF4, NR1H4, DAZ3, PRKCA, DAZ4, IRS2, DAZ1, BRF1, DAZ2, LMX1B, TBX5, RXRA, HCLS1, NR4A2, HMGA1, TP73, TNKS2, HES1, HDAC4, CCND1, SP1, FOXC2, NFIC	337	857	14116	1.5640509817907335	0.9999999999979188	0.38679490884132717	20.40436154515437
GOTERM_CC_ALL	GO:0005886~plasma membrane	109	22.61410788381743	0.013938935405587424	ADCY3, SYT1, CASR, PEAR1, SRCIN1, GABRB1, TSPAN9, ITSN1, TLR6, VIPR2, IL17RA, ATP2B4, GALR1, SPRED2, CRTAM, IRS2, STMN2, HLA-L, MDGA2, TANC1, BSN, HLA-B, CCR6, CD36, CPE, ARRB2, FNBP1L, ROR1, FXYD1, PALM, ABCA7, HLA-DRB1, ERBB4, ITGB2, NKAIN4, SLC11A1, CDC42EP1, DDX3Y, HLA-DRB5, GRID2IP, NDRG1, PLXND1, HCN2, SLC6A12, TNFRSF13B, SLC6A18, ABCG2, CASS4, OR12D3, SPTBN1, PON2, ANTXR1, CACNA1C, GJA9, GPR84, PCDHA2, PCDHA3, TOLLIP, PREX1, ANO1, CXCR2, PCDHA1, SKAP2, CDSN, KCNQ4, SLC23A2, SNPH, SMAGP, STRA6, OR8G1, GPIHBP1, GPC1, PRKCA, PARVG, GPR173, PCDHB7, SGK1, PCDH11Y, CLIC1, RFTN1, GPR98, CLECL1, DEF6, OTOF, PTGDR, SLC41A1, FAIM3, GNAS, SEMA4D, ADAM12, ALOX12, HLA-DQB1, SLC39A14, CABP1, SLC47A2, STARD13, RGMA, FAT1, RASA3, EHD2, AFAP1, NFASC, FZD5, CLPTM1, CD19, GPR110, KCNN3, GPR111, RAB38	377	3777	15908	1.217737682145669	0.9892618158218566	0.9892618158218566	17.278320180265005
GOTERM_BP_ALL	GO:0009792~embryonic development ending in birth or egg hatching	16	3.319502074688797	0.01415382112286203	NLRP5, TBX15, LMX1B, HES1, RGMA, HOXB4, WNT1, T, SP1, FOXF1, ANKRD11, NKX3-2, FOXC2, GNAS, COL11A1, TWIST1	337	334	14116	2.0065743883153573	0.9999999999997292	0.4035391296047828	21.76978692984701
GOTERM_BP_ALL	GO:0019882~antigen processing and presentation	7	1.4522821576763485	0.014160964589280109	HLA-DQB1, SLC11A1, HLA-DRB1, HLA-L, HLA-DRB5, HLA-B, TAPBP	337	83	14116	3.5326588252118265	0.9999999999997332	0.39826254894644486	21.779549408700237
GOTERM_BP_ALL	GO:0045595~regulation of cell differentiation	21	4.356846473029045	0.014221390090071359	THRB, TBX5, LTBP4, PPARG, SKI, SOX9, SPINK5, GPR98, CLPTM1, HES1, HDAC4, TAL1, CCND1, CD36, DLX5, GNAS, SEMA4D, HSF4, ZFHX3, TWIST1, SPP1	337	492	14116	1.7878700151986684	0.9999999999997644	0.39427058969473583	21.86208284344039
GOTERM_BP_ALL	GO:0060541~respiratory system development	8	1.6597510373443984	0.014628106245699475	HES1, SP1, TBX5, FOXF1, ANO1, CUX1, ADAMTS2, SIM2	337	108	14116	3.1027585448950434	0.9999999999998981	0.39771440350894927	22.415474101388845
GOTERM_BP_ALL	GO:0048699~generation of neurons	23	4.771784232365145	0.014646646940085918	PRKCA, GSX2, LMX1B, STMN2, RXRA, MDGA2, PPARG, NR4A2, NFASC, RORA, GPR98, TP73, SLIT3, HES1, WNT1, DGKG, DLX5, CNTNAP2, SEMA4D, CUX1, RUNX3, TWIST1, SPP1	337	559	14116	1.7234463831662092	0.9999999999999019	0.392989841812572	22.440612981168673
GOTERM_BP_ALL	GO:0032583~regulation of gene-specific transcription	9	1.8672199170124482	0.01483353164842196	HES1, HDAC4, TAL1, HMGB2, TBX5, RXRA, PPARG, BCOR, NCOR2	337	134	14116	2.813322113468267	0.9999999999999333	0.3918527925228976	22.69357737201727
GOTERM_BP_ALL	GO:0031327~negative regulation of cellular biosynthetic process	23	4.771784232365145	0.015233001012333684	PRKCA, DNMT3A, PALM, HMGB2, THRB, FOXK1, RXRA, PPARG, SKI, SOX9, HES1, HDAC4, HOXB4, HOXD8, HSF4, BCOR, CUX1, NFIC, ZFHX3, NCOR2, NR1H4, SIM2, TWIST1	337	561	14116	1.7173021892868288	0.9999999999999707	0.3950417010077526	23.231689589774117
GOTERM_BP_ALL	GO:0043062~extracellular structure organization	10	2.0746887966804977	0.016118982048223277	TNXB, LMX1B, ERBB4, TNXA, FOXF1, NFASC, FOXC2, COL12A1, COL11A1, ADAMTS2, SPINK5	337	163	14116	2.5697693469989624	0.9999999999999953	0.4076283001222487	24.412601993673498
GOTERM_BP_ALL	GO:0050789~regulation of biological process	190	39.41908713692946	0.01617913537843831	ADCY3, SYT1, LTBP4, GDF6, RORA, ITSN1, MAP3K5, FOXF1, PITX2, TWIST1, CRTAM, TNIK, KIAA1804, RXRA, RPTOR, HES1, CCR6, CD36, ZNF783, DEAF1, PALM, HLA-DRB1, ERBB4, ASAP1, AKAP13, TAL1, SLC11A1, T, AHRR, CDC42EP1, SKA2, ZNF71, BCOR, NAT14, NR1H4, SPP1, DNMT3A, ABR, KLF16, SKI, RGS9BP, ZNF628, SHOX2, LAMA4, OR12D3, CNIH3, DLX5, RGS5, TNK1, ZNF117, ZFHX3, RERE, NCOR2, PLCZ1, GPR84, TOLLIP, PPARG, PLEKHG4B, TERF2IP, SPINK5, STAC2, ZNF879, HSF4, AGAP1, GPR173, ZNF283, ZBTB20, TBX15, BRF1, RPH3AL, CLIC1, GPR98, CCND1, DOK5, PTGDR, RIN2, FOXC2, GNAS, SEMA4D, GADD45A, ALOX12, RIN3, SCML4, CCL26, STARD13, DGKG, RASA3, SIM2, DAZ3, DAZ4, DAZ1, DAZ2, LMX1B, TBX5, HCLS1, NXNL1, FZD5, TP73, CPT1A, RASSF3, CD19, RPS6KA2, ZNF862, RAB38, ZNF573, LRP5, CASR, SRCIN1, THRB, GABRB1, MMP7, OSGIN1, TLR6, CBX7, VIPR2, WNT1, GALR1, SPRED2, SCRT2, IRS2, STMN2, CDKL2, TNKS2, RALGAPA2, TRIM35, HOXD8, ARRB2, TNFAIP8, SPDEF, HMX3, HMGB2, EIF4E3, TBC1D3H, ITGB2, SOX9, SRY, NKX3-2, PLXND1, RAB6C, RUNX3, ARHGDIB, RFX8, GSX2, TNFRSF13B, NR4A2, ARID3A, FLJ32810, HOXB4, HDAC4, CASS4, NXN, SPTBN1, CACNA1C, SYNGAP1, MAD1L1, FOXK1, PREX1, CXCR2, SKAP2, MKLN1, KCNQ4, PCGF3, CNTNAP2, OR8G1, PRKCA, EGR3, NLRP5, ZFY, HMGA2, HMGA1, EYA4, ZNF714, FAIM3, MCC, CUX1, FOXM1, MGMT, CYTH4, GRAMD4, SMOC2, RGMA, MYCBP, NFATC1, TNXB, TNXA, RCAN3, PPP1R13L, POU5F1B, CLPTM1, SP1, GPR110, GPR111, NFIC, SH3BP2	337	7106	14116	1.119979688665323	0.9999999999999958	0.4039189900845984	24.492156061690196
GOTERM_BP_ALL	GO:0048513~organ development	56	11.618257261410788	0.0162095591522178	FOXK1, PPARG, RORA, SPINK5, CDSN, WNT1, KCNQ4, FOXF1, ANKRD11, HSF4, COL11A1, PITX2, TWIST1, PRKCA, NLRP5, EGR3, IRS2, TBX15, RXRA, GPR98, SLIT3, HES1, CCND1, HOXD8, FOXC2, GNAS, CUX1, ADAMTS2, HMX3, HMGB2, ERBB4, SOX9, TAGLN3, T, RGMA, TAL1, AMELY, NKX3-2, BCOR, PLXND1, RUNX3, NR1H4, NFATC1, SIM2, SPP1, GSX2, LMX1B, TBX5, HCLS1, TP73, SHOX2, HOXB4, HDAC4, LAMA4, SP1, DLX5	337	1738	14116	1.3496464096321361	0.9999999999999961	0.3997354621550586	24.532362116202954
GOTERM_BP_ALL	GO:0007155~cell adhesion	27	5.601659751037345	0.016283047534915423	PCDHA2, PCDHA3, ADAMTS13, ITGB2, PCDHA1, SOX9, CDSN, FAT1, CNTNAP2, COL12A1, COL11A1, SPP1, PARVG, PCDHB7, TNXB, TNXA, PCDH11Y, SDK1, NFASC, GPR98, HES1, LAMA4, CD36, CASS4, NLGN4Y, ANTXR1, SEMA4D, ADAM12	337	700	14116	1.615650699448919	0.9999999999999967	0.3964638707182855	24.62939635135395
KEGG_PATHWAY	hsa05416:Viral myocarditis	6	1.2448132780082988	0.016287702805132	HLA-DQB1, CCND1, HLA-DRB1, HLA-DRB5, ITGB2, HLA-B	108	71	5085	3.9788732394366195	0.8797777204367889	0.6532691540067266	17.384837633874927
GOTERM_BP_ALL	GO:0035295~tube development	12	2.4896265560165975	0.016368355274692596	HES1, RGMA, T, SP1, TBX5, FOXF1, FOXC2, CUX1, PLXND1, ADAMTS2, TWIST1, SIM2	337	220	14116	2.2847585648772593	0.9999999999999972	0.3934938501093752	24.741889500073768
GOTERM_BP_ALL	GO:0021575~hindbrain morphogenesis	4	0.8298755186721992	0.01663288646933249	HES1, LMX1B, GSX2, RORA	337	23	14116	7.284737453231841	0.9999999999999983	0.3939037042397002	25.089715339697193
GOTERM_BP_ALL	GO:0022610~biological adhesion	27	5.601659751037345	0.01678107693783199	PCDHA2, PCDHA3, ADAMTS13, ITGB2, PCDHA1, SOX9, CDSN, FAT1, CNTNAP2, COL12A1, COL11A1, SPP1, PARVG, PCDHB7, TNXB, TNXA, PCDH11Y, SDK1, NFASC, GPR98, HES1, LAMA4, CD36, CASS4, NLGN4Y, ANTXR1, SEMA4D, ADAM12	337	701	14116	1.6133459195638278	0.9999999999999988	0.3921903523454091	25.283905183952683
GOTERM_BP_ALL	GO:0048869~cellular developmental process	55	11.410788381742739	0.017113126588874136	FOXK1, PPARG, OSGIN1, RORA, SPINK5, CDSN, WNT1, CCHCR1, FOXF1, CNTNAP2, HSF4, COL11A1, OCA2, TWIST1, PRKCA, STMN2, RXRA, MDGA2, GPR98, SLIT3, HES1, CCND1, CHRDL1, FOXC2, SEMA4D, CUX1, ADAM12, HMX3, DEAF1, ERBB4, SOX9, T, SRY, TAL1, DGKG, RUNX3, NFATC1, SIM2, SPP1, DAZ3, DAZ4, DAZ1, DAZ2, LMX1B, GSX2, TBX5, HCLS1, NFASC, NR4A2, FZD5, TP73, CLPTM1, HDAC4, LAMA4, SP1, NXN, DLX5, ANTXR1	337	1706	14116	1.3504092729100643	0.9999999999999994	0.39381872577806953	25.717305210420893
GOTERM_BP_ALL	GO:0030182~neuron differentiation	19	3.941908713692946	0.017598853537085235	PRKCA, GSX2, LMX1B, STMN2, RXRA, MDGA2, NR4A2, NFASC, RORA, GPR98, TP73, SLIT3, HES1, WNT1, DGKG, DLX5, CNTNAP2, CUX1, RUNX3	337	438	14116	1.8170264081405905	0.9999999999999998	0.3980969025196064	26.347025299957306
GOTERM_BP_ALL	GO:0010629~negative regulation of gene expression	21	4.356846473029045	0.01812889605682106	DNMT3A, HMGB2, FOXK1, THRB, RXRA, PPARG, SKI, SOX9, HES1, HDAC4, HOXB4, HOXD8, HSF4, BCOR, CUX1, NFIC, ZFHX3, NR1H4, NCOR2, SIM2, TWIST1	337	504	14116	1.745301681503462	0.9999999999999999	0.4029915849710003	27.028459256900096
GOTERM_BP_ALL	GO:0031325~positive regulation of cellular metabolic process	32	6.639004149377594	0.018598424373583257	HMGB2, FOXK1, THRB, GDF6, PPARG, RORA, TLR6, SOX9, T, SLC11A1, WNT1, FOXF1, HSF4, NR1H4, DAZ3, PRKCA, DAZ4, IRS2, DAZ1, BRF1, DAZ2, LMX1B, TBX5, RXRA, HCLS1, NR4A2, HMGA1, TP73, TNKS2, HES1, HDAC4, CCND1, SP1, FOXC2, NFIC	337	880	14116	1.5231723765848395	1.0	0.40670230375531424	27.62713039572694
GOTERM_BP_ALL	GO:0009890~negative regulation of biosynthetic process	23	4.771784232365145	0.018598537188519608	PRKCA, DNMT3A, PALM, HMGB2, THRB, FOXK1, RXRA, PPARG, SKI, SOX9, HES1, HDAC4, HOXB4, HOXD8, HSF4, BCOR, CUX1, NFIC, ZFHX3, NCOR2, NR1H4, SIM2, TWIST1	337	573	14116	1.6813377455321308	1.0	0.4025037616924195	27.627273682634133
GOTERM_BP_ALL	GO:0050793~regulation of developmental process	26	5.394190871369295	0.018876009607573425	PALM, THRB, LTBP4, PPARG, ITGB2, SOX9, SPINK5, TAL1, CDC42EP1, HSF4, TWIST1, SPP1, PRKCA, TBX5, SKI, GPR98, CLPTM1, HES1, HDAC4, LAMA4, CCND1, CD36, DLX5, GNAS, SEMA4D, ZFHX3	337	674	14116	1.615828262994303	1.0	0.40297374559309396	27.978885614474947
GOTERM_BP_ALL	GO:0080090~regulation of primary metabolic process	96	19.91701244813278	0.01891607915194432	ADCY3, THRB, LTBP4, GDF6, RORA, TLR6, CBX7, WNT1, MAP3K5, GALR1, FOXF1, PITX2, TWIST1, SCRT2, IRS2, RXRA, KIAA1804, TNKS2, HES1, CCR6, HOXD8, ZNF783, SPDEF, HMX3, DEAF1, PALM, HMGB2, EIF4E3, ITGB2, SOX9, SRY, TAL1, SLC11A1, T, AHRR, NKX3-2, ZNF71, BCOR, NR1H4, NAT14, RUNX3, RFX8, DNMT3A, GSX2, ARID3A, KLF16, NR4A2, SKI, ZNF628, SHOX2, HOXB4, HDAC4, DLX5, ZNF117, ZFHX3, NCOR2, RERE, FOXK1, PPARG, TERF2IP, PCGF3, ZNF879, HSF4, PRKCA, ZNF283, ZBTB20, EGR3, NLRP5, BRF1, TBX15, ZFY, HMGA2, HMGA1, EYA4, CCND1, ZNF714, FOXC2, GNAS, CUX1, SCML4, FOXM1, GRAMD4, MYCBP, SIM2, NFATC1, DAZ3, DAZ4, DAZ1, DAZ2, LMX1B, HCLS1, TBX5, PPP1R13L, TP73, POU5F1B, SP1, ZNF862, NFIC, ZNF573	337	3291	14116	1.2218702747444474	1.0	0.39956345651456304	28.029528419000993
GOTERM_BP_ALL	GO:0016192~vesicle-mediated transport	23	4.771784232365145	0.01990475289693334	OSBPL5, ABCA7, SEC24B, SRCIN1, RPH3AL, ITSN1, TSNARE1, TAPBP, ANKRD27, SLC11A1, CD36, ARRB2, FNBP1L, SNPH, RIN2, CUX1, CACNA1C, RAB6C, EHD2, GOLGA3, LRP5, EXOC1, RIN3	337	576	14116	1.6725807781074842	1.0	0.41142719533659045	29.268513438005417
GOTERM_MF_ALL	GO:0016563~transcription activator activity	18	3.7344398340248963	0.02005553373423592	DEAF1, BRF1, FOXK1, TBX5, RXRA, PPARG, NR4A2, SOX9, HMGA1, HDAC4, SRY, SP1, FOXF1, FOXC2, MYCBP, NR1H4, NAT14, NFATC1	363	410	15143	1.8314452731304172	0.9999919527384407	0.6237550526379897	25.7517909762069
GOTERM_BP_ALL	GO:0042471~ear morphogenesis	6	1.2448132780082988	0.020301880185915222	WNT1, KCNQ4, DLX5, NKX3-2, COL11A1, HMX3	337	66	14116	3.8079309414620988	1.0	0.41363135963229714	29.760506161418153
GOTERM_CC_ALL	GO:0005578~proteinaceous extracellular matrix	15	3.112033195020747	0.020358402245273556	MATN2, ADAMTS17, COL4A1, TNXB, TNXA, ADAMTS13, LTBP4, MMP7, SMOC2, WNT1, LAMA4, AMELY, COL12A1, GPC1, ADAMTS2, COL11A1	377	320	15908	1.977950928381963	0.9986976989276165	0.9639125912209878	24.266654514820708
GOTERM_BP_ALL	GO:0010558~negative regulation of macromolecule biosynthetic process	22	4.564315352697095	0.021568551881253256	PRKCA, DNMT3A, HMGB2, FOXK1, THRB, RXRA, PPARG, SKI, SOX9, HES1, HDAC4, HOXB4, HOXD8, HSF4, BCOR, CUX1, NFIC, ZFHX3, NCOR2, NR1H4, SIM2, TWIST1	337	547	14116	1.6846787711770164	1.0	0.4289589629071555	31.308309360922372
GOTERM_BP_ALL	GO:0002274~myeloid leukocyte activation	5	1.0373443983402488	0.023478745880373048	SLC11A1, PREX1, NDRG1, CXCR2, TLR6	337	46	14116	4.552960908269901	1.0	0.452765911568206	33.58182885856122
