"","category","numDEInCat","numInCat","padj","Term"
"5868","GO:0004970",0,8,1,"ionotropic glutamate receptor activity"
"5869","GO:0004971",0,2,1,"alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity"
"5870","GO:0004972",0,1,1,"N-methyl-D-aspartate selective glutamate receptor activity"
"5871","GO:0004974",0,3,1,"leukotriene receptor activity"
"5872","GO:0004977",0,1,1,"melanocortin receptor activity"
"5873","GO:0004980",0,1,1,"melanocyte-stimulating hormone receptor activity"
"5877","GO:0004982",0,2,1,"N-formyl peptide receptor activity"
"5878","GO:0004983",0,2,1,"neuropeptide Y receptor activity"
"5879","GO:0004984",0,3,1,"olfactory receptor activity"
"5880","GO:0004985",0,4,1,"opioid receptor activity"
"5881","GO:0004991",0,1,1,"parathyroid hormone receptor activity"
"5882","GO:0004992",0,3,1,"platelet activating factor receptor activity"
"5883","GO:0004993",0,1,1,"serotonin receptor activity"
"5890","GO:0004994",0,1,1,"somatostatin receptor activity"
"5895","GO:0004995",0,1,1,"tachykinin receptor activity"
"5896","GO:0004996",0,2,1,"thyroid-stimulating hormone receptor activity"
"5899","GO:0004998",0,1,1,"transferrin receptor activity"
"5900","GO:0004999",0,3,1,"vasoactive intestinal polypeptide receptor activity"
"5901","GO:0005000",0,3,1,"vasopressin receptor activity"
"5903","GO:0005001",0,15,1,"transmembrane receptor protein tyrosine phosphatase activity"
"5904","GO:0005003",0,12,1,"ephrin receptor activity"
"5905","GO:0005004",0,3,1,"GPI-linked ephrin receptor activity"
"5906","GO:0005005",0,6,1,"transmembrane-ephrin receptor activity"
"5907","GO:0005006",0,3,1,"epidermal growth factor-activated receptor activity"
"5913","GO:0005007",0,4,1,"fibroblast growth factor-activated receptor activity"
"5917","GO:0005008",0,1,1,"hepatocyte growth factor-activated receptor activity"
"5920","GO:0005009",0,1,1,"insulin-activated receptor activity"
"5921","GO:0005010",0,4,1,"insulin-like growth factor-activated receptor activity"
"5924","GO:0005011",0,2,1,"macrophage colony-stimulating factor receptor activity"
"5928","GO:0005017",0,3,1,"platelet-derived growth factor-activated receptor activity"
"5932","GO:0005018",0,1,1,"platelet-derived growth factor alpha-receptor activity"
"5934","GO:0005019",0,2,1,"platelet-derived growth factor beta-receptor activity"
"5936","GO:0005020",0,1,1,"stem cell factor receptor activity"
"5940","GO:0005021",0,7,1,"vascular endothelial growth factor-activated receptor activity"
"5944","GO:0005024",0,15,1,"transforming growth factor beta-activated receptor activity"
"5949","GO:0005025",0,3,1,"transforming growth factor beta receptor activity, type I"
"5953","GO:0005026",0,1,1,"transforming growth factor beta receptor activity, type II"
"5957","GO:0005030",0,3,1,"neurotrophin receptor activity"
"5958","GO:0005031",0,9,1,"tumor necrosis factor-activated receptor activity"
"5967","GO:0005035",0,11,1,"death receptor activity"
"5968","GO:0005041",0,9,1,"low-density lipoprotein receptor activity"
"5971","GO:0005042",0,1,1,"netrin receptor activity"
"5972","GO:0005044",0,34,1,"scavenger receptor activity"
"5973","GO:0005046",0,2,1,"KDEL sequence binding"
"5974","GO:0005047",0,4,1,"signal recognition particle binding"
"5976","GO:0005048",1,22,1,"signal sequence binding"
"5980","GO:0005049",0,3,1,"nuclear export signal receptor activity"
"5981","GO:0005052",0,1,1,"peroxisome matrix targeting signal-1 binding"
"5987","GO:0005053",0,2,1,"peroxisome matrix targeting signal-2 binding"
"5993","GO:0005055",0,1,1,"laminin receptor activity"
"5994","GO:0005057",1,95,1,"receptor signaling protein activity"
"5995","GO:0005068",0,8,1,"transmembrane receptor protein tyrosine kinase adaptor activity"
"5998","GO:0005070",0,45,1,"SH3/SH2 adaptor activity"
"5999","GO:0005072",0,10,1,"transforming growth factor beta receptor, cytoplasmic mediator activity"
"6001","GO:0005078",0,4,1,"MAP-kinase scaffold activity"
"6002","GO:0005080",0,37,1,"protein kinase C binding"
"6012","GO:0005083",1,297,1,"small GTPase regulator activity"
"6013","GO:0005085",1,179,1,"guanyl-nucleotide exchange factor activity"
"6022","GO:0005086",0,19,1,"ARF guanyl-nucleotide exchange factor activity"
"6023","GO:0005087",0,5,1,"Ran guanyl-nucleotide exchange factor activity"
"6024","GO:0005088",1,110,1,"Ras guanyl-nucleotide exchange factor activity"
"6025","GO:0005089",1,70,1,"Rho guanyl-nucleotide exchange factor activity"
"6027","GO:0005092",0,10,1,"GDP-dissociation inhibitor activity"
"6028","GO:0005093",0,2,1,"Rab GDP-dissociation inhibitor activity"
"6029","GO:0005094",0,3,1,"Rho GDP-dissociation inhibitor activity"
"6030","GO:0005095",0,13,1,"GTPase inhibitor activity"
"6031","GO:0005096",1,238,1,"GTPase activator activity"
"6032","GO:0005097",0,53,1,"Rab GTPase activator activity"
"6033","GO:0005098",0,1,1,"Ran GTPase activator activity"
"6035","GO:0005099",1,111,1,"Ras GTPase activator activity"
"6036","GO:0005100",1,38,1,"Rho GTPase activator activity"
"6037","GO:0005102",9,896,1,"receptor binding"
"6039","GO:0005104",0,8,1,"fibroblast growth factor receptor binding"
"6046","GO:0005105",0,1,1,"type 1 fibroblast growth factor receptor binding"
"6051","GO:0005109",1,17,1,"frizzled binding"
"6054","GO:0005110",0,4,1,"frizzled-2 binding"
"6057","GO:0005111",0,1,1,"type 2 fibroblast growth factor receptor binding"
"6062","GO:0005112",1,9,1,"Notch binding"
"6066","GO:0005113",0,4,1,"patched binding"
"6069","GO:0005114",0,7,1,"type II transforming growth factor beta receptor binding"
"6075","GO:0005115",0,1,1,"receptor tyrosine kinase-like orphan receptor binding"
"6078","GO:0005119",0,3,1,"smoothened binding"
"6081","GO:0005123",0,10,1,"death receptor binding"
"6093","GO:0005124",0,2,1,"scavenger receptor binding"
"6094","GO:0005125",0,90,1,"cytokine activity"
"6096","GO:0005126",1,121,1,"cytokine receptor binding"
"6098","GO:0005127",0,4,1,"ciliary neurotrophic factor receptor binding"
"6100","GO:0005128",0,1,1,"erythropoietin receptor binding"
"6102","GO:0005131",0,4,1,"growth hormone receptor binding"
"6104","GO:0005133",0,1,1,"interferon-gamma receptor binding"
"6106","GO:0005134",0,3,1,"interleukin-2 receptor binding"
"6108","GO:0005135",0,1,1,"interleukin-3 receptor binding"
"6110","GO:0005137",0,1,1,"interleukin-5 receptor binding"
"6112","GO:0005138",0,5,1,"interleukin-6 receptor binding"
"6114","GO:0005139",0,1,1,"interleukin-7 receptor binding"
"6116","GO:0005141",0,1,1,"interleukin-10 receptor binding"
"6118","GO:0005143",0,2,1,"interleukin-12 receptor binding"
"6120","GO:0005146",0,2,1,"leukemia inhibitory factor receptor binding"
"6122","GO:0005148",0,2,1,"prolactin receptor binding"
"6124","GO:0005149",1,7,1,"interleukin-1 receptor binding"
"6126","GO:0005150",0,2,1,"interleukin-1, Type I receptor binding"
"6128","GO:0005151",0,2,1,"interleukin-1, Type II receptor binding"
"6130","GO:0005152",0,2,1,"interleukin-1 receptor antagonist activity"
"6131","GO:0005153",0,1,1,"interleukin-8 receptor binding"
"6133","GO:0005154",0,16,1,"epidermal growth factor receptor binding"
"6145","GO:0005157",0,2,1,"macrophage colony-stimulating factor receptor binding"
"6148","GO:0005158",0,24,1,"insulin receptor binding"
"6149","GO:0005159",0,10,1,"insulin-like growth factor receptor binding"
"6153","GO:0005160",0,19,1,"transforming growth factor beta receptor binding"
"6162","GO:0005161",0,13,1,"platelet-derived growth factor receptor binding"
"6167","GO:0005163",0,1,1,"nerve growth factor receptor binding"
"6170","GO:0005164",0,14,1,"tumor necrosis factor receptor binding"
"6173","GO:0005165",0,7,1,"neurotrophin receptor binding"
"6175","GO:0005167",0,6,1,"neurotrophin TRK receptor binding"
"6176","GO:0005168",0,5,1,"neurotrophin TRKA receptor binding"
"6177","GO:0005169",0,1,1,"neurotrophin TRKB receptor binding"
"6178","GO:0005171",0,1,1,"hepatocyte growth factor receptor binding"
"6181","GO:0005172",0,7,1,"vascular endothelial growth factor receptor binding"
"6185","GO:0005173",0,3,1,"stem cell factor receptor binding"
"6190","GO:0005174",0,1,1,"CD40 receptor binding"
"6191","GO:0005175",0,1,1,"CD27 receptor binding"
"6192","GO:0005176",0,2,1,"ErbB-2 class receptor binding"
"6197","GO:0005178",0,77,1,"integrin binding"
"6198","GO:0005179",1,27,1,"hormone activity"
"6202","GO:0005183",0,1,1,"gonadotropin hormone-releasing hormone activity"
"6208","GO:0005184",0,1,1,"neuropeptide hormone activity"
"6209","GO:0005198",2,488,1,"structural molecule activity"
"6210","GO:0005199",0,2,1,"structural constituent of cell wall"
"6211","GO:0005200",0,59,1,"structural constituent of cytoskeleton"
"6212","GO:0005201",0,60,1,"extracellular matrix structural constituent"
"6213","GO:0005212",0,6,1,"structural constituent of eye lens"
"6214","GO:0005215",9,839,0.930014740583805,"transporter activity"
"6216","GO:0005216",1,199,1,"ion channel activity"
"6217","GO:0005217",0,14,1,"intracellular ligand-gated ion channel activity"
"6218","GO:0005218",0,9,1,"intracellular ligand-gated calcium channel activity"
"6219","GO:0005219",0,4,1,"ryanodine-sensitive calcium-release channel activity"
"6221","GO:0005220",0,4,1,"inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity"
"6225","GO:0005221",0,2,1,"intracellular cyclic nucleotide activated cation channel activity"
"6226","GO:0005223",0,2,1,"intracellular cGMP activated cation channel activity"
"6227","GO:0005224",0,1,1,"ATP-binding and phosphorylation-dependent chloride channel activity"
"6228","GO:0005227",0,10,1,"calcium activated cation channel activity"
"6230","GO:0005229",0,2,1,"intracellular calcium activated chloride channel activity"
"6231","GO:0005230",0,25,1,"extracellular ligand-gated ion channel activity"
"6232","GO:0005231",0,20,1,"excitatory extracellular ligand-gated ion channel activity"
"6233","GO:0005234",0,9,1,"extracellular-glutamate-gated ion channel activity"
"6234","GO:0005237",0,2,1,"inhibitory extracellular ligand-gated ion channel activity"
"6235","GO:0005242",0,8,1,"inward rectifier potassium channel activity"
"6236","GO:0005243",0,6,1,"gap junction channel activity"
"6242","GO:0005244",0,100,1,"voltage-gated ion channel activity"
"6244","GO:0005245",0,20,1,"voltage-gated calcium channel activity"
"6255","GO:0005246",0,17,1,"calcium channel regulator activity"
"6256","GO:0005247",0,17,1,"voltage-gated chloride channel activity"
"6258","GO:0005248",0,10,1,"voltage-gated sodium channel activity"
"6262","GO:0005249",0,32,1,"voltage-gated potassium channel activity"
"6266","GO:0005250",0,3,1,"A-type (transient outward) potassium channel activity"
"6267","GO:0005251",0,12,1,"delayed rectifier potassium channel activity"
"6268","GO:0005252",0,1,1,"open rectifier potassium channel activity"
"6269","GO:0005253",1,47,1,"anion channel activity"
"6270","GO:0005254",1,36,1,"chloride channel activity"
"6271","GO:0005260",0,1,1,"channel-conductance-controlling ATPase activity"
"6274","GO:0005261",0,137,1,"cation channel activity"
"6278","GO:0005262",0,60,1,"calcium channel activity"
"6279","GO:0005267",0,45,1,"potassium channel activity"
"6280","GO:0005272",0,18,1,"sodium channel activity"
"6281","GO:0005275",0,6,1,"amine transmembrane transporter activity"
"6285","GO:0005280",0,1,1,"hydrogen:amino acid symporter activity"
"6286","GO:0005283",0,5,1,"sodium:amino acid symporter activity"
"6298","GO:0005287",0,1,1,"high affinity basic amino acid transmembrane transporter activity"
"6299","GO:0005289",0,1,1,"high affinity arginine transmembrane transporter activity"
"6300","GO:0005290",0,2,1,"L-histidine transmembrane transporter activity"
"6302","GO:0005294",0,2,1,"neutral L-amino acid secondary active transmembrane transporter activity"
"6303","GO:0005308",0,1,1,"creatine transmembrane transporter activity"
"6304","GO:0005309",0,1,1,"creatine:sodium symporter activity"
"6305","GO:0005310",2,18,0.506088757400969,"dicarboxylic acid transmembrane transporter activity"
"6311","GO:0005313",1,9,1,"L-glutamate transmembrane transporter activity"
"6314","GO:0005314",0,1,1,"high-affinity glutamate transmembrane transporter activity"
"6315","GO:0005315",0,4,1,"inorganic phosphate transmembrane transporter activity"
"6316","GO:0005316",0,1,1,"high affinity inorganic phosphate:sodium symporter activity"
"6317","GO:0005319",0,56,1,"lipid transporter activity"
"6319","GO:0005324",0,2,1,"long-chain fatty acid transporter activity"
"6320","GO:0005325",0,1,1,"peroxisomal fatty-acyl-CoA transporter activity"
"6324","GO:0005326",0,9,1,"neurotransmitter transporter activity"
"6325","GO:0005328",0,8,1,"neurotransmitter:sodium symporter activity"
"6326","GO:0005329",0,1,1,"dopamine transmembrane transporter activity"
"6327","GO:0005332",0,2,1,"gamma-aminobutyric acid:sodium symporter activity"
"6332","GO:0005333",0,1,1,"norepinephrine transmembrane transporter activity"
"6334","GO:0005334",0,1,1,"norepinephrine:sodium symporter activity"
"6336","GO:0005335",0,1,1,"serotonin:sodium symporter activity"
"6338","GO:0005337",0,10,1,"nucleoside transmembrane transporter activity"
"6339","GO:0005338",0,8,1,"nucleotide-sugar transmembrane transporter activity"
"6340","GO:0005342",3,66,0.506088757400969,"organic acid transmembrane transporter activity"
"6341","GO:0005343",2,13,0.360738702648439,"organic acid:sodium symporter activity"
"6343","GO:0005344",0,8,1,"oxygen transporter activity"
"6348","GO:0005345",0,3,1,"purine nucleobase transmembrane transporter activity"
"6350","GO:0005346",0,3,1,"purine ribonucleotide transmembrane transporter activity"
"6351","GO:0005347",0,2,1,"ATP transmembrane transporter activity"
"6352","GO:0005350",0,1,1,"pyrimidine nucleobase transmembrane transporter activity"
"6354","GO:0005351",0,8,1,"sugar:hydrogen symporter activity"
"6362","GO:0005353",0,1,1,"fructose transmembrane transporter activity"
"6366","GO:0005355",0,10,1,"glucose transmembrane transporter activity"
"6370","GO:0005362",0,1,1,"low-affinity glucose:sodium symporter activity"
"6371","GO:0005365",0,1,1,"myo-inositol transmembrane transporter activity"
"6372","GO:0005367",0,1,1,"myo-inositol:sodium symporter activity"
"6373","GO:0005368",0,1,1,"taurine transmembrane transporter activity"
"6374","GO:0005369",0,1,1,"taurine:sodium symporter activity"
"6375","GO:0005372",0,5,1,"water transmembrane transporter activity"
"6376","GO:0005375",0,7,1,"copper ion transmembrane transporter activity"
"6381","GO:0005381",0,7,1,"iron ion transmembrane transporter activity"
"6388","GO:0005384",0,6,1,"manganese ion transmembrane transporter activity"
"6389","GO:0005385",0,12,1,"zinc ion transmembrane transporter activity"
"6393","GO:0005388",0,5,1,"calcium-transporting ATPase activity"
"6405","GO:0005391",0,7,1,"sodium:potassium-exchanging ATPase activity"
"6420","GO:0005402",0,8,1,"cation:sugar symporter activity"
"6422","GO:0005412",0,1,1,"glucose:sodium symporter activity"
"6423","GO:0005415",0,1,1,"nucleoside:sodium symporter activity"
"6426","GO:0005416",0,6,1,"cation:amino acid symporter activity"
"6427","GO:0005427",0,1,1,"proton-dependent oligopeptide secondary active transmembrane transporter activity"
"6429","GO:0005432",0,3,1,"calcium:sodium antiporter activity"
"6432","GO:0005436",0,3,1,"sodium:phosphate symporter activity"
"6433","GO:0005451",0,9,1,"monovalent cation:hydrogen antiporter activity"
"6434","GO:0005452",0,8,1,"inorganic anion exchanger activity"
"6435","GO:0005456",0,1,1,"CMP-N-acetylneuraminate transmembrane transporter activity"
"6436","GO:0005459",0,2,1,"UDP-galactose transmembrane transporter activity"
"6437","GO:0005461",0,1,1,"UDP-glucuronic acid transmembrane transporter activity"
"6438","GO:0005462",0,2,1,"UDP-N-acetylglucosamine transmembrane transporter activity"
"6439","GO:0005463",0,1,1,"UDP-N-acetylgalactosamine transmembrane transporter activity"
"6440","GO:0005464",0,1,1,"UDP-xylose transmembrane transporter activity"
"6441","GO:0005471",0,1,1,"ATP:ADP antiporter activity"
"6446","GO:0005477",0,1,1,"pyruvate secondary active transmembrane transporter activity"
"6447","GO:0005484",0,21,1,"SNAP receptor activity"
"6455","GO:0005487",0,13,1,"nucleocytoplasmic transporter activity"
"6456","GO:0005488",46,10034,1,"binding"
"6457","GO:0005496",2,59,1,"steroid binding"
"6458","GO:0005497",1,4,1,"androgen binding"
"6459","GO:0005499",0,3,1,"vitamin D binding"
"6462","GO:0005501",0,13,1,"retinoid binding"
"6463","GO:0005503",0,1,1,"all-trans retinal binding"
"6468","GO:0005504",0,20,1,"fatty acid binding"
"6469","GO:0005506",4,116,0.378656201366913,"iron ion binding"
"6470","GO:0005507",1,40,1,"copper ion binding"
"6472","GO:0005509",3,513,1,"calcium ion binding"
"6473","GO:0005515",26,6416,1,"protein binding"
"6479","GO:0005516",1,122,1,"calmodulin binding"
"6480","GO:0005518",1,53,1,"collagen binding"
"6481","GO:0005519",0,1,1,"cytoskeletal regulatory protein binding"
"6482","GO:0005520",0,19,1,"insulin-like growth factor binding"
"6483","GO:0005521",0,9,1,"lamin binding"
"6484","GO:0005522",0,8,1,"profilin binding"
"6485","GO:0005523",0,10,1,"tropomyosin binding"
"6486","GO:0005524",7,1368,1,"ATP binding"
"6487","GO:0005525",0,333,1,"GTP binding"
"6488","GO:0005527",0,15,1,"macrolide binding"
"6489","GO:0005528",0,15,1,"FK506 binding"
"6490","GO:0005534",0,4,1,"galactose binding"
"6491","GO:0005536",0,6,1,"glucose binding"
"6492","GO:0005537",0,12,1,"mannose binding"
"6493","GO:0005539",1,135,1,"glycosaminoglycan binding"
"6494","GO:0005540",0,12,1,"hyaluronic acid binding"
"6495","GO:0005542",0,10,1,"folic acid binding"
"6498","GO:0005543",4,446,1,"phospholipid binding"
"6499","GO:0005544",1,25,1,"calcium-dependent phospholipid binding"
"6500","GO:0005545",0,20,1,"1-phosphatidylinositol binding"
"6501","GO:0005546",0,23,1,"phosphatidylinositol-4,5-bisphosphate binding"
"6505","GO:0005547",0,18,1,"phosphatidylinositol-3,4,5-trisphosphate binding"
"6506","GO:0005548",0,25,1,"phospholipid transporter activity"
"6507","GO:0008009",0,22,1,"chemokine activity"
"6508","GO:0008013",1,55,1,"beta-catenin binding"
"6509","GO:0008017",0,93,1,"microtubule binding"
"6511","GO:0008020",0,2,1,"G-protein coupled photoreceptor activity"
"6515","GO:0008022",0,148,1,"protein C-terminus binding"
"6525","GO:0008026",0,118,1,"ATP-dependent helicase activity"
"6526","GO:0008028",0,18,1,"monocarboxylic acid transmembrane transporter activity"
"6529","GO:0008035",0,4,1,"high-density lipoprotein particle binding"
"6530","GO:0008046",0,5,1,"axon guidance receptor activity"
"6531","GO:0008047",1,365,1,"enzyme activator activity"
"6532","GO:0008048",0,1,1,"calcium sensitive guanylate cyclase activator activity"
"6533","GO:0008060",0,33,1,"ARF GTPase activator activity"
"6534","GO:0008061",0,3,1,"chitin binding"
"6535","GO:0008066",0,11,1,"glutamate receptor activity"
"6536","GO:0008073",0,3,1,"ornithine decarboxylase inhibitor activity"
"6537","GO:0008079",0,6,1,"translation termination factor activity"
"6538","GO:0008080",1,75,1,"N-acetyltransferase activity"
"6539","GO:0008081",0,77,1,"phosphoric diester hydrolase activity"
"6545","GO:0008083",1,92,1,"growth factor activity"
"6546","GO:0008092",2,542,1,"cytoskeletal protein binding"
"6547","GO:0008093",0,19,1,"cytoskeletal adaptor activity"
"6548","GO:0008094",0,82,1,"DNA-dependent ATPase activity"
"6552","GO:0008097",0,3,1,"5S rRNA binding"
"6553","GO:0008106",0,14,1,"alcohol dehydrogenase (NADP+) activity"
"6557","GO:0008107",0,3,1,"galactoside 2-alpha-L-fucosyltransferase activity"
"6581","GO:0008108",0,1,1,"UDP-glucose:hexose-1-phosphate uridylyltransferase activity"
"6592","GO:0008109",0,2,1,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity"
"6598","GO:0008111",0,1,1,"alpha-methylacyl-CoA racemase activity"
"6599","GO:0008112",0,1,1,"nicotinamide N-methyltransferase activity"
"6601","GO:0008113",0,1,1,"peptide-methionine (S)-S-oxide reductase activity"
"6615","GO:0008115",0,1,1,"sarcosine oxidase activity"
"6616","GO:0008116",0,1,1,"prostaglandin-I synthase activity"
"6625","GO:0008117",0,1,1,"sphinganine-1-phosphate aldolase activity"
"6633","GO:0008118",0,1,1,"N-acetyllactosaminide alpha-2,3-sialyltransferase activity"
"6637","GO:0008119",0,1,1,"thiopurine S-methyltransferase activity"
"6642","GO:0008120",0,1,1,"ceramide glucosyltransferase activity"
"6650","GO:0008121",0,9,1,"ubiquinol-cytochrome-c reductase activity"
"6671","GO:0008124",0,2,1,"4-alpha-hydroxytetrahydrobiopterin dehydratase activity"
"6680","GO:0008126",0,1,1,"acetylesterase activity"
"6686","GO:0008127",0,1,1,"quercetin 2,3-dioxygenase activity"
"6689","GO:0008131",0,4,1,"primary amine oxidase activity"
"6694","GO:0008134",2,374,1,"transcription factor binding"
"6695","GO:0008135",0,84,1,"translation factor activity, nucleic acid binding"
"6696","GO:0008137",0,45,1,"NADH dehydrogenase (ubiquinone) activity"
"6721","GO:0008138",0,30,1,"protein tyrosine/serine/threonine phosphatase activity"
"6722","GO:0008139",1,10,1,"nuclear localization sequence binding"
"6725","GO:0008140",0,8,1,"cAMP response element binding protein binding"
"6730","GO:0008142",0,3,1,"oxysterol binding"
"6731","GO:0008143",0,10,1,"poly(A) RNA binding"
"6735","GO:0008144",1,59,1,"drug binding"
"6736","GO:0008146",0,32,1,"sulfotransferase activity"
"6737","GO:0008147",0,1,1,"structural constituent of bone"
"6738","GO:0008157",0,8,1,"protein phosphatase 1 binding"
"6739","GO:0008158",0,9,1,"hedgehog receptor activity"
"6740","GO:0008160",0,2,1,"protein tyrosine phosphatase activator activity"
"6741","GO:0008168",1,184,1,"methyltransferase activity"
"6743","GO:0008169",0,1,1,"C-methyltransferase activity"
"6744","GO:0008170",0,68,1,"N-methyltransferase activity"
"6745","GO:0008171",0,14,1,"O-methyltransferase activity"
"6746","GO:0008172",0,6,1,"S-methyltransferase activity"
"6747","GO:0008173",0,29,1,"RNA methyltransferase activity"
"6748","GO:0008174",0,4,1,"mRNA methyltransferase activity"
"6749","GO:0008175",0,11,1,"tRNA methyltransferase activity"
"6750","GO:0008176",0,2,1,"tRNA (guanine-N7-)-methyltransferase activity"
"6756","GO:0008177",0,2,1,"succinate dehydrogenase (ubiquinone) activity"
"6764","GO:0008179",0,5,1,"adenylate cyclase binding"
"6765","GO:0008184",0,3,1,"glycogen phosphorylase activity"
"6766","GO:0008186",0,33,1,"RNA-dependent ATPase activity"
"6768","GO:0008187",0,7,1,"poly-pyrimidine tract binding"
"6769","GO:0008188",0,6,1,"neuropeptide receptor activity"
"6770","GO:0008190",0,5,1,"eukaryotic initiation factor 4E binding"
"6771","GO:0008191",0,9,1,"metalloendopeptidase inhibitor activity"
"6773","GO:0008192",0,3,1,"RNA guanylyltransferase activity"
"6774","GO:0008193",0,2,1,"tRNA guanylyltransferase activity"
"6775","GO:0008194",0,94,1,"UDP-glycosyltransferase activity"
"6776","GO:0008195",0,8,1,"phosphatidate phosphatase activity"
"6783","GO:0008198",0,11,1,"ferrous iron binding"
"6784","GO:0008199",0,8,1,"ferric iron binding"
"6785","GO:0008200",0,15,1,"ion channel inhibitor activity"
"6786","GO:0008201",1,106,1,"heparin binding"
"6787","GO:0008227",0,12,1,"G-protein coupled amine receptor activity"
"6789","GO:0008233",6,432,0.924445519284983,"peptidase activity"
"6793","GO:0008234",1,125,1,"cysteine-type peptidase activity"
"6796","GO:0008235",0,29,1,"metalloexopeptidase activity"
"6797","GO:0008236",1,94,1,"serine-type peptidase activity"
"6798","GO:0008237",2,140,1,"metallopeptidase activity"
"6800","GO:0008238",2,80,1,"exopeptidase activity"
"6801","GO:0008239",0,7,1,"dipeptidyl-peptidase activity"
"6802","GO:0008240",0,2,1,"tripeptidyl-peptidase activity"
"6803","GO:0008241",0,1,1,"peptidyl-dipeptidase activity"
"6804","GO:0008242",0,13,1,"omega peptidase activity"
"6805","GO:0008251",0,1,1,"tRNA-specific adenosine deaminase activity"
"6806","GO:0008252",0,8,1,"nucleotidase activity"
"6813","GO:0008253",0,6,1,"5'-nucleotidase activity"
"6828","GO:0008254",0,1,1,"3'-nucleotidase activity"
"6833","GO:0008260",0,1,1,"3-oxoacid CoA-transferase activity"
"6844","GO:0008262",0,1,1,"importin-alpha export receptor activity"
"6845","GO:0008263",0,2,1,"pyrimidine-specific mismatch base pair DNA N-glycosylase activity"
"6846","GO:0008265",0,1,1,"Mo-molybdopterin cofactor sulfurase activity"
"6849","GO:0008266",0,6,1,"poly(U) RNA binding"
"6850","GO:0008267",0,1,1,"poly-glutamine tract binding"
"6851","GO:0008269",0,1,1,"JAK pathway signal transduction adaptor activity"
"6852","GO:0008270",7,1768,1,"zinc ion binding"
"6853","GO:0008271",0,8,1,"secondary active sulfate transmembrane transporter activity"
"6856","GO:0008273",0,2,1,"calcium, potassium:sodium antiporter activity"
"6857","GO:0008276",0,71,1,"protein methyltransferase activity"
"6858","GO:0008281",0,1,1,"sulfonylurea receptor activity"
"6859","GO:0008289",6,612,1,"lipid binding"
"6860","GO:0008294",0,2,1,"calcium- and calmodulin-responsive adenylate cyclase activity"
"6862","GO:0008296",0,4,1,"3'-5'-exodeoxyribonuclease activity"
"6863","GO:0008297",0,3,1,"single-stranded DNA specific exodeoxyribonuclease activity"
"6864","GO:0008301",0,26,1,"DNA binding, bending"
"6866","GO:0008307",0,27,1,"structural constituent of muscle"
"6867","GO:0008308",0,27,1,"voltage-gated anion channel activity"
"6870","GO:0008309",0,1,1,"double-stranded DNA specific exodeoxyribonuclease activity"
"6871","GO:0008310",0,2,1,"single-stranded DNA specific 3'-5' exodeoxyribonuclease activity"
"6872","GO:0008312",0,8,1,"7S RNA binding"
"6873","GO:0008318",0,9,1,"protein prenyltransferase activity"
"6874","GO:0008320",0,18,1,"protein transmembrane transporter activity"
"6875","GO:0008321",0,1,1,"Ral guanyl-nucleotide exchange factor activity"
"6877","GO:0008324",4,366,1,"cation transmembrane transporter activity"
"6878","GO:0008327",0,5,1,"methyl-CpG binding"
"6879","GO:0008329",0,11,1,"pattern recognition receptor activity"
"6880","GO:0008330",0,3,1,"protein tyrosine/threonine phosphatase activity"
"6881","GO:0008331",0,5,1,"high voltage-gated calcium channel activity"
"6887","GO:0008332",0,1,1,"low voltage-gated calcium channel activity"
"6890","GO:0008349",0,1,1,"MAP kinase kinase kinase kinase activity"
"6892","GO:0008353",0,23,1,"RNA polymerase II carboxy-terminal domain kinase activity"
"6898","GO:0008373",0,14,1,"sialyltransferase activity"
"6899","GO:0008374",0,38,1,"O-acyltransferase activity"
"6900","GO:0008375",0,32,1,"acetylglucosaminyltransferase activity"
"6901","GO:0008376",0,27,1,"acetylgalactosaminyltransferase activity"
"6902","GO:0008378",0,29,1,"galactosyltransferase activity"
"6903","GO:0008379",0,3,1,"thioredoxin peroxidase activity"
"6907","GO:0008381",0,2,1,"mechanically-gated ion channel activity"
"6908","GO:0008384",0,4,1,"IkappaB kinase activity"
"6921","GO:0008386",0,1,1,"cholesterol monooxygenase (side-chain-cleaving) activity"
"6938","GO:0008387",0,1,1,"steroid 7-alpha-hydroxylase activity"
"6939","GO:0008389",0,1,1,"coumarin 7-hydroxylase activity"
"6940","GO:0008391",0,1,1,"arachidonic acid monooxygenase activity"
"6941","GO:0008392",0,1,1,"arachidonic acid epoxygenase activity"
"6943","GO:0008395",0,14,1,"steroid hydroxylase activity"
"6946","GO:0008396",0,2,1,"oxysterol 7-alpha-hydroxylase activity"
"6947","GO:0008397",0,1,1,"sterol 12-alpha-hydroxylase activity"
"6948","GO:0008398",0,1,1,"sterol 14-demethylase activity"
"6957","GO:0008401",0,1,1,"retinoic acid 4-hydroxylase activity"
"6958","GO:0008408",0,34,1,"3'-5' exonuclease activity"
"6959","GO:0008409",0,9,1,"5'-3' exonuclease activity"
"6960","GO:0008410",0,1,1,"CoA-transferase activity"
"6961","GO:0008413",0,2,1,"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity"
"6965","GO:0008417",0,10,1,"fucosyltransferase activity"
"6966","GO:0008418",0,1,1,"protein-N-terminal asparagine amidohydrolase activity"
