"","feature","seqnames","start","end","width","strand","peak","start_position.x","end_position.x","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","hgnc_symbol","start_position.y","end_position.y"
"1562","ENSG00000103591","15",65253915,65254705,791,"-","04880",65281065,65334063,"downstream",80148,26360,"NearestStart","",65281065,65334063
"1563","ENSG00000103599","15",65411033,65411339,307,"+","04881",65334221,65581193,"inside",76812,76812,"NearestStart","IQCH",65334221,65581193
"1564","ENSG00000103642","15",61172774,61173102,329,"+","04834",61201072,61221305,"upstream",-28298,27970,"NearestStart","LACTB",61201072,61221305
"1565","ENSG00000103642","15",61176328,61176658,331,"+","04835",61201072,61221305,"upstream",-24744,24414,"NearestStart","LACTB",61201072,61221305
"1566","ENSG00000103642","15",61176871,61177334,464,"+","04836",61201072,61221305,"upstream",-24201,23738,"NearestStart","LACTB",61201072,61221305
"1567","ENSG00000103642","15",61178652,61178964,313,"+","04837",61201072,61221305,"upstream",-22420,22108,"NearestStart","LACTB",61201072,61221305
"1568","ENSG00000103642","15",61187105,61187769,665,"+","04838",61201072,61221305,"upstream",-13967,13303,"NearestStart","LACTB",61201072,61221305
"1569","ENSG00000103647","15",66671975,66672329,355,"+","04899",66658362,66807199,"inside",13613,13613,"NearestStart","CORO2B",66658362,66807199
"1570","ENSG00000103647","15",66724943,66725123,181,"+","04900",66658362,66807199,"inside",66581,66581,"NearestStart","CORO2B",66658362,66807199
"1571","ENSG00000103657","15",61797872,61798290,419,"-","04848",61687871,61913200,"inside",115328,110001,"NearestStart","HERC1",61687871,61913200
"1572","ENSG00000103740","15",76291836,76292364,529,"-","05008",76246865,76313913,"inside",22077,21549,"NearestStart","ACSBG1",76246865,76313913
"1573","ENSG00000103740","15",76296000,76296519,520,"-","05009",76246865,76313913,"inside",17913,17394,"NearestStart","ACSBG1",76246865,76313913
"1574","ENSG00000103740","15",76300750,76301096,347,"-","05010",76246865,76313913,"inside",13163,12817,"NearestStart","ACSBG1",76246865,76313913
"1575","ENSG00000103811","15",77029568,77030013,446,"-","05013",77001147,77024475,"upstream",-5093,5093,"NearestStart","CTSH",77001147,77024475
"1576","ENSG00000103852","15",97568109,97568368,260,"-","05165",97494051,97608945,"inside",40836,40577,"NearestStart","TTC23",97494051,97608945
"1577","ENSG00000103888","15",78829041,78829350,310,"+","05023",78858767,79031172,"upstream",-29726,29417,"NearestStart","KIAA1199",78858767,79031172
"1578","ENSG00000103932","15",39624114,39624577,464,"-","04708",39596669,39623756,"upstream",-358,358,"NearestStart","RPAP1",39596669,39623756
"1579","ENSG00000103966","15",40040477,40040659,183,"-","04712",39978933,40052038,"inside",11561,11379,"NearestStart","EHD4",39978933,40052038
"1580","ENSG00000104043","15",48213873,48214578,706,"-","04724",47937727,48198711,"upstream",-15162,15162,"NearestStart","ATP8B4",47937727,48198711
"1581","ENSG00000104043","15",48216669,48217315,647,"-","04725",47937727,48198711,"upstream",-17958,17958,"NearestStart","ATP8B4",47937727,48198711
"1582","ENSG00000104043","15",48228577,48228797,221,"-","04726",47937727,48198711,"upstream",-29866,29866,"NearestStart","ATP8B4",47937727,48198711
"1583","ENSG00000104044","15",26018077,26018644,568,"-","04621",25673622,26018053,"upstream",-24,24,"NearestStart","OCA2",25673622,26018053
"1584","ENSG00000104047","15",47706939,47707299,361,"+","04721",47700563,47723151,"inside",6376,6376,"NearestStart","DTWD1",47700563,47723151
"1585","ENSG00000104067","15",27933829,27934229,401,"-","04639",27778863,27901998,"upstream",-31831,31831,"NearestStart","TJP1",27778863,27901998
"1586","ENSG00000104067","15",27943070,27943405,336,"-","04640",27778863,27901998,"upstream",-41072,41072,"NearestStart","TJP1",27778863,27901998
"1587","ENSG00000104067","15",27968187,27968413,227,"-","04641",27778863,27901998,"upstream",-66189,66189,"NearestStart","TJP1",27778863,27901998
"1588","ENSG00000104081","15",38182600,38183077,478,"-","04697",38167386,38188367,"inside",5767,5290,"NearestStart","BMF",38167386,38188367
"1589","ENSG00000104140","15",38945351,38945952,602,"-","04700",38951706,38953705,"downstream",8354,5754,"NearestStart","RHOV",38951706,38953705
"1590","ENSG00000104213","8",17439462,17439819,358,"+","13972",17478443,17545655,"upstream",-38981,38624,"NearestStart","PDGFRL",17478443,17545655
"1591","ENSG00000104213","8",17460035,17460266,232,"+","13973",17478443,17545655,"upstream",-18408,18177,"NearestStart","PDGFRL",17478443,17545655
"1592","ENSG00000104213","8",17508270,17508646,377,"+","13974",17478443,17545655,"inside",29827,29827,"NearestStart","PDGFRL",17478443,17545655
"1593","ENSG00000104213","8",17512732,17513105,374,"+","13975",17478443,17545655,"inside",34289,32550,"NearestStart","PDGFRL",17478443,17545655
"1594","ENSG00000104213","8",17516434,17516812,379,"+","13976",17478443,17545655,"inside",37991,28843,"NearestStart","PDGFRL",17478443,17545655
"1595","ENSG00000104221","8",37840428,37841046,619,"-","14182",37820563,37826569,"upstream",-13859,13859,"NearestStart","BRF2",37820563,37826569
"1596","ENSG00000104221","8",37846939,37847422,484,"-","14183",37820563,37826569,"upstream",-20370,20370,"NearestStart","BRF2",37820563,37826569
"1597","ENSG00000104267","8",86651383,86651639,257,"+","14370",86563383,86580973,"downstream",88000,70410,"NearestStart","CA2",86563383,86580973
"1598","ENSG00000104312","8",90693172,90693494,323,"+","14378",90839110,90872433,"upstream",-145938,145616,"NearestStart","RIPK2",90839110,90872433
"1599","ENSG00000104312","8",90877592,90877893,302,"+","14379",90839110,90872433,"downstream",38482,5159,"NearestStart","RIPK2",90839110,90872433
"1600","ENSG00000104320","8",91042796,91043099,304,"-","14382",91014740,91066075,"inside",23279,22976,"NearestStart","NBN",91014740,91066075
"1601","ENSG00000104321","8",73096278,73096457,180,"-","14341",73096040,73150373,"inside",54095,238,"NearestStart","TRPA1",73096040,73150373
"1602","ENSG00000104321","8",73162640,73162858,219,"-","14342",73096040,73150373,"upstream",-12267,12267,"NearestStart","TRPA1",73096040,73150373
"1603","ENSG00000104321","8",73182201,73182452,252,"-","14343",73096040,73150373,"upstream",-31828,31828,"NearestStart","TRPA1",73096040,73150373
"1604","ENSG00000104325","8",91082536,91083532,997,"+","14383",91082756,91133403,"overlapStart",-220,220,"NearestStart","DECR1",91082756,91133403
"1605","ENSG00000104361","8",99363530,99363741,212,"-","14414",99273563,99375797,"inside",12267,12056,"NearestStart","NPAL2",99273563,99375797
"1606","ENSG00000104368","8",42191556,42191895,340,"-","14234",42151393,42184351,"upstream",-7205,7205,"NearestStart","PLAT",42151393,42184351
"1607","ENSG00000104375","8",99807164,99807583,420,"-","14416",99536037,99907074,"inside",99910,99491,"NearestStart","STK3",99536037,99907074
"1608","ENSG00000104415","8",134263777,134264385,609,"+","14643",134272494,134310751,"upstream",-8717,8109,"NearestStart","WISP1",134272494,134310751
"1609","ENSG00000104415","8",134266046,134266634,589,"+","14644",134272494,134310751,"upstream",-6448,5860,"NearestStart","WISP1",134272494,134310751
"1610","ENSG00000104419","8",134350255,134350676,422,"-","14645",134318596,134378680,"inside",28425,28004,"NearestStart","NDRG1",134318596,134378680
"1611","ENSG00000104419","8",134403715,134404046,332,"-","14646",134318596,134378680,"upstream",-25035,25035,"NearestStart","NDRG1",134318596,134378680
"1612","ENSG00000104419","8",134422223,134422804,582,"-","14647",134318596,134378680,"upstream",-43543,43543,"NearestStart","NDRG1",134318596,134378680
"1613","ENSG00000104490","8",103189346,103189659,314,"-","14440",102767947,103206311,"inside",16965,16652,"NearestStart","NCALD",102767947,103206311
"1614","ENSG00000104499","8",143894055,143894695,641,"+","14693",143913219,143925264,"upstream",-19164,18524,"NearestStart","GML",143913219,143925264
"1615","ENSG00000104518","8",144706314,144707483,1170,"+","14700",144711635,144716372,"upstream",-5321,4152,"NearestStart","GSDMD",144711635,144716372
"1616","ENSG00000104518","8",144708577,144709118,542,"+","14701",144711635,144716372,"upstream",-3058,2517,"NearestStart","GSDMD",144711635,144716372
"1617","ENSG00000104611","8",19100618,19101061,444,"+","13994",19215483,19297594,"upstream",-114865,114422,"NearestStart","SH2D4A",19215483,19297594
"1618","ENSG00000104611","8",19193289,19193621,333,"+","13995",19215483,19297594,"upstream",-22194,21862,"NearestStart","SH2D4A",19215483,19297594
"1619","ENSG00000104611","8",19292357,19292619,263,"+","13996",19215483,19297594,"inside",76874,4975,"NearestStart","SH2D4A",19215483,19297594
"1620","ENSG00000104611","8",19340219,19340580,362,"+","13997",19215483,19297594,"downstream",124736,42625,"NearestStart","SH2D4A",19215483,19297594
"1621","ENSG00000104613","8",19667207,19667543,337,"+","14010",19719198,19753864,"upstream",-51991,51655,"NearestStart","INTS10",19719198,19753864
"1622","ENSG00000104613","8",19669157,19669573,417,"+","14011",19719198,19753864,"upstream",-50041,49625,"NearestStart","INTS10",19719198,19753864
"1623","ENSG00000104635","8",22235905,22236169,265,"+","14025",22280737,22347462,"upstream",-44832,44568,"NearestStart","SLC39A14",22280737,22347462
"1624","ENSG00000104635","8",22272245,22272420,176,"+","14026",22280737,22347462,"upstream",-8492,8317,"NearestStart","SLC39A14",22280737,22347462
"1625","ENSG00000104635","8",22275683,22276046,364,"+","14027",22280737,22347462,"upstream",-5054,4691,"NearestStart","SLC39A14",22280737,22347462
"1626","ENSG00000104635","8",22296463,22297777,1315,"+","14028",22280737,22347462,"inside",15726,15726,"NearestStart","SLC39A14",22280737,22347462
"1627","ENSG00000104679","8",23258707,23259049,343,"+","14038",23201577,23209736,"downstream",57130,48971,"NearestStart","R3HCC1",23201577,23209736
"1628","ENSG00000104687","8",30685286,30685542,257,"-","14150",30655126,30704894,"inside",19608,19352,"NearestStart","GSR",30655126,30704894
"1629","ENSG00000104687","8",30700017,30700338,322,"-","14151",30655126,30704894,"inside",4877,4556,"NearestStart","GSR",30655126,30704894
"1630","ENSG00000104689","8",23115951,23116300,350,"-","14036",23104916,23138584,"inside",22633,11035,"NearestStart","TNFRSF10A",23104916,23138584
"1631","ENSG00000104689","8",23132137,23132624,488,"-","14037",23104916,23138584,"inside",6447,5960,"NearestStart","TNFRSF10A",23104916,23138584
"1632","ENSG00000104695","8",30780381,30780697,317,"-","14152",30762679,30789894,"inside",9513,9197,"NearestStart","PPP2CB",30762679,30789894
"1633","ENSG00000104695","8",30781288,30781951,664,"-","14153",30762679,30789894,"inside",8606,7943,"NearestStart","PPP2CB",30762679,30789894
"1634","ENSG00000104695","8",30784582,30785005,424,"-","14154",30762679,30789894,"inside",5312,4889,"NearestStart","PPP2CB",30762679,30789894
"1635","ENSG00000104714","8",640999,641609,611,"-","13940",604201,671226,"inside",30227,29617,"NearestStart","ERICH1",604201,671226
"1636","ENSG00000104725","8",24923678,24924032,355,"-","14051",24864385,24870541,"upstream",-53137,53137,"NearestStart","NEFL",24864385,24870541
"1637","ENSG00000104731","16",86353643,86354244,602,"-","05655",86298920,86357056,"inside",3413,2812,"NearestStart","KLHDC4",86298920,86357056
"1638","ENSG00000104731","16",86370008,86370769,762,"-","05656",86298920,86357056,"upstream",-12952,12952,"NearestStart","KLHDC4",86298920,86357056
"1639","ENSG00000104731","16",86397077,86397681,605,"-","05657",86298920,86357056,"upstream",-40021,40021,"NearestStart","KLHDC4",86298920,86357056
"1640","ENSG00000104756","8",25371678,25372077,400,"-","14070",25341283,25371837,"overlapStart",159,159,"NearestStart","KCTD9",25341283,25371837
"1641","ENSG00000104760","8",17797120,17797450,331,"-","13983",17766169,17812154,"inside",15034,14704,"NearestStart","FGL1",17766169,17812154
"1642","ENSG00000104760","8",17797621,17798322,702,"-","13984",17766169,17812154,"inside",14533,13832,"NearestStart","FGL1",17766169,17812154
"1643","ENSG00000104760","8",17808837,17809973,1137,"-","13985",17766169,17812154,"inside",3317,2181,"NearestStart","FGL1",17766169,17812154
"1644","ENSG00000104824","19",44044795,44045460,666,"-","07381",44018869,44034819,"upstream",-9976,9976,"NearestStart","HNRNPL",44018869,44034819
"1645","ENSG00000104826","19",54205489,54205790,302,"-","07511",54211049,54212159,"downstream",6670,5259,"NearestStart","LHB",54211049,54212159
"1646","ENSG00000104833","19",6460419,6460649,231,"-","07199",6445331,6453330,"upstream",-7089,7089,"NearestStart","TUBB4",6445331,6453330
"1647","ENSG00000104880","19",7339301,7339645,345,"+","07209",7351866,7443370,"upstream",-12565,12221,"NearestStart","ARHGEF18",7351866,7443370
"1648","ENSG00000104880","19",7361980,7362579,600,"+","07210",7351866,7443370,"inside",10114,10114,"NearestStart","ARHGEF18",7351866,7443370
"1649","ENSG00000104880","19",7369622,7369933,312,"+","07211",7351866,7443370,"inside",17756,17756,"NearestStart","ARHGEF18",7351866,7443370
"1650","ENSG00000104880","19",7395986,7396189,204,"+","07212",7351866,7443370,"inside",44120,44120,"NearestStart","ARHGEF18",7351866,7443370
"1651","ENSG00000104885","19",2119738,2120332,595,"+","07130",2115148,2181007,"inside",4590,4590,"NearestStart","DOT1L",2115148,2181007
"1652","ENSG00000104941","19",51021988,51022426,439,"-","07463",50990809,51010417,"upstream",-11571,11571,"NearestStart","RSHL1",50990809,51010417
"1653","ENSG00000104964","19",3005413,3005820,408,"-","07151",3003908,3013964,"inside",8551,1505,"NearestStart","AES",3003908,3013964
"1654","ENSG00000104967","19",51150966,51151418,453,"-","07464",51134631,51168497,"inside",17531,16335,"NearestStart","NOVA2",51134631,51168497
"1655","ENSG00000104967","19",51154268,51154823,556,"-","07465",51134631,51168497,"inside",14229,13674,"NearestStart","NOVA2",51134631,51168497
"1656","ENSG00000105131","19",15225407,15225756,350,"-","07262",15198731,15204231,"upstream",-21176,21176,"NearestStart","ABHD9",15198731,15204231
"1657","ENSG00000105173","19",34993927,34995590,1664,"+","07341",34994741,35007056,"overlapStart",-814,814,"NearestStart","CCNE1",34994741,35007056
"1658","ENSG00000105186","19",37852698,37853080,383,"-","07348",37779747,37857942,"inside",5244,4862,"NearestStart","ANKRD27",37779747,37857942
"1659","ENSG00000105193","19",44610543,44611326,784,"-","07390",44615692,44618458,"downstream",7915,4366,"NearestStart","RPS16",44615692,44618458
"1660","ENSG00000105193","19",44610543,44611326,784,"-","07390",44615692,44618458,"downstream",7915,4366,"NearestStart","RPS16P10",44615692,44618458
"1661","ENSG00000105193","19",44610543,44611326,784,"-","07390",44615692,44618458,"downstream",7915,4366,"NearestStart","RPS16P1",44615692,44618458
"1662","ENSG00000105193","19",44613148,44613903,756,"-","07391",44615692,44618458,"downstream",5310,1789,"NearestStart","RPS16",44615692,44618458
"1663","ENSG00000105193","19",44613148,44613903,756,"-","07391",44615692,44618458,"downstream",5310,1789,"NearestStart","RPS16P10",44615692,44618458
"1664","ENSG00000105193","19",44613148,44613903,756,"-","07391",44615692,44618458,"downstream",5310,1789,"NearestStart","RPS16P1",44615692,44618458
"1665","ENSG00000105204","19",45010821,45011181,361,"-","07392",45007833,45016681,"inside",5860,2988,"NearestStart","DYRK1B",45007833,45016681
"1666","ENSG00000105227","19",45609118,45609627,510,"-","07394",45591512,45611113,"inside",1995,1486,"NearestStart","PRX",45591512,45611113
"1667","ENSG00000105229","19",3965197,3965840,644,"+","07170",3958748,3990383,"inside",6449,6449,"NearestStart","PIAS4",3958748,3990383
"1668","ENSG00000105229","19",3967877,3968210,334,"+","07171",3958748,3990383,"inside",9129,9129,"NearestStart","PIAS4",3958748,3990383
"1669","ENSG00000105246","19",4180052,4180464,413,"+","07176",4180495,4188515,"upstream",-443,31,"NearestStart","EBI3",4180495,4188515
"1670","ENSG00000105281","19",51973729,51974114,386,"-","07475",51969982,51983691,"inside",9962,3747,"NearestStart","SLC1A5",51969982,51983691
"1671","ENSG00000105281","19",52008281,52008774,494,"-","07476",51969982,51983691,"upstream",-24590,24590,"NearestStart","SLC1A5",51969982,51983691
"1672","ENSG00000105281","19",52008988,52009401,414,"-","07477",51969982,51983691,"upstream",-25297,25297,"NearestStart","SLC1A5",51969982,51983691
"1673","ENSG00000105321","19",52445566,52446040,475,"+","07484",52451632,52467048,"upstream",-6066,5592,"NearestStart","CCDC9",52451632,52467048
"1674","ENSG00000105327","19",52385268,52385891,624,"-","07483",52415924,52427699,"downstream",42431,30033,"NearestStart","BBC3",52415924,52427699
"1675","ENSG00000105339","8",142146989,142147351,363,"+","14669",142207902,142275077,"upstream",-60913,60551,"NearestStart","DENND3",142207902,142275077
"1676","ENSG00000105339","8",142190501,142191072,572,"+","14670",142207902,142275077,"upstream",-17401,16830,"NearestStart","DENND3",142207902,142275077
"1677","ENSG00000105339","8",142194328,142194891,564,"+","14671",142207902,142275077,"upstream",-13574,13011,"NearestStart","DENND3",142207902,142275077
"1678","ENSG00000105339","8",142206486,142207239,754,"+","14672",142207902,142275077,"upstream",-1416,663,"NearestStart","DENND3",142207902,142275077
"1679","ENSG00000105352","19",46821542,46821893,352,"-","07416",46817184,46825282,"inside",3740,3389,"NearestStart","CEACAM4",46817184,46825282
"1680","ENSG00000105355","19",4820983,4821556,574,"-","07183",4789346,4818676,"upstream",-2307,2307,"NearestStart","M6PRBP1",4789346,4818676
"1681","ENSG00000105355","19",4829034,4829487,454,"-","07184",4789346,4818676,"upstream",-10358,10358,"NearestStart","M6PRBP1",4789346,4818676
"1682","ENSG00000105357","19",55435989,55436287,299,"+","07519",55398697,55505611,"inside",37292,37292,"NearestStart","MYH14",55398697,55505611
"1683","ENSG00000105357","19",55452835,55453133,299,"+","07520",55398697,55505611,"inside",54138,52478,"NearestStart","MYH14",55398697,55505611
"1684","ENSG00000105373","19",52924476,52924916,441,"+","07494",52940620,52957851,"upstream",-16144,15704,"NearestStart","GLTSCR2",52940620,52957851
"1685","ENSG00000105373","19",52937913,52939076,1164,"+","07495",52940620,52957851,"upstream",-2707,1544,"NearestStart","GLTSCR2",52940620,52957851
"1686","ENSG00000105379","19",56557653,56558407,755,"-","07524",56540222,56561484,"inside",3831,3077,"NearestStart","ETFB",56540222,56561484
"1687","ENSG00000105379","19",56558780,56559783,1004,"-","07525",56540222,56561484,"inside",2704,1701,"NearestStart","ETFB",56540222,56561484
"1688","ENSG00000105402","19",52727317,52727769,453,"-","07489",52682703,52710309,"upstream",-17008,17008,"NearestStart","NAPA",52682703,52710309
"1689","ENSG00000105426","19",5124182,5124529,348,"-","07188",5156519,5291814,"downstream",167632,31990,"NearestStart","PTPRS",5156519,5291814
"1690","ENSG00000105426","19",5270563,5270897,335,"-","07189",5156519,5291814,"inside",21251,20917,"NearestStart","PTPRS",5156519,5291814
"1691","ENSG00000105426","19",5296732,5297442,711,"-","07190",5156519,5291814,"upstream",-4918,4918,"NearestStart","PTPRS",5156519,5291814
"1692","ENSG00000105426","19",5305368,5305777,410,"-","07191",5156519,5291814,"upstream",-13554,13554,"NearestStart","PTPRS",5156519,5291814
"1693","ENSG00000105428","19",5396823,5397218,396,"+","07192",5406442,5407865,"upstream",-9619,9224,"NearestStart","ZNRF4",5406442,5407865
"1694","ENSG00000105443","19",53680856,53681169,314,"+","07500",53664420,53674457,"downstream",16436,6399,"NearestStart","CYTH2",53664420,53674457
"1695","ENSG00000105443","19",53682962,53683490,529,"+","07501",53664420,53674457,"downstream",18542,8505,"NearestStart","CYTH2",53664420,53674457
"1696","ENSG00000105467","19",53562971,53563308,338,"+","07499",53559469,53571439,"inside",3502,3502,"NearestStart","SYNGR4",53559469,53571439
"1697","ENSG00000105514","19",11295627,11295938,312,"-","07245",11296094,11311321,"downstream",15694,156,"NearestStart","RAB3D",11296094,11311321
"1698","ENSG00000105516","19",53829420,53829945,526,"-","07509",53825659,53832435,"inside",3015,2490,"NearestStart","DBP",53825659,53832435
"1699","ENSG00000105643","19",17972627,17973495,869,"+","07307",17972944,17985903,"overlapStart",-317,317,"NearestStart","ARRDC2",17972944,17985903
"1700","ENSG00000105643","19",17985203,17985828,626,"+","07308",17972944,17985903,"inside",12259,75,"NearestStart","ARRDC2",17972944,17985903
"1701","ENSG00000105643","19",17985987,17986407,421,"+","07309",17972944,17985903,"downstream",13043,84,"NearestStart","ARRDC2",17972944,17985903
"1702","ENSG00000105643","19",17988996,17989839,844,"+","07310",17972944,17985903,"downstream",16052,3093,"NearestStart","ARRDC2",17972944,17985903
"1703","ENSG00000105643","19",17990077,17990357,281,"+","07311",17972944,17985903,"downstream",17133,4174,"NearestStart","ARRDC2",17972944,17985903
"1704","ENSG00000105643","19",17991934,17992679,746,"+","07312",17972944,17985903,"downstream",18990,6031,"NearestStart","ARRDC2",17972944,17985903
"1705","ENSG00000105643","19",17992796,17993696,901,"+","07313",17972944,17985903,"downstream",19852,6893,"NearestStart","ARRDC2",17972944,17985903
"1706","ENSG00000105643","19",18003296,18003559,264,"+","07314",17972944,17985903,"downstream",30352,17393,"NearestStart","ARRDC2",17972944,17985903
"1707","ENSG00000105655","19",18412783,18413249,467,"-","07319",18406625,18409943,"upstream",-2840,2840,"NearestStart","ISYNA1",18406625,18409943
"1708","ENSG00000105656","19",18460145,18460559,415,"-","07320",18414475,18493918,"inside",33773,33359,"NearestStart","ELL",18414475,18493918
"1709","ENSG00000105656","19",18478688,18479214,527,"-","07321",18414475,18493918,"inside",15230,14704,"NearestStart","ELL",18414475,18493918
"1710","ENSG00000105662","19",18643127,18643443,317,"+","07323",18655425,18754142,"upstream",-12298,11982,"NearestStart","CRTC1",18655425,18754142
"1711","ENSG00000105662","19",18649769,18650136,368,"+","07324",18655425,18754142,"upstream",-5656,5289,"NearestStart","CRTC1",18655425,18754142
"1712","ENSG00000105662","19",18669867,18670994,1128,"+","07325",18655425,18754142,"inside",14442,14442,"NearestStart","CRTC1",18655425,18754142
"1713","ENSG00000105664","19",18740979,18741712,734,"-","07326",18754584,18763114,"downstream",22135,12872,"NearestStart","COMP",18754584,18763114
"1714","ENSG00000105664","19",18747601,18748232,632,"-","07327",18754584,18763114,"downstream",15513,6352,"NearestStart","COMP",18754584,18763114
"1715","ENSG00000105664","19",18781296,18781587,292,"-","07328",18754584,18763114,"upstream",-18182,18182,"NearestStart","COMP",18754584,18763114
"1716","ENSG00000105675","19",40748064,40748581,518,"-","07367",40732936,40746400,"upstream",-1664,1664,"NearestStart","ATP4A",40732936,40746400
"1717","ENSG00000105679","19",40716015,40717042,1028,"+","07366",40716154,40728061,"overlapStart",-139,139,"NearestStart","GAPDHS",40716154,40728061
"1718","ENSG00000105694","19",2483705,2484135,431,"+","07141",2489108,2489786,"upstream",-5403,4973,"NearestStart","",2489108,2489786
"1719","ENSG00000105694","19",2491636,2492216,581,"+","07142",2489108,2489786,"downstream",2528,1850,"NearestStart","",2489108,2489786
"1720","ENSG00000105694","19",2494508,2495529,1022,"+","07143",2489108,2489786,"downstream",5400,4722,"NearestStart","",2489108,2489786
"1721","ENSG00000105707","19",40223327,40224404,1078,"+","07362",40223250,40249315,"inside",77,77,"NearestStart","HPN",40223250,40249315
"1722","ENSG00000105717","19",19577813,19578092,280,"-","07330",19533524,19590725,"inside",12912,12633,"NearestStart","PBX4",19533524,19590725
"1723","ENSG00000105722","19",47449808,47450833,1026,"-","07418",47443564,47451093,"inside",1285,260,"NearestStart","ERF",47443564,47451093
"1724","ENSG00000105738","19",43123846,43125277,1432,"+","07374",43089708,43390849,"inside",34138,34138,"NearestStart","SIPA1L3",43089708,43390849
"1725","ENSG00000105778","7",32592915,32593300,386,"+","13232",32501663,33045041,"inside",91252,91252,"NearestStart","AVL9",32501663,33045041
"1726","ENSG00000105778","7",32593429,32593867,439,"+","13233",32501663,33045041,"inside",91766,91766,"NearestStart","AVL9",32501663,33045041
"1727","ENSG00000105792","7",89698602,89698869,268,"+","13541",89712461,89778304,"upstream",-13859,13592,"NearestStart","C7orf63",89712461,89778304
"1728","ENSG00000105808","7",102039531,102040030,500,"-","13650",102007194,102044425,"inside",4894,4395,"NearestStart","RASA4",102007194,102044425
"1729","ENSG00000105810","7",92258935,92259168,234,"-","13549",92072175,92301148,"inside",42213,41980,"NearestStart","CDK6",92072175,92301148
"1730","ENSG00000105829","7",93596871,93597372,502,"-","13550",93430021,93471626,"upstream",-125245,125245,"NearestStart","BET1",93430021,93471626
"1731","ENSG00000105835","7",105712433,105713354,922,"-","13676",105675970,105712874,"overlapStart",441,441,"NearestStart","NAMPT",105675970,105712874
"1732","ENSG00000105835","7",105803745,105804142,398,"-","13677",105675970,105712874,"upstream",-90871,90871,"NearestStart","NAMPT",105675970,105712874
"1733","ENSG00000105835","7",105805491,105806203,713,"-","13678",105675970,105712874,"upstream",-92617,92617,"NearestStart","NAMPT",105675970,105712874
"1734","ENSG00000105835","7",105844930,105845382,453,"-","13679",105675970,105712874,"upstream",-132056,132056,"NearestStart","NAMPT",105675970,105712874
"1735","ENSG00000105835","7",105845790,105846179,390,"-","13680",105675970,105712874,"upstream",-132916,132916,"NearestStart","NAMPT",105675970,105712874
"1736","ENSG00000105835","7",105852695,105853030,336,"-","13681",105675970,105712874,"upstream",-139821,139821,"NearestStart","NAMPT",105675970,105712874
"1737","ENSG00000105835","7",105876580,105877303,724,"-","13682",105675970,105712874,"upstream",-163706,163706,"NearestStart","NAMPT",105675970,105712874
"1738","ENSG00000105852","7",94844068,94844539,472,"-","13556",94827122,94863623,"inside",19555,16946,"NearestStart","PON3",94827122,94863623
"1739","ENSG00000105852","7",94852878,94853228,351,"-","13557",94827122,94863623,"inside",10745,10395,"NearestStart","PON3",94827122,94863623
"1740","ENSG00000105854","7",94894433,94894860,428,"-","13558",94872111,94902320,"inside",7887,7460,"NearestStart","PON2",94872111,94902320
"1741","ENSG00000105854","7",94898080,94898672,593,"-","13559",94872111,94902320,"inside",4240,3648,"NearestStart","PON2",94872111,94902320
"1742","ENSG00000105854","7",94901867,94902990,1124,"-","13560",94872111,94902320,"overlapStart",453,453,"NearestStart","PON2",94872111,94902320
"1743","ENSG00000105854","7",94903660,94904095,436,"-","13561",94872111,94902320,"upstream",-1340,1340,"NearestStart","PON2",94872111,94902320
"1744","ENSG00000105854","7",94907042,94907338,297,"-","13562",94872111,94902320,"upstream",-4722,4722,"NearestStart","PON2",94872111,94902320
"1745","ENSG00000105854","7",94907635,94907992,358,"-","13563",94872111,94902320,"upstream",-5315,5315,"NearestStart","PON2",94872111,94902320
"1746","ENSG00000105854","7",94908188,94908566,379,"-","13564",94872111,94902320,"upstream",-5868,5868,"NearestStart","PON2",94872111,94902320
"1747","ENSG00000105855","7",20347107,20347318,212,"+","13178",20337250,20421879,"inside",9857,9857,"NearestStart","ITGB8",20337250,20421879
"1748","ENSG00000105855","7",20359063,20359433,371,"+","13179",20337250,20421879,"inside",21813,21813,"NearestStart","ITGB8",20337250,20421879
"1749","ENSG00000105877","7",21624037,21624343,307,"+","13182",21549358,21907982,"inside",74679,74679,"NearestStart","DNAH11",21549358,21907982
"1750","ENSG00000105889","7",22506075,22506549,475,"-","13184",22425588,22506642,"inside",567,93,"NearestStart","",22425588,22506642
"1751","ENSG00000105928","7",24707805,24708092,288,"-","13197",24704499,24764164,"inside",56359,3306,"NearestStart","DFNA5",24704499,24764164
"1752","ENSG00000105928","7",24747540,24748618,1079,"-","13198",24704499,24764164,"inside",16624,15546,"NearestStart","DFNA5",24704499,24764164
"1753","ENSG00000105948","7",138468875,138469230,356,"+","13843",138469064,138525086,"overlapStart",-189,166,"NearestStart","TTC26",138469064,138525086
"1754","ENSG00000105971","7",115862134,115862450,317,"+","13727",115926680,115935830,"upstream",-64546,64230,"NearestStart","CAV2",115926680,115935830
"1755","ENSG00000105971","7",115873799,115874087,289,"+","13728",115926680,115935830,"upstream",-52881,52593,"NearestStart","CAV2",115926680,115935830
"1756","ENSG00000105971","7",115897791,115898240,450,"+","13729",115926680,115935830,"upstream",-28889,28440,"NearestStart","CAV2",115926680,115935830
"1757","ENSG00000105974","7",115951759,115952595,837,"+","13730",115952075,115988469,"overlapStart",-316,316,"NearestStart","CAV1",115952075,115988469
