"","category","numDEInCat","numInCat","padj","Term"
"3002","GO:0006302",0,116,1,"double-strand break repair"
"3003","GO:0006303",0,17,1,"double-strand break repair via nonhomologous end joining"
"3004","GO:0006304",0,66,1,"DNA modification"
"3005","GO:0006305",0,39,1,"DNA alkylation"
"3006","GO:0006306",0,39,1,"DNA methylation"
"3007","GO:0006307",0,7,1,"DNA dealkylation involved in DNA repair"
"3008","GO:0006308",1,68,1,"DNA catabolic process"
"3018","GO:0006310",0,207,1,"DNA recombination"
"3019","GO:0006311",0,1,1,"meiotic gene conversion"
"3020","GO:0006312",0,35,1,"mitotic recombination"
"3021","GO:0006313",0,2,1,"transposition, DNA-mediated"
"3029","GO:0006323",0,140,1,"DNA packaging"
"3031","GO:0006325",0,510,1,"chromatin organization"
"3033","GO:0006333",0,129,1,"chromatin assembly or disassembly"
"3034","GO:0006334",0,97,1,"nucleosome assembly"
"3036","GO:0006335",0,2,1,"DNA replication-dependent nucleosome assembly"
"3037","GO:0006336",0,30,1,"DNA replication-independent nucleosome assembly"
"3038","GO:0006337",0,15,1,"nucleosome disassembly"
"3039","GO:0006338",0,100,1,"chromatin remodeling"
"3042","GO:0006342",0,30,1,"chromatin silencing"
"3048","GO:0006343",0,1,1,"establishment of chromatin silencing"
"3049","GO:0006344",0,3,1,"maintenance of chromatin silencing"
"3050","GO:0006346",0,8,1,"methylation-dependent chromatin silencing"
"3051","GO:0006348",0,2,1,"chromatin silencing at telomere"
"3054","GO:0006349",0,14,1,"regulation of gene expression by genetic imprinting"
"3055","GO:0006351",5,2951,1,"transcription, DNA-dependent"
"3063","GO:0006352",1,221,1,"DNA-dependent transcription, initiation"
"3068","GO:0006353",0,83,1,"DNA-dependent transcription, termination"
"3073","GO:0006354",0,108,1,"DNA-dependent transcription, elongation"
"3076","GO:0006355",3,2661,1,"regulation of transcription, DNA-dependent"
"3082","GO:0006356",0,10,1,"regulation of transcription from RNA polymerase I promoter"
"3083","GO:0006357",3,1132,1,"regulation of transcription from RNA polymerase II promoter"
"3090","GO:0006359",0,17,1,"regulation of transcription from RNA polymerase III promoter"
"3091","GO:0006360",0,33,1,"transcription from RNA polymerase I promoter"
"3093","GO:0006361",0,24,1,"transcription initiation from RNA polymerase I promoter"
"3094","GO:0006362",0,19,1,"transcription elongation from RNA polymerase I promoter"
"3096","GO:0006363",0,21,1,"termination of RNA polymerase I transcription"
"3101","GO:0006364",0,105,1,"rRNA processing"
"3103","GO:0006366",3,1305,1,"transcription from RNA polymerase II promoter"
"3110","GO:0006367",1,190,1,"transcription initiation from RNA polymerase II promoter"
"3111","GO:0006368",0,77,1,"transcription elongation from RNA polymerase II promoter"
"3113","GO:0006369",0,46,1,"termination of RNA polymerase II transcription"
"3119","GO:0006370",0,30,1,"7-methylguanosine mRNA capping"
"3124","GO:0006376",0,17,1,"mRNA splice site selection"
"3128","GO:0006378",0,24,1,"mRNA polyadenylation"
"3130","GO:0006379",0,12,1,"mRNA cleavage"
"3133","GO:0006382",0,3,1,"adenosine to inosine editing"
"3134","GO:0006383",0,52,1,"transcription from RNA polymerase III promoter"
"3136","GO:0006384",0,3,1,"transcription initiation from RNA polymerase III promoter"
"3137","GO:0006385",0,18,1,"transcription elongation from RNA polymerase III promoter"
"3139","GO:0006386",0,18,1,"termination of RNA polymerase III transcription"
"3144","GO:0006388",0,6,1,"tRNA splicing, via endonucleolytic cleavage and ligation"
"3145","GO:0006390",0,9,1,"transcription from mitochondrial promoter"
"3146","GO:0006391",0,3,1,"transcription initiation from mitochondrial promoter"
"3147","GO:0006393",0,1,1,"termination of mitochondrial transcription"
"3149","GO:0006396",0,642,1,"RNA processing"
"3150","GO:0006397",0,398,1,"mRNA processing"
"3151","GO:0006398",0,6,1,"histone mRNA 3'-end processing"
"3152","GO:0006399",0,124,1,"tRNA metabolic process"
"3153","GO:0006400",0,20,1,"tRNA modification"
"3155","GO:0006401",0,210,1,"RNA catabolic process"
"3158","GO:0006402",0,184,1,"mRNA catabolic process"
"3162","GO:0006403",0,139,1,"RNA localization"
"3164","GO:0006404",0,2,1,"RNA import into nucleus"
"3167","GO:0006405",0,74,1,"RNA export from nucleus"
"3171","GO:0006406",0,64,1,"mRNA export from nucleus"
"3175","GO:0006407",0,2,1,"rRNA export from nucleus"
"3179","GO:0006408",0,2,1,"snRNA export from nucleus"
"3183","GO:0006409",0,1,1,"tRNA export from nucleus"
"3187","GO:0006412",0,460,1,"translation"
"3196","GO:0006413",0,155,1,"translational initiation"
"3202","GO:0006414",0,110,1,"translational elongation"
"3206","GO:0006415",0,93,1,"translational termination"
"3211","GO:0006417",0,199,1,"regulation of translation"
"3216","GO:0006418",0,48,1,"tRNA aminoacylation for protein translation"
"3217","GO:0006419",0,3,1,"alanyl-tRNA aminoacylation"
"3218","GO:0006420",0,3,1,"arginyl-tRNA aminoacylation"
"3219","GO:0006421",0,3,1,"asparaginyl-tRNA aminoacylation"
"3220","GO:0006422",0,1,1,"aspartyl-tRNA aminoacylation"
"3221","GO:0006423",0,2,1,"cysteinyl-tRNA aminoacylation"
"3222","GO:0006424",0,2,1,"glutamyl-tRNA aminoacylation"
"3223","GO:0006425",0,1,1,"glutaminyl-tRNA aminoacylation"
"3224","GO:0006426",0,2,1,"glycyl-tRNA aminoacylation"
"3225","GO:0006427",0,2,1,"histidyl-tRNA aminoacylation"
"3226","GO:0006428",0,2,1,"isoleucyl-tRNA aminoacylation"
"3227","GO:0006429",0,2,1,"leucyl-tRNA aminoacylation"
"3228","GO:0006430",0,1,1,"lysyl-tRNA aminoacylation"
"3229","GO:0006431",0,2,1,"methionyl-tRNA aminoacylation"
"3230","GO:0006432",0,4,1,"phenylalanyl-tRNA aminoacylation"
"3231","GO:0006433",0,2,1,"prolyl-tRNA aminoacylation"
"3232","GO:0006434",0,3,1,"seryl-tRNA aminoacylation"
"3233","GO:0006435",0,3,1,"threonyl-tRNA aminoacylation"
"3234","GO:0006436",0,2,1,"tryptophanyl-tRNA aminoacylation"
"3235","GO:0006437",0,2,1,"tyrosyl-tRNA aminoacylation"
"3236","GO:0006438",0,2,1,"valyl-tRNA aminoacylation"
"3237","GO:0006446",0,54,1,"regulation of translational initiation"
"3238","GO:0006447",0,2,1,"regulation of translational initiation by iron"
"3239","GO:0006448",0,11,1,"regulation of translational elongation"
"3240","GO:0006449",0,7,1,"regulation of translational termination"
"3241","GO:0006450",0,3,1,"regulation of translational fidelity"
"3243","GO:0006451",0,6,1,"translational readthrough"
"3244","GO:0006452",0,3,1,"translational frameshifting"
"3245","GO:0006457",0,213,1,"protein folding"
"3258","GO:0006458",0,54,1,"'de novo' protein folding"
"3259","GO:0006461",1,763,1,"protein complex assembly"
"3261","GO:0006463",0,1,1,"steroid hormone receptor complex assembly"
"3262","GO:0006464",4,2410,1,"cellular protein modification process"
"3265","GO:0006465",0,9,1,"signal peptide processing"
"3266","GO:0006468",3,1081,1,"protein phosphorylation"
"3267","GO:0006469",1,149,1,"negative regulation of protein kinase activity"
"3271","GO:0006470",0,142,1,"protein dephosphorylation"
"3272","GO:0006471",0,21,1,"protein ADP-ribosylation"
"3273","GO:0006473",0,134,1,"protein acetylation"
"3274","GO:0006474",0,10,1,"N-terminal protein amino acid acetylation"
"3275","GO:0006475",0,120,1,"internal protein amino acid acetylation"
"3276","GO:0006476",0,49,1,"protein deacetylation"
"3277","GO:0006477",0,6,1,"protein sulfation"
"3279","GO:0006478",0,2,1,"peptidyl-tyrosine sulfation"
"3280","GO:0006479",0,80,1,"protein methylation"
"3281","GO:0006480",0,1,1,"N-terminal protein amino acid methylation"
"3282","GO:0006481",0,2,1,"C-terminal protein methylation"
"3283","GO:0006482",0,19,1,"protein demethylation"
"3284","GO:0006486",0,250,1,"protein glycosylation"
"3285","GO:0006487",0,97,1,"protein N-linked glycosylation"
"3288","GO:0006488",0,32,1,"dolichol-linked oligosaccharide biosynthetic process"
"3295","GO:0006489",0,2,1,"dolichyl diphosphate biosynthetic process"
"3299","GO:0006491",0,8,1,"N-glycan processing"
"3303","GO:0006493",0,67,1,"protein O-linked glycosylation"
"3304","GO:0006497",0,55,1,"protein lipidation"
"3307","GO:0006498",0,4,1,"N-terminal protein lipidation"
"3308","GO:0006499",0,2,1,"N-terminal protein myristoylation"
"3309","GO:0006500",0,2,1,"N-terminal protein palmitoylation"
"3310","GO:0006501",0,25,1,"C-terminal protein lipidation"
"3311","GO:0006505",0,36,1,"GPI anchor metabolic process"
"3317","GO:0006506",0,34,1,"GPI anchor biosynthetic process"
"3326","GO:0006507",0,1,1,"GPI anchor release"
"3327","GO:0006508",0,877,1,"proteolysis"
"3329","GO:0006509",0,34,1,"membrane protein ectodomain proteolysis"
"3332","GO:0006511",0,379,1,"ubiquitin-dependent protein catabolic process"
"3336","GO:0006513",0,36,1,"protein monoubiquitination"
"3338","GO:0006515",0,10,1,"misfolded or incompletely synthesized protein catabolic process"
"3342","GO:0006516",0,11,1,"glycoprotein catabolic process"
"3345","GO:0006517",0,2,1,"protein deglycosylation"
"3346","GO:0006518",0,88,1,"peptide metabolic process"
"3347","GO:0006520",2,444,1,"cellular amino acid metabolic process"
"3352","GO:0006521",0,56,1,"regulation of cellular amino acid metabolic process"
"3353","GO:0006522",0,4,1,"alanine metabolic process"
"3354","GO:0006524",0,4,1,"alanine catabolic process"
"3357","GO:0006525",0,14,1,"arginine metabolic process"
"3358","GO:0006526",0,4,1,"arginine biosynthetic process"
"3362","GO:0006527",0,8,1,"arginine catabolic process"
"3365","GO:0006528",0,4,1,"asparagine metabolic process"
"3366","GO:0006529",0,2,1,"asparagine biosynthetic process"
"3370","GO:0006530",0,1,1,"asparagine catabolic process"
"3373","GO:0006531",0,5,1,"aspartate metabolic process"
"3374","GO:0006532",0,2,1,"aspartate biosynthetic process"
"3378","GO:0006533",0,4,1,"aspartate catabolic process"
"3381","GO:0006534",0,8,1,"cysteine metabolic process"
"3382","GO:0006535",0,1,1,"cysteine biosynthetic process from serine"
"3385","GO:0006536",0,22,1,"glutamate metabolic process"
"3388","GO:0006537",0,5,1,"glutamate biosynthetic process"
"3398","GO:0006538",0,6,1,"glutamate catabolic process"
"3405","GO:0006540",0,1,1,"glutamate decarboxylation to succinate"
"3411","GO:0006541",0,19,1,"glutamine metabolic process"
"3412","GO:0006542",0,2,1,"glutamine biosynthetic process"
"3416","GO:0006543",0,4,1,"glutamine catabolic process"
"3420","GO:0006545",0,4,1,"glycine biosynthetic process"
"3427","GO:0006547",0,6,1,"histidine metabolic process"
"3428","GO:0006548",0,4,1,"histidine catabolic process"
"3431","GO:0006549",0,4,1,"isoleucine metabolic process"
"3432","GO:0006550",0,1,1,"isoleucine catabolic process"
"3435","GO:0006551",0,7,1,"leucine metabolic process"
"3436","GO:0006552",0,5,1,"leucine catabolic process"
"3439","GO:0006553",0,9,1,"lysine metabolic process"
"3440","GO:0006554",0,9,1,"lysine catabolic process"
"3443","GO:0006555",0,15,1,"methionine metabolic process"
"3446","GO:0006556",0,2,1,"S-adenosylmethionine biosynthetic process"
"3453","GO:0006557",0,1,1,"S-adenosylmethioninamine biosynthetic process"
"3458","GO:0006558",0,9,1,"L-phenylalanine metabolic process"
"3461","GO:0006559",0,9,1,"L-phenylalanine catabolic process"
"3466","GO:0006560",0,9,1,"proline metabolic process"
"3467","GO:0006561",0,7,1,"proline biosynthetic process"
"3471","GO:0006562",0,3,1,"proline catabolic process"
"3474","GO:0006563",0,8,1,"L-serine metabolic process"
"3475","GO:0006564",0,4,1,"L-serine biosynthetic process"
"3479","GO:0006565",0,3,1,"L-serine catabolic process"
"3482","GO:0006566",0,4,1,"threonine metabolic process"
"3485","GO:0006567",0,1,1,"threonine catabolic process"
"3488","GO:0006568",0,14,1,"tryptophan metabolic process"
"3489","GO:0006569",0,11,1,"tryptophan catabolic process"
"3494","GO:0006570",0,8,1,"tyrosine metabolic process"
"3495","GO:0006572",0,5,1,"tyrosine catabolic process"
"3498","GO:0006573",0,8,1,"valine metabolic process"
"3499","GO:0006574",0,3,1,"valine catabolic process"
"3502","GO:0006575",0,181,1,"cellular modified amino acid metabolic process"
"3508","GO:0006576",0,117,1,"cellular biogenic amine metabolic process"
"3509","GO:0006577",0,15,1,"amino-acid betaine metabolic process"
"3511","GO:0006578",0,7,1,"amino-acid betaine biosynthetic process"
"3516","GO:0006579",0,4,1,"amino-acid betaine catabolic process"
"3520","GO:0006581",0,2,1,"acetylcholine catabolic process"
"3523","GO:0006582",0,12,1,"melanin metabolic process"
"3524","GO:0006583",0,2,1,"melanin biosynthetic process from tyrosine"
"3527","GO:0006584",0,36,1,"catecholamine metabolic process"
"3528","GO:0006586",0,19,1,"indolalkylamine metabolic process"
"3531","GO:0006590",0,14,1,"thyroid hormone generation"
"3532","GO:0006591",0,5,1,"ornithine metabolic process"
"3533","GO:0006592",0,1,1,"ornithine biosynthetic process"
"3537","GO:0006595",0,20,1,"polyamine metabolic process"
"3538","GO:0006596",0,11,1,"polyamine biosynthetic process"
"3542","GO:0006597",0,2,1,"spermine biosynthetic process"
"3546","GO:0006598",0,5,1,"polyamine catabolic process"
"3549","GO:0006599",0,1,1,"phosphagen metabolic process"
"3550","GO:0006600",0,11,1,"creatine metabolic process"
"3551","GO:0006601",0,2,1,"creatine biosynthetic process"
"3555","GO:0006603",0,1,1,"phosphocreatine metabolic process"
"3556","GO:0006605",1,478,1,"protein targeting"
"3558","GO:0006606",1,202,1,"protein import into nucleus"
"3562","GO:0006607",0,14,1,"NLS-bearing substrate import into nucleus"
"3565","GO:0006608",0,1,1,"snRNP protein import into nucleus"
"3568","GO:0006610",0,4,1,"ribosomal protein import into nucleus"
"3571","GO:0006611",0,46,1,"protein export from nucleus"
"3577","GO:0006612",0,155,1,"protein targeting to membrane"
"3579","GO:0006613",0,110,1,"cotranslational protein targeting to membrane"
"3582","GO:0006614",0,108,1,"SRP-dependent cotranslational protein targeting to membrane"
"3585","GO:0006616",0,1,1,"SRP-dependent cotranslational protein targeting to membrane, translocation"
"3589","GO:0006617",0,1,1,"SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition"
"3592","GO:0006620",0,1,1,"posttranslational protein targeting to membrane"
"3596","GO:0006621",0,9,1,"protein retention in ER lumen"
"3597","GO:0006622",0,9,1,"protein targeting to lysosome"
"3598","GO:0006623",0,10,1,"protein targeting to vacuole"
"3602","GO:0006625",0,19,1,"protein targeting to peroxisome"
"3603","GO:0006626",0,56,1,"protein targeting to mitochondrion"
"3609","GO:0006627",0,2,1,"protein processing involved in protein targeting to mitochondrion"
"3611","GO:0006629",3,1074,1,"lipid metabolic process"
"3613","GO:0006633",1,126,1,"fatty acid biosynthetic process"
"3618","GO:0006635",0,55,1,"fatty acid beta-oxidation"
"3619","GO:0006636",0,49,1,"unsaturated fatty acid biosynthetic process"
"3625","GO:0006637",0,70,1,"acyl-CoA metabolic process"
"3626","GO:0006638",0,103,1,"neutral lipid metabolic process"
"3627","GO:0006639",0,102,1,"acylglycerol metabolic process"
"3630","GO:0006641",0,98,1,"triglyceride metabolic process"
"3633","GO:0006642",0,4,1,"triglyceride mobilization"
"3634","GO:0006643",0,157,1,"membrane lipid metabolic process"
"3635","GO:0006644",0,330,1,"phospholipid metabolic process"
"3636","GO:0006646",0,13,1,"phosphatidylethanolamine biosynthetic process"
"3640","GO:0006649",0,2,1,"phospholipid transfer to membrane"
"3641","GO:0006650",0,226,1,"glycerophospholipid metabolic process"
"3646","GO:0006651",0,4,1,"diacylglycerol biosynthetic process"
"3650","GO:0006654",0,29,1,"phosphatidic acid biosynthetic process"
"3654","GO:0006655",0,12,1,"phosphatidylglycerol biosynthetic process"
"3658","GO:0006656",0,25,1,"phosphatidylcholine biosynthetic process"
"3662","GO:0006657",0,7,1,"CDP-choline pathway"
"3664","GO:0006658",0,21,1,"phosphatidylserine metabolic process"
"3665","GO:0006659",0,4,1,"phosphatidylserine biosynthetic process"
"3669","GO:0006661",0,96,1,"phosphatidylinositol biosynthetic process"
"3678","GO:0006662",0,13,1,"glycerol ether metabolic process"
"3679","GO:0006663",0,4,1,"platelet activating factor biosynthetic process"
"3685","GO:0006664",0,96,1,"glycolipid metabolic process"
"3686","GO:0006665",0,115,1,"sphingolipid metabolic process"
"3687","GO:0006666",0,1,1,"3-keto-sphinganine metabolic process"
"3690","GO:0006667",0,3,1,"sphinganine metabolic process"
"3693","GO:0006668",0,2,1,"sphinganine-1-phosphate metabolic process"
"3696","GO:0006669",0,1,1,"sphinganine-1-phosphate biosynthetic process"
"3702","GO:0006670",0,10,1,"sphingosine metabolic process"
"3707","GO:0006671",0,1,1,"phytosphingosine metabolic process"
"3708","GO:0006672",0,66,1,"ceramide metabolic process"
"3709","GO:0006677",0,14,1,"glycosylceramide metabolic process"
"3710","GO:0006678",0,5,1,"glucosylceramide metabolic process"
"3711","GO:0006679",0,2,1,"glucosylceramide biosynthetic process"
"3715","GO:0006680",0,3,1,"glucosylceramide catabolic process"
"3718","GO:0006681",0,4,1,"galactosylceramide metabolic process"
"3719","GO:0006682",0,2,1,"galactosylceramide biosynthetic process"
"3723","GO:0006683",0,1,1,"galactosylceramide catabolic process"
"3726","GO:0006684",0,12,1,"sphingomyelin metabolic process"
"3727","GO:0006685",0,6,1,"sphingomyelin catabolic process"
"3730","GO:0006686",0,5,1,"sphingomyelin biosynthetic process"
"3734","GO:0006687",0,56,1,"glycosphingolipid metabolic process"
"3735","GO:0006688",0,15,1,"glycosphingolipid biosynthetic process"
"3739","GO:0006689",0,4,1,"ganglioside catabolic process"
"3742","GO:0006690",0,64,1,"icosanoid metabolic process"
"3745","GO:0006691",0,31,1,"leukotriene metabolic process"
"3746","GO:0006692",0,26,1,"prostanoid metabolic process"
"3747","GO:0006693",0,26,1,"prostaglandin metabolic process"
"3757","GO:0006696",0,1,1,"ergosterol biosynthetic process"
"3761","GO:0006699",0,24,1,"bile acid biosynthetic process"
"3765","GO:0006700",0,16,1,"C21-steroid hormone biosynthetic process"
"3769","GO:0006701",0,6,1,"progesterone biosynthetic process"
"3773","GO:0006702",0,13,1,"androgen biosynthetic process"
"3777","GO:0006703",0,9,1,"estrogen biosynthetic process"
"3783","GO:0006704",0,13,1,"glucocorticoid biosynthetic process"
"3787","GO:0006705",0,10,1,"mineralocorticoid biosynthetic process"
"3791","GO:0006706",0,20,1,"steroid catabolic process"
"3794","GO:0006707",0,10,1,"cholesterol catabolic process"
"3797","GO:0006710",0,2,1,"androgen catabolic process"
"3800","GO:0006711",0,1,1,"estrogen catabolic process"
"3805","GO:0006713",0,1,1,"glucocorticoid catabolic process"
"3808","GO:0006714",0,3,1,"sesquiterpenoid metabolic process"
"3809","GO:0006720",0,69,1,"isoprenoid metabolic process"
"3815","GO:0006721",0,52,1,"terpenoid metabolic process"
"3816","GO:0006722",0,1,1,"triterpenoid metabolic process"
"3819","GO:0006725",6,5062,1,"cellular aromatic compound metabolic process"
"3822","GO:0006726",0,4,1,"eye pigment biosynthetic process"
"3826","GO:0006729",0,6,1,"tetrahydrobiopterin biosynthetic process"
"3831","GO:0006730",0,30,1,"one-carbon metabolic process"
"3838","GO:0006732",1,191,1,"coenzyme metabolic process"
"3845","GO:0006734",0,6,1,"NADH metabolic process"
"3852","GO:0006738",0,1,1,"nicotinamide riboside catabolic process"
"3856","GO:0006739",0,28,1,"NADP metabolic process"
"3874","GO:0006740",0,14,1,"NADPH regeneration"
"3877","GO:0006741",0,3,1,"NADP biosynthetic process"
"3897","GO:0006742",0,2,1,"NADP catabolic process"
"3916","GO:0006743",0,10,1,"ubiquinone metabolic process"
"3919","GO:0006744",0,9,1,"ubiquinone biosynthetic process"
"3933","GO:0006746",0,1,1,"FADH2 metabolic process"
"3935","GO:0006747",0,1,1,"FAD biosynthetic process"
"3943","GO:0006749",0,44,1,"glutathione metabolic process"
"3945","GO:0006750",0,18,1,"glutathione biosynthetic process"
"3949","GO:0006753",2,808,1,"nucleoside phosphate metabolic process"
"3950","GO:0006754",0,51,1,"ATP biosynthetic process"
"3957","GO:0006760",0,24,1,"folic acid-containing compound metabolic process"
"3968","GO:0006766",0,92,1,"vitamin metabolic process"
"3969","GO:0006767",0,63,1,"water-soluble vitamin metabolic process"
"3970","GO:0006768",0,2,1,"biotin metabolic process"
"3975","GO:0006769",0,2,1,"nicotinamide metabolic process"
"3980","GO:0006771",0,4,1,"riboflavin metabolic process"
"3985","GO:0006772",0,4,1,"thiamine metabolic process"
"3990","GO:0006775",0,27,1,"fat-soluble vitamin metabolic process"
"3991","GO:0006776",0,5,1,"vitamin A metabolic process"
"3992","GO:0006777",0,7,1,"Mo-molybdopterin cofactor biosynthetic process"
"3999","GO:0006778",0,39,1,"porphyrin-containing compound metabolic process"
"4001","GO:0006779",0,28,1,"porphyrin-containing compound biosynthetic process"
"4006","GO:0006780",0,2,1,"uroporphyrinogen III biosynthetic process"
"4010","GO:0006781",0,1,1,"succinyl-CoA pathway"
"4015","GO:0006782",0,9,1,"protoporphyrinogen IX biosynthetic process"
"4019","GO:0006783",0,22,1,"heme biosynthetic process"
"4025","GO:0006784",0,2,1,"heme a biosynthetic process"
"4031","GO:0006787",0,6,1,"porphyrin-containing compound catabolic process"
"4035","GO:0006788",0,2,1,"heme oxidation"
"4036","GO:0006789",0,1,1,"bilirubin conjugation"
"4037","GO:0006790",1,222,1,"sulfur compound metabolic process"
"4040","GO:0006793",4,2416,1,"phosphorus metabolic process"
"4041","GO:0006796",4,2369,1,"phosphate-containing compound metabolic process"
"4043","GO:0006797",0,1,1,"polyphosphate metabolic process"
"4044","GO:0006801",0,40,1,"superoxide metabolic process"
"4049","GO:0006805",0,134,1,"xenobiotic metabolic process"
"4051","GO:0006808",0,2,1,"regulation of nitrogen utilization"
"4052","GO:0006809",0,48,1,"nitric oxide biosynthetic process"
"4063","GO:0006812",2,590,1,"cation transport"
"4066","GO:0006813",0,111,1,"potassium ion transport"
"4074","GO:0006814",0,104,1,"sodium ion transport"
"4082","GO:0006816",0,206,1,"calcium ion transport"
"4085","GO:0006817",0,9,1,"phosphate ion transport"
"4086","GO:0006818",0,68,1,"hydrogen transport"
"4089","GO:0006824",0,3,1,"cobalt ion transport"
"4090","GO:0006825",0,15,1,"copper ion transport"
"4091","GO:0006826",0,44,1,"iron ion transport"
"4093","GO:0006828",0,5,1,"manganese ion transport"
"4094","GO:0006829",0,20,1,"zinc ion transport"
"4095","GO:0006833",0,35,1,"water transport"
"4096","GO:0006835",1,56,1,"dicarboxylic acid transport"
"4098","GO:0006836",0,117,1,"neurotransmitter transport"
"4099","GO:0006837",0,10,1,"serotonin transport"
"4100","GO:0006839",0,122,1,"mitochondrial transport"
"4103","GO:0006842",0,1,1,"tricarboxylic acid transport"
"4104","GO:0006843",0,1,1,"mitochondrial citrate transport"
"4105","GO:0006848",0,3,1,"pyruvate transport"
"4106","GO:0006850",0,2,1,"mitochondrial pyruvate transport"
"4107","GO:0006851",0,5,1,"mitochondrial calcium ion transport"
"4108","GO:0006853",0,8,1,"carnitine shuttle"
"4109","GO:0006855",0,9,1,"drug transmembrane transport"
"4111","GO:0006857",0,2,1,"oligopeptide transport"
"4112","GO:0006858",0,4,1,"extracellular transport"
"4113","GO:0006862",0,13,1,"nucleotide transport"
"4114","GO:0006863",0,4,1,"purine nucleobase transport"
"4122","GO:0006869",1,191,1,"lipid transport"
"4123","GO:0006873",0,558,1,"cellular ion homeostasis"
"4124","GO:0006874",0,221,1,"cellular calcium ion homeostasis"
"4125","GO:0006875",0,290,1,"cellular metal ion homeostasis"
"4126","GO:0006876",0,1,1,"cellular cadmium ion homeostasis"
"4127","GO:0006878",0,11,1,"cellular copper ion homeostasis"
"4128","GO:0006879",0,63,1,"cellular iron ion homeostasis"
"4129","GO:0006880",0,2,1,"intracellular sequestering of iron ion"
"4136","GO:0006882",0,16,1,"cellular zinc ion homeostasis"
"4137","GO:0006883",0,4,1,"cellular sodium ion homeostasis"
"4138","GO:0006884",0,14,1,"cell volume homeostasis"
"4139","GO:0006885",0,45,1,"regulation of pH"
"4140","GO:0006886",1,702,1,"intracellular protein transport"
"4142","GO:0006887",1,265,1,"exocytosis"
"4146","GO:0006888",0,57,1,"ER to Golgi vesicle-mediated transport"
"4154","GO:0006890",0,24,1,"retrograde vesicle-mediated transport, Golgi to ER"
"4163","GO:0006891",0,31,1,"intra-Golgi vesicle-mediated transport"
"4164","GO:0006892",0,77,1,"post-Golgi vesicle-mediated transport"
"4165","GO:0006893",0,29,1,"Golgi to plasma membrane transport"
"4166","GO:0006895",0,10,1,"Golgi to endosome transport"
"4170","GO:0006897",0,353,1,"endocytosis"
"4175","GO:0006898",0,126,1,"receptor-mediated endocytosis"
"4176","GO:0006900",0,42,1,"membrane budding"
"4182","GO:0006901",0,37,1,"vesicle coating"
"4183","GO:0006903",0,38,1,"vesicle targeting"
"4185","GO:0006906",0,29,1,"vesicle fusion"
"4186","GO:0006907",0,11,1,"pinocytosis"
"4189","GO:0006909",0,92,1,"phagocytosis"
"4190","GO:0006910",0,9,1,"phagocytosis, recognition"
"4191","GO:0006911",0,15,1,"phagocytosis, engulfment"
"4193","GO:0006913",1,334,1,"nucleocytoplasmic transport"
"4195","GO:0006914",0,117,1,"autophagy"
"4197","GO:0006915",3,1485,1,"apoptotic process"
"4207","GO:0006917",0,191,1,"induction of apoptosis"
"4212","GO:0006919",0,81,1,"activation of cysteine-type endopeptidase activity involved in apoptotic process"
"4215","GO:0006921",1,73,1,"cellular component disassembly involved in execution phase of apoptosis"
"4218","GO:0006922",0,3,1,"cleavage of lamin involved in execution phase of apoptosis"
"4219","GO:0006923",0,4,1,"cleavage of cytoskeletal proteins involved in execution phase of apoptosis"
"4221","GO:0006924",0,7,1,"activation-induced cell death of T cells"
"4227","GO:0006925",0,14,1,"inflammatory cell apoptotic process"
"4233","GO:0006926",0,4,1,"virus-infected cell apoptotic process"
"4239","GO:0006927",0,6,1,"transformed cell apoptotic process"
"4247","GO:0006929",0,17,1,"substrate-dependent cell migration"
"4248","GO:0006930",0,4,1,"substrate-dependent cell migration, cell extension"
"4249","GO:0006931",0,3,1,"substrate-dependent cell migration, cell attachment to substrate"
"4250","GO:0006933",0,3,1,"negative regulation of cell adhesion involved in substrate-bound cell migration"
"4251","GO:0006935",2,562,1,"chemotaxis"
"4252","GO:0006936",0,234,1,"muscle contraction"
"4253","GO:0006937",0,105,1,"regulation of muscle contraction"
"4254","GO:0006939",0,74,1,"smooth muscle contraction"
"4255","GO:0006940",0,41,1,"regulation of smooth muscle contraction"
"4256","GO:0006941",0,82,1,"striated muscle contraction"
"4257","GO:0006942",0,57,1,"regulation of striated muscle contraction"
"4258","GO:0006944",0,81,1,"cellular membrane fusion"
"4259","GO:0006948",0,1,1,"induction by virus of host cell-cell fusion"
"4263","GO:0006949",0,21,1,"syncytium formation"
"4264","GO:0006950",5,2738,1,"response to stress"
"4266","GO:0006952",2,986,1,"defense response"
"4273","GO:0006954",1,453,1,"inflammatory response"
"4274","GO:0006955",1,966,1,"immune response"
"4275","GO:0006956",0,39,1,"complement activation"
"4278","GO:0006957",0,11,1,"complement activation, alternative pathway"
"4279","GO:0006958",0,25,1,"complement activation, classical pathway"
"4280","GO:0006959",0,97,1,"humoral immune response"
"4281","GO:0006963",0,3,1,"positive regulation of antibacterial peptide biosynthetic process"
"4288","GO:0006965",0,3,1,"positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria"
"4295","GO:0006968",0,55,1,"cellular defense response"
"4298","GO:0006970",0,50,1,"response to osmotic stress"
"4300","GO:0006971",0,4,1,"hypotonic response"
"4301","GO:0006972",0,16,1,"hyperosmotic response"
"4304","GO:0006974",0,615,1,"response to DNA damage stimulus"
"4309","GO:0006975",0,6,1,"DNA damage induced protein phosphorylation"
