seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr16	74530138	74530637	500	*	Distal Intergenic	16	74349795	74411825	62031	2	268902	ENSMUST00000156010.1	-118313	ENSMUSG00000052516	Robo2	roundabout guidance receptor 2
chr16	55617720	55618219	500	*	Distal Intergenic	16	55494731	55494797	67	1	100628589	ENSMUST00000175551.1	122989	ENSMUSG00000093292	Mir5118	microRNA 5118
chr1	5729176	5729675	500	*	Distal Intergenic	1	5596518	5603153	6636	1	18387	ENSMUST00000159083.1	132658	ENSMUSG00000025905	Oprk1	opioid receptor, kappa 1
chr1	28019873	28020372	500	*	Distal Intergenic	1	27884046	27902396	18351	1	433281	ENSMUST00000185409.1	135827	NA	Gm5524	predicted gene 5524
chr12	44875491	44875990	500	*	Intron (ENSMUST00000053768.13/217517, intron 4 of 5)	12	44861365	45012964	151600	2	217517	ENSMUST00000130202.1	136974	ENSMUSG00000046314	Stxbp6	syntaxin binding protein 6 (amisyn)
chr12	89331619	89332118	500	*	Intron (ENSMUST00000190626.6/18191, intron 5 of 18)	12	89193106	90332410	1139305	1	18191	ENSMUST00000167887.7	138513	ENSMUSG00000066392	Nrxn3	neurexin III
chr3	7815711	7816210	500	*	Distal Intergenic	3	7925303	7954882	29580	2	75476	ENSMUST00000188525.5	138672	ENSMUSG00000100010	1700010I02Rik	RIKEN cDNA 1700010I02 gene
chr16	49196541	49197040	500	*	Exon (ENSMUST00000168680.1/667772, exon 40 of 41)	16	49057486	49199104	141619	1	667772	ENSMUST00000168680.1	139055	ENSMUSG00000092009	Myh15	myosin, heavy chain 15
chr12	34295963	34296462	500	*	Intron (ENSMUST00000209902.1/79221, intron 13 of 24)	12	34373827	34437307	63481	2	79221	ENSMUST00000211107.1	140845	ENSMUSG00000004698	Hdac9	histone deacetylase 9
chr1	22651933	22652432	500	*	Intron (ENSMUST00000081544.12/116837, intron 2 of 31)	1	22286251	22805724	519474	2	116837	ENSMUST00000081544.12	153292	ENSMUSG00000041670	Rims1	regulating synaptic membrane exocytosis 1
chr1	40960634	40961133	500	*	Distal Intergenic	1	40805601	40856887	51287	1	381339	ENSMUST00000114765.3	155033	ENSMUSG00000079588	Tmem182	transmembrane protein 182
chr1	70885153	70885652	500	*	3' UTR	1	70725923	70882489	156567	1	320460	ENSMUST00000162182.1	159230	ENSMUSG00000045648	Vwc2l	von Willebrand factor C domain-containing protein 2-like
chr15	69092395	69092894	500	*	Intron (ENSMUST00000022954.6/13992, intron 8 of 8)	15	68930068	69024765	94698	1	13992	ENSMUST00000230073.1	162327	ENSMUSG00000022332	Khdrbs3	KH domain containing, RNA binding, signal transduction associated 3
chr12	35357944	35358443	500	*	Distal Intergenic	12	35194811	35194897	87	2	751520	ENSMUST00000102298.1	-163047	ENSMUSG00000076253	Mir680-3	microRNA 680-3
chr5	102242372	102242871	500	*	Distal Intergenic	5	101929306	102069921	140616	2	72145	ENSMUST00000174698.1	-172451	ENSMUSG00000043940	Wdfy3	WD repeat and FYVE domain containing 3
chr10	46011742	46012241	500	*	Distal Intergenic	10	45837880	45852283	14404	1	320363	ENSMUST00000215085.1	173862	ENSMUSG00000110874	D030045P18Rik	RIKEN cDNA D030045P18 gene
chr4	71946149	71946648	500	*	Distal Intergenic	4	72118220	72120734	2515	2	21885	ENSMUST00000123259.1	174086	ENSMUSG00000008305	Tle1	transducin-like enhancer of split 1
chr10	98531453	98531952	500	*	Distal Intergenic	10	98299927	98351874	51948	2	667438	ENSMUST00000218457.1	-179579	ENSMUSG00000112896	Gm8633	predicted gene 8633
chr14	10070621	10071120	500	*	Intron (ENSMUST00000161302.7/14198, intron 2 of 6)	14	9886026	9886629	604	1	100042415	ENSMUST00000162462.1	184595	ENSMUSG00000121680	Mnd1-ps	Mnd1 retrotransposed pseudogene
chr9	86030723	86031222	500	*	Distal Intergenic	9	85843361	85843925	565	1	21983	ENSMUST00000185559.1	187362	ENSMUSG00000035274	Tpbg	trophoblast glycoprotein
chr14	111877797	111878296	500	*	Distal Intergenic	14	111675849	111679342	3494	1	75409	ENSMUST00000227891.1	201948	ENSMUSG00000033214	Slitrk5	SLIT and NTRK-like family, member 5
chr14	39860066	39860565	500	*	Distal Intergenic	14	39655663	39685293	29631	1	73591	ENSMUST00000185680.1	204403	ENSMUSG00000101261	1700109I08Rik	RIKEN cDNA 1700109I08 gene
chr8	127809261	127809760	500	*	Distal Intergenic	8	127579724	127610848	31125	1	93742	ENSMUST00000159940.1	229537	ENSMUSG00000025812	Pard3	par-3 family cell polarity regulator
chr3	25903037	25903536	500	*	Intron (ENSMUST00000193603.5/192167, intron 5 of 7)	3	25431811	26133734	701924	2	192167	ENSMUST00000075054.9	230198	ENSMUSG00000063887	Nlgn1	neuroligin 1
chr1	4113088	4113587	500	*	Intron (ENSMUST00000208660.1/19888, intron 24 of 29)	1	4344146	4360314	16169	2	19888	ENSMUST00000027032.5	246727	ENSMUSG00000025900	Rp1	retinitis pigmentosa 1 (human)
chr12	16076268	16076767	500	*	Distal Intergenic	12	15793318	15816922	23605	2	217410	ENSMUST00000221518.1	-259346	ENSMUSG00000020601	Trib2	tribbles pseudokinase 2
chr2	61238966	61239465	500	*	Distal Intergenic	2	60964376	60975151	10776	2	100038493	ENSMUST00000146034.1	-263815	ENSMUSG00000075325	Gm13582	predicted gene 13582
chr1	124311426	124311925	500	*	Intron (ENSMUST00000239072.1/269109, intron 1 of 25)	1	123321471	124045559	724089	2	269109	ENSMUST00000112606.7	-265867	ENSMUSG00000036815	Dpp10	dipeptidylpeptidase 10
chr9	28059427	28059926	500	*	Intron (ENSMUST00000115243.8/330908, intron 1 of 7)	9	27790947	28925410	1134464	1	330908	ENSMUST00000115243.8	268480	ENSMUSG00000062257	Opcml	opioid binding protein/cell adhesion molecule-like
chr6	43940804	43941303	500	*	Distal Intergenic	6	43345001	43666278	321278	2	29807	ENSMUST00000067888.13	-274526	ENSMUSG00000029735	Tpk1	thiamine pyrophosphokinase
chr2	63812581	63813080	500	*	Distal Intergenic	2	63980447	64097988	117542	2	60344	ENSMUST00000126042.1	284908	ENSMUSG00000075324	Fign	fidgetin
chr11	9481768	9482267	500	*	Intron (ENSMUST00000042740.12/268379, intron 41 of 61)	11	9193451	9256178	62728	1	268379	ENSMUST00000151522.1	288317	ENSMUSG00000004668	Abca13	ATP-binding cassette, sub-family A member 13
chr12	92152622	92153121	500	*	Distal Intergenic	12	91806043	91849157	43115	2	20338	ENSMUST00000178462.7	-303465	ENSMUSG00000020964	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)
chr10	50234461	50234960	500	*	Distal Intergenic	10	50592669	50851485	258817	1	77987	ENSMUST00000035606.9	-357709	ENSMUSG00000038774	Ascc3	activating signal cointegrator 1 complex subunit 3
chr9	90998147	90998646	500	*	Distal Intergenic	9	91362413	91378915	16503	1	22774	ENSMUST00000173342.7	-363767	ENSMUSG00000036972	Zic4	zinc finger protein of the cerebellum 4
chr8	44093698	44094197	500	*	Distal Intergenic	8	43650309	43710049	59741	2	252866	ENSMUST00000110411.3	-383649	ENSMUSG00000079058	Adam34	a disintegrin and metallopeptidase domain 34
chr7	54287816	54288315	500	*	Distal Intergenic	7	53891761	53891889	129	2	102466619	ENSMUST00000184140.1	-395927	ENSMUSG00000099176	Mir6238	microRNA 6238
chr3	70404752	70405251	500	*	Distal Intergenic	3	70007613	70028708	21096	1	229389	ENSMUST00000053013.5	397139	ENSMUSG00000027788	Otol1	otolin 1
chrX	90340120	90340619	500	*	Distal Intergenic	20	89930098	89932852	2755	2	245511	ENSMUST00000088146.2	-407268	ENSMUSG00000035387	Ppp4r3c1	protein phosphatase 4 regulatory subunit 3C1
chr3	6003782	6004281	500	*	Distal Intergenic	3	5560500	5576239	15740	2	19302	ENSMUST00000059021.9	-427543	ENSMUSG00000040374	Pex2	peroxisomal biogenesis factor 2
chr18	16206521	16207020	500	*	Distal Intergenic	18	15451924	15760157	308234	2	71367	ENSMUST00000130553.1	-446364	ENSMUSG00000047161	Chst9	carbohydrate sulfotransferase 9
chr6	62416342	62416841	500	*	Distal Intergenic	6	61956689	62382865	426177	1	232035	ENSMUST00000232648.1	459653	ENSMUSG00000039578	Ccser1	coiled-coil serine rich 1
chr18	19531919	19532418	500	*	Distal Intergenic	18	19962970	20001955	38986	2	13507	ENSMUST00000225110.1	469537	ENSMUSG00000059898	Dsc3	desmocollin 3
chr18	28367919	28368418	500	*	Distal Intergenic	18	28862850	28998176	135327	1	320624	ENSMUST00000234127.1	-494432	ENSMUSG00000117473	4930474G06Rik	RIKEN cDNA 4930474G06 gene
chr17	16543780	16544279	500	*	Distal Intergenic	17	17064113	17089628	25516	1	449000	ENSMUST00000127027.1	-519834	ENSMUSG00000096696	Zfp960	zinc finger protein 960
chr2	8660433	8660932	500	*	Distal Intergenic	2	9189515	9197477	7963	1	73438	ENSMUST00000132414.1	-528583	ENSMUSG00000085580	1700061F12Rik	RIKEN cDNA 1700061F12 gene
chr19	19783453	19783952	500	*	Distal Intergenic	19	20324856	20440923	116068	1	68994	ENSMUST00000235940.1	-540904	ENSMUSG00000094732	1500015L24Rik	RIKEN cDNA 1500015L24 gene
chr1	145935751	145936250	500	*	Distal Intergenic	1	146494760	146902471	407712	1	215378	ENSMUST00000074622.10	-558510	ENSMUSG00000035131	Brinp3	bone morphogenetic protein/retinoic acid inducible neural specific 3
chr6	10395921	10396420	500	*	Distal Intergenic	6	10972058	10974378	2321	2	57866	ENSMUST00000205141.1	577958	NA	AA545190	EST AA545190
chr11	39128179	39128678	500	*	Distal Intergenic	11	38493330	38520013	26684	2	100502917	ENSMUST00000133599.1	-608166	NA	Gm12130	predicted gene 12130
chr2	56163651	56164150	500	*	Distal Intergenic	2	56785811	56785907	97	1	102465169	ENSMUST00000184814.1	-621661	ENSMUSG00000098437	Mir195b	microRNA 195b
chr14	109610658	109611157	500	*	Distal Intergenic	14	108908800	108914158	5359	2	76965	ENSMUST00000100322.3	-696500	ENSMUSG00000075478	Slitrk1	SLIT and NTRK-like family, member 1
chr2	8222063	8222562	500	*	Distal Intergenic	2	7394076	7509563	115488	2	14007	ENSMUST00000182037.1	-712500	ENSMUSG00000002107	Celf2	CUGBP, Elav-like family member 2
chr7	77132093	77132592	500	*	Distal Intergenic	7	76411062	76766608	355547	1	244071	ENSMUST00000107442.2	721031	ENSMUSG00000025754	Agbl1	ATP/GTP binding protein-like 1
chr16	54264453	54264952	500	*	Distal Intergenic	16	55225175	55283237	58063	2	239852	ENSMUST00000036412.3	1018285	ENSMUSG00000064310	Zpld1	zona pellucida like domain containing 1
chr5	55770464	55770963	500	*	Distal Intergenic	5	54349991	54358543	8553	1	330086	ENSMUST00000197424.1	1420473	ENSMUSG00000105912	Gm10440	predicted gene 10440
chr14	82313577	82314076	500	*	Distal Intergenic	14	84046431	84075290	28860	2	102635012	ENSMUST00000228897.1	1761214	ENSMUSG00000115043	Gm32455	predicted gene, 32455
chr3	43536535	43537034	500	*	Distal Intergenic	3	41751196	41756492	5297	1	73852	ENSMUST00000195030.1	1785339	ENSMUSG00000025766	D3Ertd751e	DNA segment, Chr 3, ERATO Doi 751, expressed
