seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr4	22022410	22022909	500	*	Distal Intergenic	4	21958456	21960807	2352	1	76132	ENSMUST00000155220.1	63954	ENSMUSG00000028246	Faxc	failed axon connections homolog
chr2	45181511	45182010	500	*	Distal Intergenic	2	45116441	45117395	955	2	24136	ENSMUST00000238346.1	-64116	ENSMUSG00000026872	Zeb2	zinc finger E-box binding homeobox 2
chr2	70908431	70908930	500	*	Distal Intergenic	2	70966165	70973388	7224	2	228019	ENSMUST00000140293.1	64458	ENSMUSG00000041975	Mettl8	methyltransferase 8, methylcytidine
chr7	50162799	50163298	500	*	Intron (ENSMUST00000151721.7/338352, intron 4 of 9)	7	50098310	50228861	130552	1	338352	ENSMUST00000154410.1	64489	ENSMUSG00000055409	Nell1	NEL-like 1
chr3	4866045	4866544	500	*	Distal Intergenic	3	4799493	4813975	14483	1	100503859	ENSMUST00000183632.1	66552	ENSMUSG00000098659	1110015O18Rik	RIKEN cDNA 1110015O18 gene
chr10	27123617	27124116	500	*	Intron (ENSMUST00000092639.11/16773, intron 35 of 64)	10	26981495	27056645	75151	2	16773	ENSMUST00000219763.1	-66972	ENSMUSG00000019899	Lama2	laminin, alpha 2
chr2	142769688	142770187	500	*	Intron (ENSMUST00000230763.1/16558, intron 12 of 26)	2	142699218	142702671	3454	2	16558	ENSMUST00000212106.1	-67017	ENSMUSG00000038844	Kif16b	kinesin family member 16B
chr4	72049758	72050257	500	*	Distal Intergenic	4	72118220	72120734	2515	2	21885	ENSMUST00000123259.1	70477	ENSMUSG00000008305	Tle1	transducin-like enhancer of split 1
chr3	146307409	146307908	500	*	Distal Intergenic	3	146367153	146378944	11792	2	100038607	ENSMUST00000197639.1	71036	ENSMUSG00000105602	Gm10636	predicted gene 10636
chr8	35955450	35955949	500	*	Distal Intergenic	8	35864085	35882957	18873	2	330737	ENSMUST00000210717.1	-72493	ENSMUSG00000109761	5430403N17Rik	RIKEN cDNA 5430403N17 gene
chr4	52365658	52366157	500	*	Distal Intergenic	4	52430285	52438965	8681	2	72648	ENSMUST00000141473.1	72808	ENSMUSG00000085763	Smc2os	structural maintenance of chromosomes 2, opposite strand
chr16	89281451	89281950	500	*	Distal Intergenic	16	89205861	89206394	534	1	622935	ENSMUST00000169954.2	75590	ENSMUSG00000091039	Krtap20-2	keratin associated protein 20-2
chr3	49834391	49834890	500	*	Distal Intergenic	3	49745271	49757325	12055	2	73173	ENSMUST00000193600.1	-77066	ENSMUSG00000037892	Pcdh18	protocadherin 18
chr1	127419420	127419919	500	*	Intron (ENSMUST00000038361.10/107895, intron 12 of 17)	1	127491361	127500344	8984	2	72160	ENSMUST00000160111.7	80425	ENSMUSG00000026347	Tmem163	transmembrane protein 163
chr6	39955104	39955603	500	*	Intron (ENSMUST00000239008.1/434008, intron 1 of 3)	6	39873071	40255075	382005	1	434008	ENSMUST00000180886.2	82033	ENSMUSG00000057716	Tmem178b	transmembrane protein 178B
chr16	19025437	19025936	500	*	Distal Intergenic	16	18941546	18970276	28731	1	15260	ENSMUST00000232419.1	83891	ENSMUSG00000022702	Hira	histone cell cycle regulator
chr7	68833871	68834370	500	*	Distal Intergenic	7	68736995	68749241	12247	2	66412	ENSMUST00000048068.14	-84630	ENSMUSG00000042659	Arrdc4	arrestin domain containing 4
chr10	32977093	32977592	500	*	Distal Intergenic	10	32642113	32890461	248349	2	432450	ENSMUST00000219306.1	-86632	ENSMUSG00000069670	Nkain2	Na+/K+ transporting ATPase interacting 2
chr17	57858185	57858684	500	*	Intron (ENSMUST00000076038.6/620292, intron 1 of 23)	17	57769570	58410355	640786	1	620292	ENSMUST00000076038.6	88615	ENSMUSG00000038048	Cntnap5c	contactin associated protein-like 5C
chr14	49405600	49406099	500	*	Intron (ENSMUST00000138884.7/75288, intron 1 of 8)	14	49303306	49314209	10904	2	75288	ENSMUST00000135254.1	-91391	ENSMUSG00000021852	Slc35f4	solute carrier family 35, member F4
chr14	35358325	35358824	500	*	Intron (ENSMUST00000043349.6/14803, intron 8 of 15)	14	35450348	35483790	33443	1	14803	ENSMUST00000227253.1	-91524	ENSMUSG00000041078	Grid1	glutamate receptor, ionotropic, delta 1
chr12	70553720	70554219	500	*	Distal Intergenic	12	70459841	70460576	736	1	72736	ENSMUST00000160865.1	93879	ENSMUSG00000021072	Tmx1	thioredoxin-related transmembrane protein 1
chr16	63958268	63958767	500	*	Distal Intergenic	16	63841918	63864175	22258	2	13837	ENSMUST00000232370.1	-94093	ENSMUSG00000052504	Epha3	Eph receptor A3
chr9	118245670	118246169	500	*	Distal Intergenic	9	118150231	118170376	20146	1	100502695	ENSMUST00000181824.1	95439	ENSMUSG00000097402	Gm17399	predicted gene, 17399
chr8	23507881	23508380	500	*	Distal Intergenic	8	23411502	23449632	38131	1	20377	ENSMUST00000033952.7	96379	ENSMUSG00000031548	Sfrp1	secreted frizzled-related protein 1
chr14	12722760	12723259	500	*	Intron (ENSMUST00000224882.1/27062, intron 1 of 28)	14	12372586	12823045	450460	2	27062	ENSMUST00000067491.13	99786	ENSMUSG00000054423	Cadps	Ca2+-dependent secretion activator
chr10	91320751	91321250	500	*	Distal Intergenic	10	91208258	91220642	12385	2	102633753	ENSMUST00000216311.1	-100109	ENSMUSG00000111544	4930534H03Rik	RIKEN cDNA 4930534H03 gene
chr15	43578917	43579416	500	*	Distal Intergenic	15	43477241	43493632	16392	1	66736	ENSMUST00000228864.1	101676	ENSMUSG00000022337	Emc2	ER membrane protein complex subunit 2
chr11	57404550	57405049	500	*	Distal Intergenic	11	57505290	57507428	2139	2	67726	ENSMUST00000129596.1	102379	ENSMUSG00000020523	Fam114a2	family with sequence similarity 114, member A2
chr15	72651840	72652339	500	*	Intron (ENSMUST00000023276.15/76510, intron 20 of 21)	15	72501089	72546340	45252	2	223604	ENSMUST00000044624.7	-105500	ENSMUSG00000036760	Kcnk9	potassium channel, subfamily K, member 9
chr8	102528853	102529352	500	*	Distal Intergenic	8	102634604	102637319	2716	2	12552	ENSMUST00000210578.1	107967	ENSMUSG00000031673	Cdh11	cadherin 11
chr8	53750457	53750956	500	*	Distal Intergenic	8	53586867	53639065	52199	2	234258	ENSMUST00000047768.10	-111392	ENSMUSG00000039396	Neil3	nei like 3 (E. coli)
chr14	106219129	106219628	500	*	Distal Intergenic	14	106106199	106135859	29661	1	212085	ENSMUST00000194236.1	112930	ENSMUSG00000022113	Trim52	tripartite motif-containing 52
chr1	25090702	25091201	500	*	Intron (ENSMUST00000126626.7/210933, intron 13 of 15)	1	25131252	25204723	73472	2	210933	ENSMUST00000154102.1	113522	ENSMUSG00000033569	Adgrb3	adhesion G protein-coupled receptor B3
chr4	96899586	96900085	500	*	Distal Intergenic	4	96723647	96785186	61540	2	620779	ENSMUST00000107071.1	-114400	ENSMUSG00000078639	Gm12695	predicted gene 12695
chr12	9689239	9689738	500	*	Distal Intergenic	12	9574441	9581500	7060	1	23967	ENSMUST00000057021.8	114798	ENSMUSG00000048387	Osr1	odd-skipped related transcription factor 1
chr16	74530138	74530637	500	*	Distal Intergenic	16	74349795	74411825	62031	2	268902	ENSMUST00000156010.1	-118313	ENSMUSG00000052516	Robo2	roundabout guidance receptor 2
chr17	54158700	54159199	500	*	Distal Intergenic	17	54273594	54279204	5611	2	63993	ENSMUST00000233507.1	120005	ENSMUSG00000023945	Slc5a7	solute carrier family 5 (choline transporter), member 7
chr9	26612284	26612783	500	*	Distal Intergenic	9	26733728	26761350	27623	1	76898	ENSMUST00000160899.7	-120945	ENSMUSG00000045994	B3gat1	beta-1,3-glucuronyltransferase 1
chr1	5729176	5729675	500	*	Distal Intergenic	1	5596518	5603153	6636	1	18387	ENSMUST00000159083.1	132658	ENSMUSG00000025905	Oprk1	opioid receptor, kappa 1
chr16	55631857	55632356	500	*	Distal Intergenic	16	55494731	55494797	67	1	100628589	ENSMUST00000175551.1	137126	ENSMUSG00000093292	Mir5118	microRNA 5118
chr3	7815711	7816210	500	*	Distal Intergenic	3	7925303	7954882	29580	2	75476	ENSMUST00000188525.5	138672	ENSMUSG00000100010	1700010I02Rik	RIKEN cDNA 1700010I02 gene
chrX	51527234	51527733	500	*	Intron (ENSMUST00000088172.11/50786, intron 2 of 4)	20	51679992	51680565	574	2	50786	ENSMUST00000142983.1	152832	ENSMUSG00000062184	Hs6st2	heparan sulfate 6-O-sulfotransferase 2
chr3	41332315	41332814	500	*	Distal Intergenic	3	41487679	41493190	5512	2	78706	ENSMUST00000199155.1	160376	ENSMUSG00000097639	Platr4	pluripotency associated transcript 4
chr11	8825623	8826122	500	*	Distal Intergenic	11	8431652	8664681	233030	2	319939	ENSMUST00000239111.1	-160942	ENSMUSG00000020422	Tns3	tensin 3
chr14	29530557	29531056	500	*	Intron (ENSMUST00000022567.8/12294, intron 3 of 37)	14	29064196	29360834	296639	2	12294	ENSMUST00000225863.1	-169723	ENSMUSG00000021991	Cacna2d3	calcium channel, voltage-dependent, alpha2/delta subunit 3
chr17	85866991	85867490	500	*	Intron (ENSMUST00000234707.1/ENSMUST00000234707.1, intron 2 of 2)	17	85984947	86040364	55418	2	78586	ENSMUST00000234682.1	172874	ENSMUSG00000024135	Srbd1	S1 RNA binding domain 1
chr18	13186301	13186800	500	*	Distal Intergenic	18	13007037	13021823	14787	1	225192	ENSMUST00000234565.1	179264	ENSMUSG00000037346	Hrh4	histamine receptor H4
chr6	96346996	96347495	500	*	Intron (ENSMUST00000122120.7/320265, intron 2 of 4)	6	96164497	96166243	1747	2	78482	ENSMUST00000090061.5	-180753	ENSMUSG00000072878	Nup50l	nucleoporin 50 like
chr14	10070621	10071120	500	*	Intron (ENSMUST00000161302.7/14198, intron 2 of 6)	14	9886026	9886629	604	1	100042415	ENSMUST00000162462.1	184595	ENSMUSG00000121680	Mnd1-ps	Mnd1 retrotransposed pseudogene
chr10	44877023	44877522	500	*	Distal Intergenic	10	45067203	45167198	99996	1	19072	ENSMUST00000099858.3	-189681	ENSMUSG00000019849	Prep	prolyl endopeptidase
chr1	4141423	4141922	500	*	Intron (ENSMUST00000208660.1/19888, intron 22 of 29)	1	4344146	4360314	16169	2	19888	ENSMUST00000027032.5	218392	ENSMUSG00000025900	Rp1	retinitis pigmentosa 1 (human)
chr8	127809261	127809760	500	*	Distal Intergenic	8	127579724	127610848	31125	1	93742	ENSMUST00000159940.1	229537	ENSMUSG00000025812	Pard3	par-3 family cell polarity regulator
chr3	25903037	25903536	500	*	Intron (ENSMUST00000193603.5/192167, intron 5 of 7)	3	25431811	26133734	701924	2	192167	ENSMUST00000075054.9	230198	ENSMUSG00000063887	Nlgn1	neuroligin 1
chr4	153245283	153245782	500	*	Distal Intergenic	4	153374231	153482179	107949	2	230959	ENSMUST00000149177.1	236397	ENSMUSG00000039546	Ajap1	adherens junction associated protein 1
chr2	61238966	61239465	500	*	Distal Intergenic	2	60964376	60975151	10776	2	100038493	ENSMUST00000146034.1	-263815	ENSMUSG00000075325	Gm13582	predicted gene 13582
chr1	124311426	124311925	500	*	Intron (ENSMUST00000239072.1/269109, intron 1 of 25)	1	123321471	124045559	724089	2	269109	ENSMUST00000112606.7	-265867	ENSMUSG00000036815	Dpp10	dipeptidylpeptidase 10
chr5	101121030	101121529	500	*	Distal Intergenic	5	100846417	100846850	434	1	231510	ENSMUST00000145612.1	274613	ENSMUSG00000029314	Gpat3	glycerol-3-phosphate acyltransferase 3
chr12	14774836	14775335	500	*	Distal Intergenic	12	14996389	15050389	54001	2	73972	ENSMUST00000221781.1	275054	ENSMUSG00000113644	4930448C13Rik	RIKEN cDNA 4930448C13 gene
chr16	79720738	79721237	500	*	Distal Intergenic	16	79999376	80000546	1171	1	78654	ENSMUST00000191029.1	-278139	ENSMUSG00000101810	1700066C05Rik	RIKEN cDNA 1700066C05 gene
chr2	63812581	63813080	500	*	Distal Intergenic	2	63980447	64097988	117542	2	60344	ENSMUST00000126042.1	284908	ENSMUSG00000075324	Fign	fidgetin
chr4	13455013	13455512	500	*	Distal Intergenic	4	13743436	13893649	150214	1	12395	ENSMUST00000006761.9	-287924	ENSMUSG00000006586	Runx1t1	RUNX1 translocation partner 1
chr5	46226045	46226544	500	*	Distal Intergenic	5	45926818	45932409	5592	2	78106	ENSMUST00000198088.1	-293636	ENSMUSG00000106602	4930405L22Rik	RIKEN cDNA 4930405L22 gene
chr12	92152622	92153121	500	*	Distal Intergenic	12	91806043	91849157	43115	2	20338	ENSMUST00000178462.7	-303465	ENSMUSG00000020964	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)
chr7	36133489	36133988	500	*	Distal Intergenic	7	35772343	35802989	30647	2	668501	ENSMUST00000061586.10	-330500	ENSMUSG00000044452	Zfp507	zinc finger protein 507
chr10	50234461	50234960	500	*	Distal Intergenic	10	50592669	50851485	258817	1	77987	ENSMUST00000035606.9	-357709	ENSMUSG00000038774	Ascc3	activating signal cointegrator 1 complex subunit 3
chr15	22176568	22177067	500	*	Distal Intergenic	15	22549022	23400567	851546	1	320865	ENSMUST00000163361.7	-371955	ENSMUSG00000040420	Cdh18	cadherin 18
chr2	97089153	97089652	500	*	Intron (ENSMUST00000135431.7/241568, intron 3 of 6)	2	97467657	97631664	164008	1	241568	ENSMUST00000059049.7	-378005	ENSMUSG00000050587	Lrrc4c	leucine rich repeat containing 4C
chr8	44093698	44094197	500	*	Distal Intergenic	8	43650309	43710049	59741	2	252866	ENSMUST00000110411.3	-383649	ENSMUSG00000079058	Adam34	a disintegrin and metallopeptidase domain 34
chr3	70404752	70405251	500	*	Distal Intergenic	3	70007613	70028708	21096	1	229389	ENSMUST00000053013.5	397139	ENSMUSG00000027788	Otol1	otolin 1
chr3	6003782	6004281	500	*	Distal Intergenic	3	5560500	5576239	15740	2	19302	ENSMUST00000059021.9	-427543	ENSMUSG00000040374	Pex2	peroxisomal biogenesis factor 2
chr18	16206521	16207020	500	*	Distal Intergenic	18	15451924	15760157	308234	2	71367	ENSMUST00000130553.1	-446364	ENSMUSG00000047161	Chst9	carbohydrate sulfotransferase 9
chr9	33578552	33579051	500	*	Distal Intergenic	9	34042369	34059019	16651	1	77119	ENSMUST00000184229.1	-463318	NA	7630403G23Rik	RIKEN cDNA 7630403G23 gene
chr18	19531919	19532418	500	*	Distal Intergenic	18	19962970	20001955	38986	2	13507	ENSMUST00000225110.1	469537	ENSMUSG00000059898	Dsc3	desmocollin 3
chr5	61304269	61304768	500	*	Distal Intergenic	5	61808816	61811163	2348	1	14380	ENSMUST00000053876.4	-504048	ENSMUSG00000089992	G6pd2	glucose-6-phosphate dehydrogenase 2
chr1	145972416	145972915	500	*	Distal Intergenic	1	146494760	146902471	407712	1	215378	ENSMUST00000074622.10	-521845	ENSMUSG00000035131	Brinp3	bone morphogenetic protein/retinoic acid inducible neural specific 3
chr1	35380742	35381241	500	*	Distal Intergenic	1	34851837	34863475	11639	1	226971	ENSMUST00000152654.2	528905	ENSMUSG00000026123	Plekhb2	pleckstrin homology domain containing, family B (evectins) member 2
chr19	19783453	19783952	500	*	Distal Intergenic	19	20324856	20440923	116068	1	68994	ENSMUST00000235940.1	-540904	ENSMUSG00000094732	1500015L24Rik	RIKEN cDNA 1500015L24 gene
chr11	13043437	13043936	500	*	Distal Intergenic	11	12236678	12464960	228283	2	12808	ENSMUST00000109651.8	-578477	ENSMUSG00000020173	Cobl	cordon-bleu WH2 repeat
chr11	39128179	39128678	500	*	Distal Intergenic	11	38493330	38520013	26684	2	100502917	ENSMUST00000133599.1	-608166	NA	Gm12130	predicted gene 12130
chr2	123415295	123415794	500	*	Distal Intergenic	2	122799762	122809559	9798	1	59010	ENSMUST00000176343.1	615533	ENSMUSG00000005803	Sqor	sulfide quinone oxidoreductase
chr2	56163651	56164150	500	*	Distal Intergenic	2	56785811	56785907	97	1	102465169	ENSMUST00000184814.1	-621661	ENSMUSG00000098437	Mir195b	microRNA 195b
chr15	13859080	13859579	500	*	Distal Intergenic	15	13059251	13173675	114425	2	12563	ENSMUST00000226917.1	-685405	ENSMUSG00000039385	Cdh6	cadherin 6
chr2	8222063	8222562	500	*	Distal Intergenic	2	7394076	7509563	115488	2	14007	ENSMUST00000182037.1	-712500	ENSMUSG00000002107	Celf2	CUGBP, Elav-like family member 2
chr7	77132093	77132592	500	*	Distal Intergenic	7	76411062	76766608	355547	1	244071	ENSMUST00000107442.2	721031	ENSMUSG00000025754	Agbl1	ATP/GTP binding protein-like 1
chr16	68439222	68439721	500	*	Distal Intergenic	16	66662190	67620908	958719	2	239857	ENSMUST00000120898.7	-818314	ENSMUSG00000064115	Cadm2	cell adhesion molecule 2
chr5	40750083	40750582	500	*	Distal Intergenic	5	41625733	41627502	1770	2	100972	ENSMUST00000200702.1	876920	ENSMUSG00000029128	Rab28	RAB28, member RAS oncogene family
chr14	92963168	92963667	500	*	Distal Intergenic	14	93173729	93885748	712020	2	211712	ENSMUST00000194129.1	922081	ENSMUSG00000055421	Pcdh9	protocadherin 9
chr16	54264453	54264952	500	*	Distal Intergenic	16	55225175	55283237	58063	2	239852	ENSMUST00000036412.3	1018285	ENSMUSG00000064310	Zpld1	zona pellucida like domain containing 1
chr5	78777199	78777698	500	*	Distal Intergenic	5	77465488	77468851	3364	1	69370	ENSMUST00000201654.1	1311711	ENSMUSG00000107232	1700017L05Rik	RIKEN cDNA 1700017L05 gene
chr14	82313577	82314076	500	*	Distal Intergenic	14	84046431	84075290	28860	2	102635012	ENSMUST00000228897.1	1761214	ENSMUSG00000115043	Gm32455	predicted gene, 32455
chr3	43536535	43537034	500	*	Distal Intergenic	3	41751196	41756492	5297	1	73852	ENSMUST00000195030.1	1785339	ENSMUSG00000025766	D3Ertd751e	DNA segment, Chr 3, ERATO Doi 751, expressed
