seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr10	54129744	54130243	500	*	Distal Intergenic	10	53907444	54076609	169166	2	17155	ENSMUST00000220088.1	-53135	ENSMUSG00000003746	Man1a	mannosidase 1, alpha
chr9	40631893	40632392	500	*	Distal Intergenic	9	40685962	40761060	75099	1	71566	ENSMUST00000139577.1	-53570	ENSMUSG00000032024	Clmp	CXADR-like membrane protein
chr8	72959152	72959651	500	*	Intron (ENSMUST00000004497.10/16795, intron 6 of 14)	8	73016512	73016591	80	1	100628574	ENSMUST00000175399.1	-56861	ENSMUSG00000093140	Mir28b	microRNA 28b
chr11	35486072	35486571	500	*	Intron (ENSMUST00000069837.3/20564, intron 4 of 35)	11	35544685	35612636	67952	1	20564	ENSMUST00000124438.1	-58114	ENSMUSG00000056427	Slit3	slit guidance ligand 3
chr15	35774621	35775120	500	*	Intron (ENSMUST00000048646.8/666173, intron 36 of 61)	15	35834215	35843534	9320	1	666173	ENSMUST00000227567.1	-59095	ENSMUSG00000037646	Vps13b	vacuolar protein sorting 13B
chr3	91150744	91151243	500	*	Distal Intergenic	3	91088137	91090803	2667	2	229550	ENSMUST00000166173.2	-59941	ENSMUSG00000091175	S100a7l2	S100 calcium binding protein A7 like 2
chr13	98093162	98093661	500	*	Intron (ENSMUST00000109426.2/110596, intron 2 of 35)	13	97928630	98032679	104050	2	110596	ENSMUST00000225663.1	-60483	ENSMUSG00000021662	Arhgef28	Rho guanine nucleotide exchange factor 28
chr12	20928137	20928636	500	*	Distal Intergenic	12	20990459	21200919	210461	1	211914	ENSMUST00000174530.1	-61823	ENSMUSG00000052632	Asap2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
chr6	59489077	59489576	500	*	Distal Intergenic	6	59347226	59426294	79069	2	243385	ENSMUST00000051065.5	-62783	ENSMUSG00000045441	Gprin3	GPRIN family member 3
chr10	27123617	27124116	500	*	Intron (ENSMUST00000092639.11/16773, intron 35 of 64)	10	26981495	27056645	75151	2	16773	ENSMUST00000219763.1	-66972	ENSMUSG00000019899	Lama2	laminin, alpha 2
chr5	105808864	105809363	500	*	Intron (ENSMUST00000060531.15/231549, intron 2 of 2)	5	105876565	105914780	38216	1	54367	ENSMUST00000150440.7	-67202	ENSMUSG00000029290	Zfp326	zinc finger protein 326
chr13	99830640	99831139	500	*	Distal Intergenic	13	99898489	99900641	2153	2	27220	ENSMUST00000022150.7	69502	ENSMUSG00000021647	Cartpt	CART prepropeptide
chr16	57478564	57479063	500	*	Intron (ENSMUST00000159816.7/78749, intron 1 of 4)	16	57549242	57572804	23563	1	78749	ENSMUST00000159414.1	-70179	ENSMUSG00000043336	Filip1l	filamin A interacting protein 1-like
chr3	28556104	28556603	500	*	Intron (ENSMUST00000160934.7/665113, intron 9 of 31)	3	28629872	28638469	8598	1	665113	ENSMUST00000162225.1	-73269	ENSMUSG00000027692	Tnik	TRAF2 and NCK interacting kinase
chr2	50833732	50834231	500	*	Distal Intergenic	2	50909684	50911849	2166	1	227885	ENSMUST00000119159.1	-75453	ENSMUSG00000083270	Gm13498	heat shock protein 90 alpha (cytosolic), class B member 1 pseudogene
chr9	10340134	10340633	500	*	Intron (ENSMUST00000162484.7/244682, intron 3 of 20)	9	9661363	10419090	757728	2	244682	ENSMUST00000074133.12	78457	ENSMUSG00000039488	Cntn5	contactin 5
chr4	83154206	83154705	500	*	Distal Intergenic	4	83226419	83233170	6752	2	69863	ENSMUST00000143362.1	78465	ENSMUSG00000038172	Ttc39b	tetratricopeptide repeat domain 39B
chr18	84332950	84333449	500	*	Intron (ENSMUST00000125450.8/240476, intron 2 of 2)	18	84279820	84412420	132601	2	240476	ENSMUST00000143597.1	78971	ENSMUSG00000048410	Zfp407	zinc finger protein 407
chrX	160307549	160308048	500	*	Distal Intergenic	20	160390690	160498070	107381	1	237175	ENSMUST00000112408.8	-82642	ENSMUSG00000031298	Adgrg2	adhesion G protein-coupled receptor G2
chr8	103433742	103434241	500	*	Distal Intergenic	8	103343878	103347534	3657	2	69794	ENSMUST00000209501.1	-86208	ENSMUSG00000110340	1600027J07Rik	RIKEN cDNA 1600027J07 gene
chr17	68183206	68183705	500	*	Exon (ENSMUST00000233387.1/ENSMUST00000233387.1, exon 3 of 5)	17	68273797	68457858	184062	1	320858	ENSMUST00000150573.7	-90092	ENSMUSG00000041565	L3mbtl4	L3MBTL4 histone methyl-lysine binding protein
chr8	35974338	35974837	500	*	Distal Intergenic	8	35864085	35882957	18873	2	330737	ENSMUST00000210717.1	-91381	ENSMUSG00000109761	5430403N17Rik	RIKEN cDNA 5430403N17 gene
chr8	35283544	35284043	500	*	Distal Intergenic	8	35375739	35388129	12391	1	244416	ENSMUST00000210337.1	-91696	ENSMUSG00000046794	Ppp1r3b	protein phosphatase 1, regulatory subunit 3B
chr14	106011405	106011904	500	*	Distal Intergenic	14	106106198	106109272	3075	1	212085	ENSMUST00000022708.6	-94294	ENSMUSG00000022113	Trim52	tripartite motif-containing 52
chr19	60325642	60326141	500	*	Distal Intergenic	19	60199435	60226701	27267	2	76539	ENSMUST00000237339.1	-98941	ENSMUSG00000057858	Fam204a	family with sequence similarity 204, member A
chr15	43578917	43579416	500	*	Distal Intergenic	15	43477241	43493632	16392	1	66736	ENSMUST00000228864.1	101676	ENSMUSG00000022337	Emc2	ER membrane protein complex subunit 2
chr9	116702580	116703079	500	*	Intron (ENSMUST00000111773.9/207181, intron 7 of 14)	9	116577582	116822806	245225	2	207181	ENSMUST00000173429.7	119727	ENSMUSG00000039607	Rbms3	RNA binding motif, single stranded interacting protein
chr14	12668366	12668865	500	*	Intron (ENSMUST00000224882.1/27062, intron 3 of 28)	14	12536073	12546401	10329	2	27062	ENSMUST00000225606.1	-121965	ENSMUSG00000054423	Cadps	Ca2+-dependent secretion activator
chrX	76141207	76141706	500	*	Distal Intergenic	20	76264304	76267738	3435	1	238829	ENSMUST00000096389.4	-122598	ENSMUSG00000071738	Cldn34b3	claudin 34B3
chr4	34425855	34426354	500	*	Distal Intergenic	4	34550937	34566908	15972	1	433693	ENSMUST00000084299.5	-124583	ENSMUSG00000028291	Akirin2	akirin 2
chr12	40574961	40575460	500	*	Intron (ENSMUST00000037488.7/238130, intron 1 of 52)	12	40446336	40846180	399845	1	238130	ENSMUST00000220912.1	128625	ENSMUSG00000035954	Dock4	dedicator of cytokinesis 4
chr3	54517742	54518241	500	*	Distal Intergenic	3	54388889	54390393	1505	1	50706	ENSMUST00000150868.1	128853	ENSMUSG00000027750	Postn	periostin, osteoblast specific factor
chr9	112394040	112394539	500	*	Intron (ENSMUST00000216779.1/ENSMUST00000216779.1, intron 1 of 1)	9	112256574	112348925	92352	1	620760	ENSMUST00000163302.1	137466	ENSMUSG00000087038	2900079G21Rik	RIKEN cDNA 2900079G21 gene
chr10	10894529	10895028	500	*	Intron (ENSMUST00000044306.12/14816, intron 3 of 8)	10	10751080	10755645	4566	1	78056	ENSMUST00000219096.1	143449	ENSMUSG00000112730	4930567K20Rik	RIKEN cDNA 4930567K20 gene
chr6	18697591	18698090	500	*	Distal Intergenic	6	18848579	18854053	5475	1	76522	ENSMUST00000056398.10	-150489	ENSMUSG00000044155	Lsm8	LSM8 homolog, U6 small nuclear RNA associated
chr1	22651933	22652432	500	*	Intron (ENSMUST00000081544.12/116837, intron 2 of 31)	1	22286251	22805724	519474	2	116837	ENSMUST00000081544.12	153292	ENSMUSG00000041670	Rims1	regulating synaptic membrane exocytosis 1
chr9	33883632	33884131	500	*	Distal Intergenic	9	34042369	34059019	16651	1	77119	ENSMUST00000184229.1	-158238	NA	7630403G23Rik	RIKEN cDNA 7630403G23 gene
chr1	70936051	70936550	500	*	Distal Intergenic	1	71027498	71103146	75649	2	12021	ENSMUST00000027393.7	166596	ENSMUSG00000026196	Bard1	BRCA1 associated RING domain 1
chr8	10449100	10449599	500	*	Intron (ENSMUST00000207477.1/244281, intron 20 of 34)	8	10272572	10634741	362170	1	244281	ENSMUST00000042103.8	176528	ENSMUSG00000039057	Myo16	myosin XVI
chr12	15619233	15619732	500	*	Intron (ENSMUST00000222542.1/ENSMUST00000222542.1, intron 1 of 4)	12	15800994	15801101	108	2	102465204	ENSMUST00000184042.1	181369	ENSMUSG00000098480	Mir6387	microRNA 6387
chr16	70799414	70799913	500	*	Distal Intergenic	16	70618039	70624824	6786	1	52645	ENSMUST00000231858.1	181375	ENSMUSG00000116792	D16Ertd519e	DNA segment, Chr 16, ERATO Doi 519, expressed
chr2	97653932	97654431	500	*	Distal Intergenic	2	97468089	97629063	160975	1	241568	ENSMUST00000170144.1	185843	ENSMUSG00000050587	Lrrc4c	leucine rich repeat containing 4C
chr16	70079182	70079681	500	*	Intron (ENSMUST00000231343.1/ENSMUST00000231343.1, intron 1 of 4)	16	69856874	69863744	6871	2	224318	ENSMUST00000076500.13	-215438	ENSMUSG00000063163	Speer2	spermatogenesis associated glutamate (E)-rich protein 2
chr3	148596000	148596499	500	*	Distal Intergenic	3	148815856	148822979	7124	2	99633	ENSMUST00000168352.1	226480	ENSMUSG00000028184	Adgrl2	adhesion G protein-coupled receptor L2
chrX	138437948	138438447	500	*	Intron (ENSMUST00000113063.7/60367, intron 5 of 10)	20	138208165	138209580	1416	2	67944	ENSMUST00000096314.2	-228368	ENSMUSG00000071686	Tex13a	testis expressed 13A
chr7	56543113	56543612	500	*	Distal Intergenic	7	56306238	56323632	17395	1	18431	ENSMUST00000154559.1	236875	ENSMUSG00000030450	Oca2	oculocutaneous albinism II
chr4	39098783	39099282	500	*	Distal Intergenic	4	38571667	38855483	283817	2	102636968	ENSMUST00000126314.1	-243300	ENSMUSG00000085632	Gm12381	predicted gene 12381
chr13	59119808	59120307	500	*	Intron (ENSMUST00000225488.1/18212, intron 16 of 17)	13	58871735	58986149	114415	1	18212	ENSMUST00000223636.1	248073	ENSMUSG00000055254	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2
chr19	15657544	15658043	500	*	Distal Intergenic	19	15905130	15909712	4583	2	107272	ENSMUST00000161707.1	251669	ENSMUSG00000024640	Psat1	phosphoserine aminotransferase 1
chr12	16076268	16076767	500	*	Distal Intergenic	12	15793318	15816922	23605	2	217410	ENSMUST00000221518.1	-259346	ENSMUSG00000020601	Trib2	tribbles pseudokinase 2
chr2	139198451	139198950	500	*	Distal Intergenic	2	139493913	139637056	143144	1	228677	ENSMUST00000110083.7	-294963	ENSMUSG00000039092	Sptlc3	serine palmitoyltransferase, long chain base subunit 3
chr2	171660370	171660869	500	*	Distal Intergenic	2	171958188	171962131	3944	2	75655	ENSMUST00000151904.1	301262	ENSMUSG00000086823	1700028P15Rik	RIKEN cDNA 1700028P15 gene
chr5	39187431	39187930	500	*	Distal Intergenic	5	38706462	38876812	170351	2	27278	ENSMUST00000171633.4	-310619	ENSMUSG00000039315	Clnk	cytokine-dependent hematopoietic cell linker
chr6	81554871	81555370	500	*	Distal Intergenic	6	81895590	81895663	74	2	102465711	ENSMUST00000197929.1	340293	ENSMUSG00000106154	Mir7232	microRNA 7232
chr12	6967929	6968428	500	*	Distal Intergenic	12	7372039	7380330	8292	2	73575	ENSMUST00000187396.1	411902	ENSMUSG00000102096	1700101O22Rik	RIKEN cDNA 1700101O22 gene
chr1	35380742	35381241	500	*	Distal Intergenic	1	34851837	34863475	11639	1	226971	ENSMUST00000152654.2	528905	ENSMUSG00000026123	Plekhb2	pleckstrin homology domain containing, family B (evectins) member 2
chr18	85501745	85502244	500	*	Distal Intergenic	18	84965510	84981472	15963	1	50764	ENSMUST00000225015.1	536235	ENSMUSG00000034391	Fbxo15	F-box protein 15
chr16	54264453	54264952	500	*	Distal Intergenic	16	55225175	55283237	58063	2	239852	ENSMUST00000036412.3	1018285	ENSMUSG00000064310	Zpld1	zona pellucida like domain containing 1
chr16	83253054	83253553	500	*	Distal Intergenic	16	84371143	84375505	4363	1	75247	ENSMUST00000231366.1	-1117590	ENSMUSG00000116907	4930553E22Rik	RIKEN cDNA 4930553E22 gene
chr3	43536535	43537034	500	*	Distal Intergenic	3	41751196	41756492	5297	1	73852	ENSMUST00000195030.1	1785339	ENSMUSG00000025766	D3Ertd751e	DNA segment, Chr 3, ERATO Doi 751, expressed
