"","age","animal.Alive","animal.Background","animal.Cause_of_Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","experiment.time","experiment.fasting_time","animal.Death","Dexamethasone","Treatment"
"319",189,TRUE,"C57BL/6J","","M","+/+",1745,197,7008,"C57BL/6J","Body Weight","2015-02-16","fed",26036,"34400","16:00:00",NA,NA,TRUE,"Dexamethasone"
"320",189,TRUE,"C57BL/6J","","M","+/+",1745,197,7008,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26081,"2660,2120,2310,2510,2520","16:00:00",NA,NA,TRUE,"Dexamethasone"
"321",196,TRUE,"C57BL/6J","","M","+/+",1745,197,7008,"C57BL/6J","Body Weight","2015-02-23","fed",26688,"33000","16:00:00",NA,NA,TRUE,"Dexamethasone"
"322",196,TRUE,"C57BL/6J","","M","+/+",1745,197,7008,"C57BL/6J","Total Fat Mass","2015-02-23","fed",26767,"9380","16:00:00",NA,NA,TRUE,"Dexamethasone"
"323",196,TRUE,"C57BL/6J","","M","+/+",1745,197,7008,"C57BL/6J","Lean Mass","2015-02-23","fed",26768,"22350","16:00:00",NA,NA,TRUE,"Dexamethasone"
"324",196,TRUE,"C57BL/6J","","M","+/+",1745,197,7008,"C57BL/6J","Grip Strength (4 Paw)","2015-02-23","fed",26808,"2690,1330,2080,2120,1980","16:00:00",NA,NA,TRUE,"Dexamethasone"
"325",71,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2014-10-21","fed",15888,"23900",NA,NA,NA,TRUE,"Dexamethasone"
"326",71,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15889,"1520",NA,NA,NA,TRUE,"Dexamethasone"
"327",71,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2014-10-21","fed",15890,"21660",NA,NA,NA,TRUE,"Dexamethasone"
"328",67,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2014-10-17","fed",15970,"25450",NA,NA,NA,TRUE,"Dexamethasone"
"329",67,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15971,"2230",NA,NA,NA,TRUE,"Dexamethasone"
"330",67,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2014-10-17","fed",15972,"22510",NA,NA,NA,TRUE,"Dexamethasone"
"331",70,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2014-10-20","fed",16036,"25600",NA,NA,NA,TRUE,"Dexamethasone"
"332",70,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16037,"2390",NA,NA,NA,TRUE,"Dexamethasone"
"333",70,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2014-10-20","fed",16038,"22890",NA,NA,NA,TRUE,"Dexamethasone"
"334",85,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2014-11-04","fed",16952,"27300",NA,NA,NA,TRUE,"Dexamethasone"
"335",85,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16953,"4290",NA,NA,NA,TRUE,"Dexamethasone"
"336",85,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2014-11-04","fed",16954,"21930",NA,NA,NA,TRUE,"Dexamethasone"
"337",99,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2014-11-18","fed",18640,"28500",NA,NA,NA,TRUE,"Dexamethasone"
"338",99,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18641,"5230",NA,NA,NA,TRUE,"Dexamethasone"
"339",99,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2014-11-18","fed",18642,"22440",NA,NA,NA,TRUE,"Dexamethasone"
"340",115,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2014-12-04","fed",19653,"31800",NA,NA,NA,TRUE,"Dexamethasone"
"341",115,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19654,"7200",NA,NA,NA,TRUE,"Dexamethasone"
"342",115,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2014-12-04","fed",19655,"23880",NA,NA,NA,TRUE,"Dexamethasone"
"343",127,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2014-12-16","fed",20803,"33200",NA,NA,NA,TRUE,"Dexamethasone"
"344",127,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20804,"8840",NA,NA,NA,TRUE,"Dexamethasone"
"345",127,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2014-12-16","fed",20805,"23700",NA,NA,NA,TRUE,"Dexamethasone"
"346",141,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2014-12-30","fed",21177,"28500",NA,NA,NA,TRUE,"Dexamethasone"
"347",141,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21178,"4310",NA,NA,NA,TRUE,"Dexamethasone"
"348",141,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2014-12-30","fed",21179,"23430",NA,NA,NA,TRUE,"Dexamethasone"
"349",155,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2015-01-13","fed",22739,"33700",NA,NA,NA,TRUE,"Dexamethasone"
"350",155,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22740,"8450",NA,NA,NA,TRUE,"Dexamethasone"
"351",155,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2015-01-13","fed",22741,"24200",NA,NA,NA,TRUE,"Dexamethasone"
"352",158,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2015-01-16","fed",23163,"34800",NA,NA,NA,TRUE,"Dexamethasone"
"353",158,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23187,"9640",NA,NA,NA,TRUE,"Dexamethasone"
"354",158,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2015-01-16","fed",23211,"24500",NA,NA,NA,TRUE,"Dexamethasone"
"355",161,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2015-01-19","fed",23318,"32600","16:30:00",NA,NA,TRUE,"Dexamethasone"
"356",161,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23544,"7890","16:30:00",NA,NA,TRUE,"Dexamethasone"
"357",161,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2015-01-19","fed",23545,"23760","16:30:00",NA,NA,TRUE,"Dexamethasone"
"358",168,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2015-01-26","fed",23776,"32900",NA,NA,NA,TRUE,"Dexamethasone"
"359",168,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23799,"8990",NA,NA,NA,TRUE,"Dexamethasone"
"360",168,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2015-01-26","fed",23823,"22920",NA,NA,NA,TRUE,"Dexamethasone"
"361",161,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23836,"2900,3130,2730,2660,3230","16:30:00",NA,NA,TRUE,"Dexamethasone"
"362",168,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23874,"2870,3330,3200,2410,2930",NA,NA,NA,TRUE,"Dexamethasone"
"363",175,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2015-02-02","fed",24492,"33500",NA,NA,NA,TRUE,"Dexamethasone"
"364",175,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24528,"10870",NA,NA,NA,TRUE,"Dexamethasone"
"365",175,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2015-02-02","fed",24552,"21740",NA,NA,NA,TRUE,"Dexamethasone"
"366",175,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24576,"2020,1950,2120,1640,1520",NA,NA,NA,TRUE,"Dexamethasone"
"367",182,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25455,"11060",NA,NA,NA,TRUE,"Dexamethasone"
"368",182,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2015-02-09","fed",25479,"21280",NA,NA,NA,TRUE,"Dexamethasone"
"369",182,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2015-02-09","fed",25503,"33400",NA,NA,NA,TRUE,"Dexamethasone"
"370",184,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25764,"424,466,445,400,386,384,373,413,472","14:30:00",6,NA,TRUE,"Dexamethasone"
"371",189,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2015-02-16","fed",26040,"8770","16:00:00",NA,NA,TRUE,"Dexamethasone"
"372",189,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2015-02-16","fed",26041,"19510","16:00:00",NA,NA,TRUE,"Dexamethasone"
"373",189,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2015-02-16","fed",26042,"29400","16:00:00",NA,NA,TRUE,"Dexamethasone"
"374",189,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26083,"1920,2030,1690,1870,2750","16:00:00",NA,NA,TRUE,"Dexamethasone"
"375",196,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Body Weight","2015-02-23","fed",26693,"26400","16:00:00",NA,NA,TRUE,"Dexamethasone"
"376",196,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Total Fat Mass","2015-02-23","fed",26769,"6590","16:00:00",NA,NA,TRUE,"Dexamethasone"
"377",196,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Lean Mass","2015-02-23","fed",26770,"18600","16:00:00",NA,NA,TRUE,"Dexamethasone"
"378",196,TRUE,"C57BL/6J","","M","+/+",1746,197,7009,"C57BL/6J","Grip Strength (4 Paw)","2015-02-23","fed",26807,"1800,1890,2060,1980,2010","16:00:00",NA,NA,TRUE,"Dexamethasone"
"379",71,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2014-10-21","fed",15885,"22900",NA,NA,NA,FALSE,"Water"
"380",71,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15886,"1400",NA,NA,NA,FALSE,"Water"
"381",71,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2014-10-21","fed",15887,"21260",NA,NA,NA,FALSE,"Water"
"382",67,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2014-10-17","fed",15973,"23760",NA,NA,NA,FALSE,"Water"
"383",67,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15974,"1760",NA,NA,NA,FALSE,"Water"
"384",67,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2014-10-17","fed",15975,"21310",NA,NA,NA,FALSE,"Water"
"385",70,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2014-10-20","fed",16033,"24100",NA,NA,NA,FALSE,"Water"
"386",70,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16034,"1680",NA,NA,NA,FALSE,"Water"
"387",70,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2014-10-20","fed",16035,"22450",NA,NA,NA,FALSE,"Water"
"388",85,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2014-11-04","fed",16955,"26900",NA,NA,NA,FALSE,"Water"
"389",85,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2014-11-04","fed",16956,"23160",NA,NA,NA,FALSE,"Water"
"390",85,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16990,"2970",NA,NA,NA,FALSE,"Water"
"391",99,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2014-11-18","fed",18643,"29500",NA,NA,NA,FALSE,"Water"
"392",99,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18644,"3200",NA,NA,NA,FALSE,"Water"
"393",99,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2014-11-18","fed",18645,"25630",NA,NA,NA,FALSE,"Water"
"394",115,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2014-12-04","fed",19656,"32500",NA,NA,NA,FALSE,"Water"
"395",115,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19657,"8490",NA,NA,NA,FALSE,"Water"
"396",115,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2014-12-04","fed",19658,"27720",NA,NA,NA,FALSE,"Water"
"397",127,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2014-12-16","fed",20806,"34200",NA,NA,NA,FALSE,"Water"
"398",127,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20807,"7260",NA,NA,NA,FALSE,"Water"
"399",127,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2014-12-16","fed",20808,"25940",NA,NA,NA,FALSE,"Water"
"400",141,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2014-12-30","fed",21180,"29100",NA,NA,NA,FALSE,"Water"
"401",141,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21181,"2740",NA,NA,NA,FALSE,"Water"
"402",141,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2014-12-30","fed",21182,"25520",NA,NA,NA,FALSE,"Water"
"403",155,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2015-01-13","fed",22742,"32700",NA,NA,NA,FALSE,"Water"
"404",155,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22743,"4710",NA,NA,NA,FALSE,"Water"
"405",155,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2015-01-13","fed",22744,"26790",NA,NA,NA,FALSE,"Water"
"406",158,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2015-01-16","fed",23164,"34200",NA,NA,NA,FALSE,"Water"
"407",158,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23188,"5880",NA,NA,NA,FALSE,"Water"
"408",158,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2015-01-16","fed",23212,"27690",NA,NA,NA,FALSE,"Water"
"409",161,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2015-01-19","fed",23319,"32200","16:30:00",NA,NA,FALSE,"Water"
"410",161,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23546,"5260","16:30:00",NA,NA,FALSE,"Water"
"411",161,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2015-01-19","fed",23547,"25710","16:30:00",NA,NA,FALSE,"Water"
"412",168,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2015-01-26","fed",23763,"33140",NA,NA,NA,FALSE,"Water"
"413",168,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23788,"4990",NA,NA,NA,FALSE,"Water"
"414",168,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2015-01-26","fed",23812,"27460",NA,NA,NA,FALSE,"Water"
"415",161,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23837,"2710,3080,2810,2620,2550","16:30:00",NA,NA,FALSE,"Water"
"416",168,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23859,"3290,2900,2640,3330,2470",NA,NA,NA,FALSE,"Water"
"417",175,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2015-02-02","fed",24502,"34400",NA,NA,NA,FALSE,"Water"
"418",175,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24517,"6040",NA,NA,NA,FALSE,"Water"
"419",175,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2015-02-02","fed",24541,"27320",NA,NA,NA,FALSE,"Water"
"420",175,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24562,"22380,2180,2390,2700,2640",NA,NA,NA,FALSE,"Water"
"421",182,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25439,"6600",NA,NA,NA,FALSE,"Water"
"422",182,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2015-02-09","fed",25463,"26840",NA,NA,NA,FALSE,"Water"
"423",182,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2015-02-09","fed",25487,"34500",NA,NA,NA,FALSE,"Water"
"424",184,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25721,"185,67,59,20,20","14:30:00",6,NA,FALSE,"Water"
"425",189,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2015-02-16","fed",26002,"7380","16:00:00",NA,NA,FALSE,"Water"
"426",189,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2015-02-16","fed",26003,"26960","16:00:00",NA,NA,FALSE,"Water"
"427",189,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2015-02-16","fed",26004,"35000","16:00:00",NA,NA,FALSE,"Water"
"428",189,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26070,"2490,2120,2620,2500,2380","16:00:00",NA,NA,FALSE,"Water"
"429",196,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Body Weight","2015-02-23","fed",26680,"36400","16:00:00",NA,NA,FALSE,"Water"
"430",196,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Total Fat Mass","2015-02-23","fed",26732,"8450","16:00:00",NA,NA,FALSE,"Water"
"431",196,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Lean Mass","2015-02-23","fed",26734,"26880","16:00:00",NA,NA,FALSE,"Water"
"432",196,TRUE,"C57BL/6J","","M","+/+",1747,197,7010,"C57BL/6J","Grip Strength (4 Paw)","2015-02-23","fed",26820,"3250,2780,2840,2930,2980","16:00:00",NA,NA,FALSE,"Water"
"433",71,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Body Weight","2014-10-21","fed",15882,"22500",NA,NA,NA,TRUE,"Dexamethasone"
"434",71,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15883,"1650",NA,NA,NA,TRUE,"Dexamethasone"
"435",71,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Lean Mass","2014-10-21","fed",15884,"20090",NA,NA,NA,TRUE,"Dexamethasone"
"436",67,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Body Weight","2014-10-17","fed",15976,"22910",NA,NA,NA,TRUE,"Dexamethasone"
"437",67,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15977,"2130",NA,NA,NA,TRUE,"Dexamethasone"
"438",67,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Lean Mass","2014-10-17","fed",15978,"20280",NA,NA,NA,TRUE,"Dexamethasone"
"439",70,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Body Weight","2014-10-20","fed",16030,"23500",NA,NA,NA,TRUE,"Dexamethasone"
"440",70,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16031,"1900",NA,NA,NA,TRUE,"Dexamethasone"
"441",70,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Lean Mass","2014-10-20","fed",16032,"21000",NA,NA,NA,TRUE,"Dexamethasone"
"442",85,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Body Weight","2014-11-04","fed",16957,"25600",NA,NA,NA,TRUE,"Dexamethasone"
"443",85,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16958,"3820",NA,NA,NA,TRUE,"Dexamethasone"
"444",85,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Lean Mass","2014-11-04","fed",16959,"21050",NA,NA,NA,TRUE,"Dexamethasone"
"445",99,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Body Weight","2014-11-18","fed",18646,"27800",NA,NA,NA,TRUE,"Dexamethasone"
"446",99,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18647,"4700",NA,NA,NA,TRUE,"Dexamethasone"
"447",99,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Lean Mass","2014-11-18","fed",18648,"22480",NA,NA,NA,TRUE,"Dexamethasone"
"448",115,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Body Weight","2014-12-04","fed",19659,"29600",NA,NA,NA,TRUE,"Dexamethasone"
"449",115,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19660,"5730",NA,NA,NA,TRUE,"Dexamethasone"
"450",115,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Lean Mass","2014-12-04","fed",19661,"23200",NA,NA,NA,TRUE,"Dexamethasone"
"451",127,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Body Weight","2014-12-16","fed",20809,"29700",NA,NA,NA,TRUE,"Dexamethasone"
"452",127,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20810,"6770",NA,NA,NA,TRUE,"Dexamethasone"
"453",127,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Lean Mass","2014-12-16","fed",20811,"22390",NA,NA,NA,TRUE,"Dexamethasone"
"454",141,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Body Weight","2014-12-30","fed",21183,"27400",NA,NA,NA,TRUE,"Dexamethasone"
"455",141,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21184,"3990",NA,NA,NA,TRUE,"Dexamethasone"
"456",141,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Lean Mass","2014-12-30","fed",21185,"22660",NA,NA,NA,TRUE,"Dexamethasone"
"457",155,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Body Weight","2015-01-13","fed",22745,"30600",NA,NA,NA,TRUE,"Dexamethasone"
"458",155,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22746,"6200",NA,NA,NA,TRUE,"Dexamethasone"
"459",155,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Lean Mass","2015-01-13","fed",22747,"23350",NA,NA,NA,TRUE,"Dexamethasone"
"460",158,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Body Weight","2015-01-16","fed",23165,"31800",NA,NA,NA,TRUE,"Dexamethasone"
"461",158,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23189,"6770",NA,NA,NA,TRUE,"Dexamethasone"
"462",158,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Lean Mass","2015-01-16","fed",23213,"23880",NA,NA,NA,TRUE,"Dexamethasone"
"463",161,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Body Weight","2015-01-19","fed",23320,"29900","16:30:00",NA,NA,TRUE,"Dexamethasone"
"464",161,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23548,"5990","16:30:00",NA,NA,TRUE,"Dexamethasone"
"465",161,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Lean Mass","2015-01-19","fed",23549,"22970","16:30:00",NA,NA,TRUE,"Dexamethasone"
"466",168,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Body Weight","2015-01-26","fed",23782,"30400",NA,NA,NA,TRUE,"Dexamethasone"
"467",168,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23805,"7150",NA,NA,NA,TRUE,"Dexamethasone"
"468",168,TRUE,"C57BL/6J","","M","+/+",1748,197,7011,"C57BL/6J","Lean Mass","2015-01-26","fed",23829,"22110",NA,NA,NA,TRUE,"Dexamethasone"
