peak	MA0102.5	MA0113.4	MA0148.5	MA0466.4	MA0480.3	MA2323.1	MA2327.1
chr16:22766861-22767361	0	0	0	0	0	0	0
chr16:22792026-22792526	0	1	0	0	0	0	0
chr16:23520165-23520665	0	0	0	0	0	0	0
chr16:24780503-24781003	0	1	0	0	0	3	2
chr16:25624131-25624631	2	0	0	1	0	0	0
chr16:32243484-32243984	0	0	0	0	0	0	0
chr16:32523571-32524071	0	0	1	0	1	0	0
chr16:32535352-32535852	0	0	0	0	0	0	0
chr16:32555456-32555956	1	0	0	0	0	0	0
chr16:37874118-37874618	0	0	0	0	0	0	0
chr16:37901674-37902174	0	0	0	0	0	0	0
chr16:43310045-43310545	0	0	0	0	0	0	0
chr16:43520000-43520500	0	0	0	0	0	2	0
chr16:56610463-56610963	0	2	1	0	1	0	0
chr16:57863247-57863747	0	0	0	2	0	1	0
chr16:58273174-58273674	0	2	0	0	0	2	0
chr16:76438212-76438712	1	0	0	0	0	0	0
chr16:77238616-77239116	0	0	0	0	0	0	0
chr16:87781439-87781939	1	0	0	0	0	0	0
chr16:89608281-89608781	1	2	0	0	0	1	0
chr16:91084732-91085232	0	0	0	0	0	0	0
chr16:97762850-97763350	0	0	0	0	0	0	0
chr16:97763963-97764463	0	2	0	0	0	2	2
chr17:8305396-8305896	0	0	0	0	0	0	0
chr17:10394787-10395287	0	1	0	0	0	1	0
chr17:24877843-24878343	0	0	1	0	1	0	0
chr17:25637105-25637605	0	0	0	0	0	0	0
chr17:26368124-26368624	0	0	0	0	0	0	0
chr17:26990633-26991133	0	0	0	0	0	0	2
chr17:28415180-28415680	0	0	0	0	0	0	0
chr17:28428800-28429300	0	0	1	0	1	0	0
chr17:28432104-28432604	1	0	0	0	0	0	0
chr17:28446619-28447119	0	0	0	0	0	0	0
chr17:28824840-28825340	0	0	0	0	0	0	0
chr17:29398133-29398633	0	0	0	0	0	0	0
chr17:29414753-29415253	1	0	0	0	0	0	0
chr17:29423032-29423532	0	0	0	0	0	0	0
chr17:31297264-31297764	0	0	0	0	0	0	0
chr17:31305397-31305897	0	3	0	0	0	2	2
chr17:32364562-32365062	0	0	0	0	0	0	0
chr17:34881801-34882301	0	0	0	0	0	0	0
chr17:34922181-34922681	0	0	0	0	0	2	0
chr17:45357656-45358156	0	0	0	0	0	0	0
chr17:45359406-45359906	0	0	0	0	0	0	0
chr17:45944840-45945340	1	0	0	0	0	0	0
chr17:45973072-45973572	0	0	0	0	0	0	0
chr17:46009401-46009901	0	0	0	0	0	0	0
chr17:46021411-46021911	0	0	0	0	0	0	0
chr17:46032420-46032920	0	0	0	0	0	0	0
chr17:46053292-46053792	1	0	0	0	0	0	2
chr17:46070076-46070576	1	0	0	0	0	0	0
chr17:46118008-46118508	0	0	0	0	0	0	0
chr17:46124171-46124671	0	2	0	0	0	1	0
chr17:46127788-46128288	0	0	0	0	0	0	0
chr17:47135397-47135897	0	4	0	0	0	0	0
chr17:47294439-47294939	0	0	1	0	1	0	0
chr17:49738244-49738744	0	0	0	0	0	0	0
chr17:67268181-67268681	1	0	0	0	0	0	0
chr17:67706990-67707490	0	0	0	0	0	0	0
chr17:73962302-73962802	0	2	0	0	0	1	0
chr17:75293465-75293965	0	0	0	0	0	0	0
chr17:79715471-79715971	0	0	0	0	0	0	0
chr17:79918414-79918914	1	0	0	0	0	0	0
chr17:79940035-79940535	0	0	0	0	0	0	0
chr17:80022252-80022752	0	2	0	0	0	3	2
chr17:80875638-80876138	0	0	0	0	0	0	0
chr17:80891551-80892051	0	0	0	0	0	0	0
chr17:80899258-80899758	1	0	0	0	0	0	0
chr17:81221308-81221808	1	0	1	0	1	0	0
chr17:83052658-83053158	0	0	0	0	0	0	0
chr17:83901971-83902471	0	0	0	0	0	0	0
chr17:84048711-84049211	0	0	0	0	0	0	0
chr17:84217543-84218043	0	0	0	0	0	0	0
chr17:84226856-84227356	0	0	0	0	0	0	2
chr17:84236818-84237318	0	0	0	0	0	0	0
chr17:84321266-84321766	0	0	1	0	1	0	0
chr17:84341938-84342438	0	0	0	0	0	0	0
chr17:84367702-84368202	0	0	0	0	0	2	0
chr17:84369815-84370315	0	0	0	0	0	0	0
chr17:84385567-84386067	0	0	0	0	0	0	0
chr17:84390023-84390523	0	0	0	0	0	0	0
chr17:84405493-84405993	0	0	0	0	0	0	0
chr18:5141424-5141924	1	1	0	0	0	0	0
chr18:5151899-5152399	0	0	0	0	0	0	0
chr18:5159216-5159716	0	2	0	0	0	2	2
chr18:5818952-5819452	0	2	0	0	0	2	0
chr18:6492125-6492625	0	0	0	0	0	0	0
chr18:11052395-11052895	0	0	0	0	0	0	0
chr18:12782181-12782681	0	0	0	0	0	0	0
chr18:14085022-14085522	0	0	0	0	0	0	0
chr18:32139043-32139543	1	0	0	0	0	0	0
chr18:32387505-32388005	0	0	0	0	0	0	0
chr18:33337085-33337585	1	0	0	0	0	0	0
chr18:33351717-33352217	0	2	1	0	1	1	2
chr18:34373845-34374345	0	0	0	0	0	0	0
chr18:34972385-34972885	0	1	0	0	0	2	0
chr18:35022146-35022646	0	0	0	0	0	0	0
chr18:35093858-35094358	0	0	0	0	0	0	2
chr18:36692826-36693326	0	0	0	0	0	0	0
chr18:36703797-36704297	0	0	0	0	0	0	0
chr18:36725875-36726375	0	0	0	0	0	0	0
chr18:39526235-39526735	0	0	0	0	0	0	0
chr18:55025302-55025802	2	0	0	0	0	0	0
chr18:55073544-55074044	1	0	1	0	1	1	0
chr18:55119651-55120151	0	0	0	0	0	1	0
chr18:56735667-56736167	0	0	0	0	0	0	0
chr18:56742676-56743176	0	0	0	0	0	2	0
chr18:57618119-57618619	1	0	1	0	1	0	0
chr18:57670995-57671495	1	0	0	0	0	0	0
chr18:60238679-60239179	0	0	0	0	0	0	0
chr18:60495391-60495891	1	2	0	2	0	2	0
chr18:61238668-61239168	0	0	0	0	0	0	2
chr18:62775724-62776224	0	0	0	0	0	1	0
chr18:62800847-62801347	0	0	1	0	1	2	0
chr18:62961691-62962191	1	0	0	0	0	1	0
chr18:66208124-66208624	0	0	0	0	0	0	0
chr18:73989074-73989574	0	0	0	0	0	0	0
chr18:76991666-76992166	0	0	0	0	0	0	0
chr18:77005095-77005595	1	0	0	0	0	0	0
chr18:80005056-80005556	0	0	0	0	0	1	0
chr18:83043020-83043520	0	0	0	0	0	0	0
chr18:83052037-83052537	0	0	0	0	0	0	0
chr18:84781313-84781813	0	0	0	0	0	0	0
chr19:3458433-3458933	0	0	0	0	0	0	0
chr19:3681119-3681619	0	2	0	0	0	3	0
chr19:3695297-3695797	0	0	0	0	0	0	0
chr19:4126605-4127105	0	1	0	0	0	1	0
chr19:4420200-4420700	0	0	0	0	0	0	0
chr19:4446970-4447470	0	0	0	0	0	0	0
chr19:4462017-4462517	0	0	0	2	0	0	0
chr19:4483217-4483717	0	0	0	0	0	0	0
chr19:4492789-4493289	0	2	0	0	0	2	2
chr19:4498041-4498541	0	0	0	0	0	0	0
chr19:4503054-4503554	0	0	1	0	1	0	0
chr19:4558481-4558981	0	0	0	0	0	0	0
chr19:4578804-4579304	0	0	0	0	0	0	0
chr19:4588919-4589419	0	0	0	0	0	0	0
chr19:4594446-4594946	0	0	0	0	0	0	2
chr19:4613652-4614152	0	0	0	0	0	0	0
chr19:4617928-4618428	0	0	0	0	0	0	0
chr19:4793691-4794191	0	0	0	0	0	0	0
chr19:6286733-6287233	0	2	0	0	0	2	0
chr19:10183121-10183621	0	0	0	0	0	0	0
chr19:10188300-10188800	0	0	0	0	0	0	0
chr19:26607785-26608285	0	0	0	0	0	0	0
chr19:26675628-26676128	0	4	0	0	0	2	0
chr19:28207168-28207668	1	0	0	0	0	0	0
chr19:28355432-28355932	0	0	0	0	0	0	0
chr19:44394373-44394873	0	0	0	0	0	0	0
chr19:44407660-44408160	0	0	0	0	0	0	0
chr19:44415626-44416126	0	0	0	0	0	0	2
chr19:55115463-55115963	1	0	0	0	0	0	0
chr19:55126764-55127264	0	0	0	0	0	0	0
chr19:55137730-55138230	0	0	0	0	0	0	0
chr19:55145205-55145705	0	2	0	0	0	0	0
chr19:55184293-55184793	0	2	0	0	0	2	0
chr19:55187420-55187920	1	0	0	0	0	0	0
chr19:56156717-56157217	0	0	0	0	0	0	0
chr19:56169649-56170149	1	0	0	0	0	0	2
chr19:56185582-56186082	0	0	0	0	0	0	0
chr19:56555996-56556496	0	0	0	0	0	0	0
chr19:56720791-56721291	1	0	0	0	0	0	0
chr19:56726746-56727246	0	0	0	0	0	0	0
chr2:16356313-16356813	0	0	0	0	0	0	0
chr2:16664085-16664585	0	2	0	0	0	1	0
chr2:20458736-20459236	1	0	0	2	0	1	0
chr2:25465670-25466170	0	0	0	0	0	0	2
chr2:25486261-25486761	0	0	0	0	0	0	2
chr2:27212110-27212610	0	0	0	0	0	0	0
chr2:27596704-27597204	0	0	0	0	0	0	0
chr2:30350966-30351466	0	0	0	0	0	0	0
chr2:30357827-30358327	0	0	1	0	1	0	0
chr2:30754136-30754636	0	0	0	0	0	0	0
chr2:30893395-30893895	0	0	0	0	0	0	0
chr2:30902096-30902596	0	2	0	0	0	2	2
chr2:30918323-30918823	0	0	0	0	0	2	0
chr2:30928198-30928698	0	0	0	0	0	0	2
chr2:32252095-32252595	0	0	1	0	1	0	0
chr2:32256128-32256628	0	0	0	0	0	0	0
chr2:32258967-32259467	0	0	0	0	0	0	0
chr2:32325907-32326407	0	0	0	0	0	0	0
chr2:33058733-33059233	1	2	0	0	0	2	2
chr2:33274754-33275254	0	2	0	0	0	0	0
chr2:44222011-44222511	0	0	0	0	0	0	0
chr2:45593636-45594136	2	0	0	0	0	0	0
chr2:46371063-46371563	1	0	1	0	1	0	0
chr2:46462196-46462696	0	0	1	0	1	0	0
chr2:48212789-48213289	0	0	1	0	1	0	0
chr2:52471943-52472443	0	0	0	0	0	0	0
chr2:57252769-57253269	0	0	0	0	0	0	0
chr2:57254204-57254704	0	0	0	0	0	0	0
chr2:57255410-57255910	1	0	0	0	0	0	0
chr2:58279181-58279681	1	0	0	0	0	0	0
chr2:58426557-58427057	0	0	0	0	0	0	0
chr2:64039082-64039582	0	0	0	0	0	3	0
chr2:67972309-67972809	0	0	0	0	0	0	0
chr2:68301851-68302351	1	0	1	2	1	0	0
chr2:68335043-68335543	0	0	0	0	0	0	0
chr2:70337184-70337684	0	0	0	0	0	0	0
chr2:71719433-71719933	0	0	0	0	0	0	0
chr2:73046934-73047434	2	0	1	2	1	0	0
chr2:73659728-73660228	0	0	0	0	0	0	0
chr2:91250391-91250891	0	0	0	0	0	0	0
chr2:92603132-92603632	0	0	0	0	0	0	0
chr2:92613094-92613594	0	0	0	0	0	0	0
chr2:93791384-93791884	0	0	1	0	1	0	0
chr2:93859586-93860086	0	0	0	0	0	0	0
chr2:110137372-110137872	0	0	0	0	0	0	2
chr2:110182703-110183203	1	0	0	0	0	0	0
chr2:116050946-116051446	0	0	0	0	0	0	0
chr2:118033758-118034258	0	0	0	0	0	0	0
chr2:118499830-118500330	0	0	0	0	0	0	0
chr2:118529388-118529888	1	0	0	0	0	0	0
chr2:118697732-118698232	0	0	0	0	0	0	0
chr2:122781429-122781929	0	0	1	0	1	0	0
chr2:126040300-126040800	0	0	0	0	0	0	0
chr2:126042198-126042698	0	0	0	0	0	0	0
chr2:126052938-126053438	0	0	0	0	0	0	0
chr2:126865170-126865670	0	0	0	0	0	1	0
chr2:130003785-130004285	0	2	0	0	0	0	0
chr2:130039876-130040376	1	0	0	0	0	0	0
chr2:130049505-130050005	0	0	0	0	0	1	0
chr2:130819108-130819608	0	0	0	0	0	0	0
chr2:130835457-130835957	0	0	0	0	0	0	0
chr2:130929946-130930446	1	0	0	0	0	0	0
chr2:131157218-131157718	0	0	0	0	0	0	0
chr2:131551584-131552084	0	0	0	0	0	0	0
chr2:132006432-132006932	0	0	0	0	0	0	0
chr2:132030129-132030629	0	0	0	0	0	0	0
chr2:132043084-132043584	0	0	0	0	0	0	0
chr2:132689485-132689985	0	0	0	2	0	0	2
chr2:132846330-132846830	0	0	0	0	0	0	0
chr2:132893988-132894488	0	0	0	0	0	0	0
chr2:134723971-134724471	2	0	0	1	0	0	0
chr2:134756005-134756505	2	1	0	0	0	2	0
chr2:134821349-134821849	1	0	0	0	0	0	0
chr2:136503900-136504400	0	0	0	0	0	0	0
chr2:137046814-137047314	0	0	0	0	0	0	0
chr2:145268392-145268892	0	0	0	0	0	0	0
chr2:146546213-146546713	0	0	0	0	0	0	0
chr2:148502524-148503024	0	0	0	0	0	1	0
chr2:151910172-151910672	0	2	0	0	0	2	0
chr2:152741679-152742179	1	0	0	2	0	0	0
chr2:155703673-155704173	0	0	0	0	0	0	0
chr2:155707161-155707661	0	0	0	0	0	1	0
chr2:156324120-156324620	2	0	0	2	0	0	0
chr2:156731917-156732417	0	0	1	0	1	0	0
chr2:157519402-157519902	0	2	0	0	0	0	0
chr2:157559534-157560034	0	0	0	0	0	2	0
chr2:159716140-159716640	0	0	0	0	0	0	0
chr2:159853870-159854370	1	0	0	0	0	0	0
chr2:166104526-166105026	0	0	0	0	0	0	0
chr2:167909740-167910240	0	0	0	0	0	0	0
chr2:167945076-167945576	0	0	0	0	0	0	0
chr2:167965533-167966033	0	0	0	0	0	0	2
chr2:169686947-169687447	0	0	0	0	0	1	0
chr2:169841729-169842229	0	0	0	0	0	0	0
chr2:170007089-170007589	0	0	0	0	0	0	0
chr2:170075175-170075675	0	0	0	0	0	1	0
chr2:173306790-173307290	0	0	0	0	0	0	0
chr3:10263406-10263906	0	0	0	0	0	0	0
chr3:14786990-14787490	0	0	0	0	0	0	0
chr3:14815259-14815759	0	0	0	0	0	0	0
chr3:21479262-21479762	0	0	0	0	0	1	2
chr3:30244230-30244730	0	0	0	0	0	0	0
chr3:35149735-35150235	0	4	0	0	0	1	0
chr3:37137108-37137608	0	0	1	0	1	0	0
chr3:37145581-37146081	0	2	0	0	0	2	0
chr3:53211661-53212161	0	0	0	0	0	0	0
chr3:59005115-59005615	0	0	0	0	0	0	0
chr3:81149615-81150115	0	0	1	0	1	0	0
chr3:84048851-84049351	0	0	0	0	0	0	0
chr3:87508754-87509254	0	0	0	0	0	0	0
chr3:87553256-87553756	0	0	0	0	0	0	0
chr3:87812781-87813281	0	0	0	0	0	0	0
chr3:88541962-88542462	0	0	0	0	0	0	2
chr3:89534456-89534956	0	0	0	0	0	0	0
chr3:89909764-89910264	0	1	1	0	1	0	0
chr3:94372583-94373083	0	0	0	0	0	0	0
chr3:95565344-95565844	0	2	0	0	0	0	0
chr3:95865028-95865528	0	0	1	0	1	0	0
chr3:97057552-97058052	0	0	0	0	0	0	0
chr3:98050129-98050629	0	3	0	0	0	2	0
chr3:100430492-100430992	0	0	0	0	0	0	0
chr3:101572047-101572547	0	0	0	0	0	0	2
chr3:102194447-102194947	0	2	0	0	0	2	0
chr3:104542556-104543056	0	0	0	0	0	2	0
chr3:105116556-105117056	0	0	0	0	0	0	0
chr3:105127712-105128212	0	0	0	0	0	0	0
chr3:105151759-105152259	0	0	0	0	0	0	0
chr3:105479920-105480420	0	4	0	0	0	2	2
chr3:106485435-106485935	0	0	0	0	0	0	0
chr3:106494258-106494758	0	0	0	0	0	0	0
chr3:107829237-107829737	0	0	0	0	0	0	0
chr3:107831814-107832314	0	0	0	0	0	0	0
chr3:107841193-107841693	0	0	0	0	0	0	0
chr3:122936017-122936517	0	0	0	0	0	0	0
chr3:128287799-128288299	0	0	0	0	0	0	0
chr3:132382097-132382597	0	2	0	0	0	2	0
chr3:141468380-141468880	0	0	0	0	0	0	0
chr3:144110151-144110651	1	2	0	0	0	2	0
chr3:145995431-145995931	0	0	0	0	0	0	0
chr3:149103288-149103788	0	0	0	0	0	0	0
chr4:13785280-13785780	0	0	0	0	0	0	0
chr4:13801055-13801555	0	0	0	0	0	0	0
chr4:13833050-13833550	0	0	0	0	0	0	0
chr4:40815133-40815633	0	0	0	0	0	0	0
chr4:40873644-40874144	0	0	0	0	0	0	0
chr4:44192718-44193218	0	0	0	0	0	0	0
chr4:44488545-44489045	0	0	0	0	0	2	0
chr4:44537501-44538001	0	0	0	0	0	0	0
chr4:45413653-45414153	3	0	1	0	1	0	0
chr4:53146775-53147275	0	0	0	0	0	1	0
chr4:56514562-56515062	2	0	0	2	0	0	2
chr4:62723740-62724240	0	0	0	0	0	0	0
chr4:62744251-62744751	0	0	0	0	0	0	0
chr4:63221530-63222030	0	0	0	0	0	0	0
chr4:65126252-65126752	0	2	0	0	0	0	0
chr4:65294858-65295358	0	0	0	0	0	2	0
chr4:67124788-67125288	1	0	0	2	0	0	0
chr4:83949623-83950123	0	0	0	0	0	0	0
chr4:83971674-83972174	0	0	0	0	0	0	0
chr4:83974592-83975092	0	0	0	0	0	0	0
chr4:83998216-83998716	0	0	0	0	0	0	4
chr4:84540403-84540903	0	0	0	0	0	0	0
chr4:86288332-86288832	0	2	0	0	0	2	2
chr4:95290273-95290773	0	0	0	0	0	0	0
chr4:97439411-97439911	0	0	0	0	0	0	0
chr4:97923825-97924325	0	0	0	0	0	0	0
chr4:98104178-98104678	0	0	0	0	0	0	0
chr4:98120125-98120625	1	0	0	0	0	0	0
chr4:98122332-98122832	0	0	0	0	0	0	0
chr4:101350083-101350583	0	2	0	0	0	2	0
chr4:101354997-101355497	0	0	0	0	0	0	0
chr4:104043638-104044138	0	0	0	0	0	1	0
chr4:105328660-105329160	1	0	0	0	0	0	0
chr4:105973866-105974366	2	0	0	0	0	0	0
chr4:106186175-106186675	0	0	0	0	0	0	0
chr4:106191555-106192055	1	0	0	0	0	0	0
chr4:106195520-106196020	1	0	1	2	1	0	0
chr4:106213997-106214497	0	0	0	0	0	0	0
chr4:106215325-106215825	1	0	0	0	0	0	0
chr4:106220223-106220723	0	0	0	0	0	0	0
chr4:106848036-106848536	0	0	0	0	0	0	0
chr4:107937615-107938115	0	0	0	0	0	1	0
chr4:108019426-108019926	0	0	0	0	0	0	0
chr4:108024448-108024948	0	0	0	0	0	0	0
chr4:108032359-108032859	0	2	0	0	0	0	0
chr4:108216753-108217253	0	0	0	0	0	1	0
chr4:108708163-108708663	0	0	0	0	0	0	0
chr4:114945104-114945604	0	0	0	0	0	0	0
chr4:120277343-120277843	0	0	0	0	0	2	0
chr4:123038784-123039284	0	0	0	0	0	0	0
chr4:126065094-126065594	1	0	0	0	0	0	0
chr4:126067417-126067917	2	0	0	0	0	0	0
chr4:126080327-126080827	0	0	0	0	0	0	0
chr4:129125903-129126403	1	0	0	0	0	0	0
chr4:129251124-129251624	0	0	0	0	0	0	0
chr4:133700976-133701476	0	0	0	0	0	0	0
chr4:134841827-134842327	0	0	0	0	0	1	0
chr4:141016353-141016853	0	0	0	0	0	0	2
chr4:141648389-141648889	0	0	0	0	0	0	0
chr4:150120001-150120501	0	0	0	0	0	0	0
chr4:150227043-150227543	0	0	0	0	0	0	0
chr4:150745962-150746462	0	2	0	0	0	1	2
chr4:150755565-150756065	1	2	0	2	0	2	0
chr4:150778496-150778996	0	2	0	0	0	2	4
chr4:154971176-154971676	0	0	0	0	0	0	0
chr5:8527553-8528053	0	2	0	0	0	1	0
chr5:24383248-24383748	0	2	0	0	0	0	0
chr5:24713108-24713608	1	0	0	0	0	0	0
chr5:24731183-24731683	0	0	0	2	0	0	0
chr5:24739181-24739681	0	0	0	0	0	0	0
chr5:24960840-24961340	0	0	0	0	0	0	0
chr5:24964246-24964746	0	0	0	0	0	0	0
chr5:25089569-25090069	0	0	0	0	0	1	0
chr5:31018218-31018718	1	0	0	0	0	0	0
chr5:31792766-31793266	0	0	0	0	0	0	2
chr5:32084475-32084975	0	0	0	0	0	0	0
chr5:35084815-35085315	0	2	0	0	0	2	2
chr5:35613791-35614291	0	1	0	0	0	2	0
chr5:35636051-35636551	0	4	0	0	0	2	0
chr5:35787873-35788373	1	0	0	0	0	0	0
chr5:36516034-36516534	0	0	0	0	0	0	0
chr5:36544495-36544995	1	0	0	0	0	0	0
chr5:53332718-53333218	0	0	0	0	0	0	0
chr5:53337543-53338043	0	2	0	0	0	2	0
chr5:64312125-64312625	0	0	0	0	0	1	0
chr5:65348419-65348919	0	0	0	0	0	0	0
chr5:66077230-66077730	0	0	0	0	0	0	0
chr5:66132182-66132682	0	2	0	0	0	2	0
chr5:74250800-74251300	0	2	0	0	0	2	0
chr5:75596169-75596669	0	0	0	0	0	0	0
chr5:75598374-75598874	0	0	0	0	0	0	0
chr5:77132698-77133198	0	0	0	0	0	0	0
chr5:77400638-77401138	0	0	0	0	0	0	0
chr5:87573037-87573537	0	0	1	0	1	0	0
chr5:90640603-90641103	0	0	1	0	1	0	0
chr5:90778342-90778842	1	0	0	0	0	0	0
chr5:90789434-90789934	0	0	0	0	0	0	0
chr5:91518723-91519223	0	0	0	0	0	0	0
chr5:91629523-91630023	0	0	0	0	0	0	2
chr5:97831492-97831992	0	0	0	0	0	0	0
chr5:107120986-107121486	0	0	0	0	0	0	0
chr5:107164678-107165178	0	0	0	0	0	0	0
chr5:113607229-113607729	0	0	0	0	0	0	2
chr5:113609803-113610303	0	0	0	0	0	0	0
chr5:113626045-113626545	0	0	0	0	0	0	0
chr5:113635872-113636372	0	0	0	0	0	0	0
chr5:113637538-113638038	0	0	0	0	0	0	0
chr5:113649745-113650245	0	0	0	0	0	0	0
chr5:114146228-114146728	0	0	0	0	0	0	0
chr5:114157492-114157992	0	0	0	0	0	0	0
chr5:114161752-114162252	0	0	0	0	0	0	0
chr5:114251663-114252163	0	0	0	0	0	1	0
chr5:118347770-118348270	0	0	0	0	0	0	0
chr5:118495188-118495688	0	0	0	0	0	0	0
chr5:122241118-122241618	0	2	0	0	0	0	2
chr5:122242457-122242957	1	0	0	0	0	0	2
chr5:122756647-122757147	0	0	0	0	0	0	0
chr5:122770638-122771138	1	1	0	0	0	0	2
chr5:123090757-123091257	0	0	0	0	0	0	0
chr5:123879356-123879856	0	0	0	0	0	0	0
chr5:125292805-125293305	2	0	0	0	0	0	0
chr5:125325907-125326407	0	2	0	0	0	2	0
chr5:125490845-125491345	0	0	0	0	0	0	0
chr5:125495462-125495962	0	0	0	0	0	0	0
chr5:132337487-132337987	0	2	0	0	0	2	2
chr5:134027801-134028301	0	0	0	0	0	0	0
chr5:134622167-134622667	0	0	0	0	0	0	0
chr5:135090096-135090596	1	0	0	0	0	0	0
chr5:135497502-135498002	0	0	0	0	0	0	0
chr5:135655861-135656361	0	2	0	0	0	2	0
chr5:135660466-135660966	0	0	0	0	0	0	0
chr5:135707687-135708187	0	0	0	0	0	0	0
chr5:136721639-136722139	0	0	0	0	0	0	0
chr5:139324063-139324563	0	0	0	0	0	0	0
chr5:140091755-140092255	0	0	0	0	0	0	0
chr5:140115561-140116061	0	0	0	0	0	0	0
chr5:140626131-140626631	0	0	0	0	0	0	0
chr5:142604528-142605028	0	0	0	0	0	0	0
chr5:144948217-144948717	0	0	0	0	0	0	0
chr5:149020100-149020600	1	0	0	0	0	0	0
chr5:149686350-149686850	0	0	0	0	0	0	0
chr5:150599915-150600415	0	0	0	0	0	0	0
chr6:5193551-5194051	0	0	0	0	0	0	0
chr6:7715939-7716439	0	0	0	0	0	0	0
chr6:17541431-17541931	0	0	0	0	0	0	0
chr6:23821723-23822223	0	0	0	0	0	0	0
chr6:29923642-29924142	0	0	0	0	0	0	0
chr6:30548078-30548578	1	0	0	0	0	0	0
chr6:30644259-30644759	0	0	0	0	0	0	0
chr6:32388259-32388759	1	0	1	0	1	0	0
chr6:37419167-37419667	0	2	0	0	0	2	0
chr6:39242353-39242853	0	0	0	0	0	1	0
chr6:39249175-39249675	1	0	0	0	0	0	2
chr6:51170800-51171300	0	0	0	0	0	0	0
chr6:52064127-52064627	0	0	0	0	0	0	0
chr6:52177574-52178074	0	0	0	0	0	0	0
chr6:52189640-52190140	0	0	0	0	0	0	0
chr6:52200217-52200717	0	0	0	0	0	0	0
chr6:52204367-52204867	1	0	0	2	0	0	0
chr6:52205578-52206078	0	0	0	0	0	0	0
chr6:52212247-52212747	1	0	0	0	0	0	0
chr6:52217083-52217583	0	0	0	0	0	0	0
chr6:52221506-52222006	0	0	0	0	0	0	0
chr6:53596377-53596877	0	0	0	0	0	0	0
chr6:53658190-53658690	0	0	0	0	0	1	0
chr6:55174540-55175040	0	0	0	0	0	0	0
chr6:55461505-55462005	0	0	0	0	0	0	0
chr6:55482428-55482928	1	0	0	0	0	0	0
chr6:55716912-55717412	0	1	0	0	0	0	0
chr6:58991346-58991846	1	0	0	0	0	0	0
chr6:59030778-59031278	0	0	0	0	0	0	0
chr6:72210831-72211331	0	0	0	0	0	0	0
chr6:78715839-78716339	0	0	0	0	0	0	0
chr6:82872126-82872626	0	0	0	0	0	2	0
chr6:82886115-82886615	0	0	0	0	0	0	0
chr6:83510486-83510986	1	0	0	0	0	0	0
chr6:85295561-85296061	0	0	0	0	0	0	0
chr6:85712854-85713354	0	2	0	0	0	2	2
chr6:85755950-85756450	0	0	0	0	0	0	0
chr6:85810828-85811328	0	0	0	0	0	0	0
chr6:85823346-85823846	0	0	0	0	0	0	0
chr6:85834620-85835120	0	0	0	0	0	0	0
chr6:86515759-86516259	0	0	0	0	0	0	0
chr6:88027271-88027771	0	0	0	1	0	0	0
chr6:91663654-91664154	0	0	0	0	0	0	0
chr6:91752583-91753083	0	0	0	0	0	0	0
chr6:92850100-92850600	0	2	0	0	0	2	0
chr6:94928184-94928684	0	0	0	0	0	0	0
chr6:94944101-94944601	0	0	0	0	0	0	0
chr6:94950327-94950827	0	0	0	0	0	0	0
chr6:97486122-97486622	0	0	1	0	1	0	0
chr6:97488280-97488780	0	0	0	0	0	0	2
chr6:98843671-98844171	0	2	0	0	0	0	0
chr6:99443393-99443893	1	1	0	0	0	0	0
chr6:99658097-99658597	0	0	0	0	0	0	0
chr6:108601742-108602242	0	4	0	0	0	2	2
chr6:112495043-112495543	0	0	0	0	0	0	0
chr6:112501403-112501903	0	0	0	0	0	0	0
chr6:114857989-114858489	1	0	0	0	0	1	0
chr6:115499804-115500304	0	0	0	0	0	0	0
chr6:115519362-115519862	0	0	0	0	0	0	0
chr6:116054939-116055439	0	0	1	0	1	0	0
chr6:116058594-116059094	1	0	0	0	0	0	0
chr6:116637587-116638087	0	0	0	0	0	0	0
chr6:118631281-118631781	0	0	0	0	0	0	0
chr6:118688670-118689170	0	0	1	0	1	0	0
chr6:118865904-118866404	0	0	0	0	0	0	0
chr6:119217735-119218235	0	0	0	0	0	0	0
chr6:119399539-119400039	0	0	0	0	0	0	0
chr6:119409958-119410458	0	0	0	0	0	2	0
chr6:121122856-121123356	1	0	0	0	0	0	0
chr6:121170967-121171467	0	0	0	0	0	0	0
chr6:122763405-122763905	0	0	0	0	0	0	0
chr6:122801315-122801815	0	0	0	0	0	0	0
chr6:125233692-125234192	0	0	0	0	0	0	0
chr6:125653920-125654420	0	0	0	0	0	0	0
chr6:126140265-126140765	0	0	0	0	0	0	0
chr6:126509183-126509683	0	0	0	0	0	0	0
chr6:127381384-127381884	0	0	0	0	0	0	2
chr6:128294633-128295133	0	0	0	0	0	0	0
chr6:134200663-134201163	0	0	0	0	0	0	0
chr6:135682914-135683414	0	0	0	0	0	0	0
chr6:135745520-135746020	0	0	0	0	0	0	0
chr6:140300387-140300887	0	0	0	0	0	0	0
chr6:142446265-142446765	0	0	0	0	0	0	0
chr6:144695786-144696286	0	0	0	0	0	0	0
chr6:145789761-145790261	0	0	0	0	0	0	0
chr6:146351522-146352022	0	0	0	0	0	0	0
chr6:146357712-146358212	0	0	0	0	0	0	0
chr6:147850658-147851158	0	2	0	0	0	2	0
chr6:147858124-147858624	0	0	0	0	0	0	0
chr6:147876776-147877276	0	2	0	0	0	4	0
chr6:147908770-147909270	0	0	0	0	0	0	0
